,shape,class
501,D00092_06_fill_holes_and_orientation.obj,ClassicPiano
502,D00120_06_fill_holes_and_orientation.obj,ClassicPiano
503,D00190_06_fill_holes_and_orientation.obj,ClassicPiano
504,D00233_06_fill_holes_and_orientation.obj,ClassicPiano
505,D00254_06_fill_holes_and_orientation.obj,ClassicPiano
506,D00279_06_fill_holes_and_orientation.obj,ClassicPiano
507,D00305_06_fill_holes_and_orientation.obj,ClassicPiano
508,D00314_06_fill_holes_and_orientation.obj,ClassicPiano
509,D00561_06_fill_holes_and_orientation.obj,ClassicPiano
510,D00579_06_fill_holes_and_orientation.obj,ClassicPiano
511,D00605_06_fill_holes_and_orientation.obj,ClassicPiano
512,D00784_06_fill_holes_and_orientation.obj,ClassicPiano
513,D00789_06_fill_holes_and_orientation.obj,ClassicPiano
514,D00811_06_fill_holes_and_orientation.obj,ClassicPiano
515,D00845_06_fill_holes_and_orientation.obj,ClassicPiano
516,D00967_06_fill_holes_and_orientation.obj,ClassicPiano
517,D00983_06_fill_holes_and_orientation.obj,ClassicPiano
518,D01002_06_fill_holes_and_orientation.obj,Computer
519,D01023_06_fill_holes_and_orientation.obj,Computer
520,D01026_06_fill_holes_and_orientation.obj,Computer
521,D01028_06_fill_holes_and_orientation.obj,Computer
522,D01033_06_fill_holes_and_orientation.obj,Computer
523,D01037_06_fill_holes_and_orientation.obj,Computer
524,D01067_06_fill_holes_and_orientation.obj,Computer
525,D01070_06_fill_holes_and_orientation.obj,Computer
526,D01071_06_fill_holes_and_orientation.obj,Computer
527,D01072_06_fill_holes_and_orientation.obj,Computer
528,D01073_06_fill_holes_and_orientation.obj,Computer
529,D01082_06_fill_holes_and_orientation.obj,Computer
530,D01085_06_fill_holes_and_orientation.obj,Computer
531,D01098_06_fill_holes_and_orientation.obj,Computer
532,D01100_06_fill_holes_and_orientation.obj,Computer
533,D01102_06_fill_holes_and_orientation.obj,Computer
534,D01115_06_fill_holes_and_orientation.obj,Computer
535,D01128_06_fill_holes_and_orientation.obj,Computer
536,D01164_06_fill_holes_and_orientation.obj,Computer
537,D01185_06_fill_holes_and_orientation.obj,Computer
538,m1764_06_fill_holes_and_orientation.obj,Computer
539,m1765_06_fill_holes_and_orientation.obj,Computer
540,m1766_06_fill_holes_and_orientation.obj,Computer
541,m1767_06_fill_holes_and_orientation.obj,Computer
542,m1769_06_fill_holes_and_orientation.obj,Computer
543,m1770_06_fill_holes_and_orientation.obj,Computer
544,m1772_06_fill_holes_and_orientation.obj,Computer
545,m1773_06_fill_holes_and_orientation.obj,Computer
546,m1774_06_fill_holes_and_orientation.obj,Computer
547,m1775_06_fill_holes_and_orientation.obj,Computer
548,m1776_06_fill_holes_and_orientation.obj,Computer
549,m1777_06_fill_holes_and_orientation.obj,Computer
550,m1778_06_fill_holes_and_orientation.obj,Computer
551,D00116_06_fill_holes_and_orientation.obj,ComputerKeyboard
552,D00127_06_fill_holes_and_orientation.obj,ComputerKeyboard
553,D00197_06_fill_holes_and_orientation.obj,ComputerKeyboard
554,D00278_06_fill_holes_and_orientation.obj,ComputerKeyboard
555,D00360_06_fill_holes_and_orientation.obj,ComputerKeyboard
556,D00382_06_fill_holes_and_orientation.obj,ComputerKeyboard
557,D00420_06_fill_holes_and_orientation.obj,ComputerKeyboard
558,D00493_06_fill_holes_and_orientation.obj,ComputerKeyboard
559,D00525_06_fill_holes_and_orientation.obj,ComputerKeyboard
560,D00569_06_fill_holes_and_orientation.obj,ComputerKeyboard
561,D00597_06_fill_holes_and_orientation.obj,ComputerKeyboard
562,D00600_06_fill_holes_and_orientation.obj,ComputerKeyboard
563,D00627_06_fill_holes_and_orientation.obj,ComputerKeyboard
564,D00654_06_fill_holes_and_orientation.obj,ComputerKeyboard
565,D00673_06_fill_holes_and_orientation.obj,ComputerKeyboard
566,D00676_06_fill_holes_and_orientation.obj,ComputerKeyboard
567,D00692_06_fill_holes_and_orientation.obj,ComputerKeyboard
568,D00805_06_fill_holes_and_orientation.obj,ComputerKeyboard
569,D00905_06_fill_holes_and_orientation.obj,ComputerKeyboard
570,D00990_06_fill_holes_and_orientation.obj,ComputerKeyboard
571,D00035_06_fill_holes_and_orientation.obj,Cup
572,D00067_06_fill_holes_and_orientation.obj,Cup
573,D00174_06_fill_holes_and_orientation.obj,Cup
574,D00206_06_fill_holes_and_orientation.obj,Cup
575,D00214_06_fill_holes_and_orientation.obj,Cup
576,D00270_06_fill_holes_and_orientation.obj,Cup
577,D00328_06_fill_holes_and_orientation.obj,Cup
578,D00355_06_fill_holes_and_orientation.obj,Cup
579,D00363_06_fill_holes_and_orientation.obj,Cup
580,D00457_06_fill_holes_and_orientation.obj,Cup
581,D00463_06_fill_holes_and_orientation.obj,Cup
582,D00519_06_fill_holes_and_orientation.obj,Cup
583,D00550_06_fill_holes_and_orientation.obj,Cup
584,D00587_06_fill_holes_and_orientation.obj,Cup
585,D00638_06_fill_holes_and_orientation.obj,Cup
586,D00642_06_fill_holes_and_orientation.obj,Cup
587,D00738_06_fill_holes_and_orientation.obj,Cup
588,D00843_06_fill_holes_and_orientation.obj,Cup
589,D00874_06_fill_holes_and_orientation.obj,Cup
590,D00882_06_fill_holes_and_orientation.obj,Cup
591,m494_06_fill_holes_and_orientation.obj,Cup
592,m495_06_fill_holes_and_orientation.obj,Cup
593,m496_06_fill_holes_and_orientation.obj,Cup
594,m497_06_fill_holes_and_orientation.obj,Cup
595,m498_06_fill_holes_and_orientation.obj,Cup
596,m499_06_fill_holes_and_orientation.obj,Cup
597,m500_06_fill_holes_and_orientation.obj,Cup
598,m501_06_fill_holes_and_orientation.obj,Cup
599,m502_06_fill_holes_and_orientation.obj,Cup
600,m526_06_fill_holes_and_orientation.obj,Cup
601,D00048_06_fill_holes_and_orientation.obj,DeskLamp
602,D00090_06_fill_holes_and_orientation.obj,DeskLamp
603,D00147_06_fill_holes_and_orientation.obj,DeskLamp
604,D00257_06_fill_holes_and_orientation.obj,DeskLamp
605,D00268_06_fill_holes_and_orientation.obj,DeskLamp
606,D00330_06_fill_holes_and_orientation.obj,DeskLamp
607,D00378_06_fill_holes_and_orientation.obj,DeskLamp
608,D00435_06_fill_holes_and_orientation.obj,DeskLamp
609,D00455_06_fill_holes_and_orientation.obj,DeskLamp
610,D00531_06_fill_holes_and_orientation.obj,DeskLamp
611,D00547_06_fill_holes_and_orientation.obj,DeskLamp
612,D00686_06_fill_holes_and_orientation.obj,DeskLamp
613,D00693_06_fill_holes_and_orientation.obj,DeskLamp
614,D00698_06_fill_holes_and_orientation.obj,DeskLamp
615,D00715_06_fill_holes_and_orientation.obj,DeskLamp
616,D00744_06_fill_holes_and_orientation.obj,DeskLamp
617,D00759_06_fill_holes_and_orientation.obj,DeskLamp
618,D00776_06_fill_holes_and_orientation.obj,DeskLamp
619,D00797_06_fill_holes_and_orientation.obj,DeskLamp
620,D00912_06_fill_holes_and_orientation.obj,DeskLamp
621,m603_06_fill_holes_and_orientation.obj,DeskLamp
622,m604_06_fill_holes_and_orientation.obj,DeskLamp
623,m605_06_fill_holes_and_orientation.obj,DeskLamp
624,m606_06_fill_holes_and_orientation.obj,DeskLamp
625,m608_06_fill_holes_and_orientation.obj,DeskLamp
626,m609_06_fill_holes_and_orientation.obj,DeskLamp
627,m611_06_fill_holes_and_orientation.obj,DeskLamp
628,m613_06_fill_holes_and_orientation.obj,DeskLamp
629,m614_06_fill_holes_and_orientation.obj,DeskLamp
630,m615_06_fill_holes_and_orientation.obj,DeskLamp
631,m616_06_fill_holes_and_orientation.obj,DeskLamp
632,D00118_06_fill_holes_and_orientation.obj,DeskPhone
633,D00135_06_fill_holes_and_orientation.obj,DeskPhone
634,D00154_06_fill_holes_and_orientation.obj,DeskPhone
635,D00220_06_fill_holes_and_orientation.obj,DeskPhone
636,D00316_06_fill_holes_and_orientation.obj,DeskPhone
637,D00318_06_fill_holes_and_orientation.obj,DeskPhone
638,D00403_06_fill_holes_and_orientation.obj,DeskPhone
639,D00486_06_fill_holes_and_orientation.obj,DeskPhone
640,D00511_06_fill_holes_and_orientation.obj,DeskPhone
641,D00556_06_fill_holes_and_orientation.obj,DeskPhone
642,D00576_06_fill_holes_and_orientation.obj,DeskPhone
643,D00680_06_fill_holes_and_orientation.obj,DeskPhone
644,D00706_06_fill_holes_and_orientation.obj,DeskPhone
645,D00773_06_fill_holes_and_orientation.obj,DeskPhone
646,D00829_06_fill_holes_and_orientation.obj,DeskPhone
647,D00894_06_fill_holes_and_orientation.obj,DeskPhone
648,D00897_06_fill_holes_and_orientation.obj,DeskPhone
649,D00899_06_fill_holes_and_orientation.obj,DeskPhone
650,D00957_06_fill_holes_and_orientation.obj,DeskPhone
651,D00958_06_fill_holes_and_orientation.obj,DeskPhone
652,D01005_06_fill_holes_and_orientation.obj,Door
653,D01029_06_fill_holes_and_orientation.obj,Door
654,D01052_06_fill_holes_and_orientation.obj,Door
655,D01058_06_fill_holes_and_orientation.obj,Door
656,D01062_06_fill_holes_and_orientation.obj,Door
657,D01076_06_fill_holes_and_orientation.obj,Door
658,D01104_06_fill_holes_and_orientation.obj,Door
659,D01114_06_fill_holes_and_orientation.obj,Door
660,D01121_06_fill_holes_and_orientation.obj,Door
661,D01129_06_fill_holes_and_orientation.obj,Door
662,D01136_06_fill_holes_and_orientation.obj,Door
663,D01141_06_fill_holes_and_orientation.obj,Door
664,D01144_06_fill_holes_and_orientation.obj,Door
665,D01155_06_fill_holes_and_orientation.obj,Door
666,D01158_06_fill_holes_and_orientation.obj,Door
667,D01167_06_fill_holes_and_orientation.obj,Door
668,D01177_06_fill_holes_and_orientation.obj,Door
669,D01194_06_fill_holes_and_orientation.obj,Door
670,m1707_06_fill_holes_and_orientation.obj,Door
671,m1708_06_fill_holes_and_orientation.obj,Door
672,m1710_06_fill_holes_and_orientation.obj,Door
673,m1711_06_fill_holes_and_orientation.obj,Door
674,m1712_06_fill_holes_and_orientation.obj,Door
675,m1713_06_fill_holes_and_orientation.obj,Door
676,m1714_06_fill_holes_and_orientation.obj,Door
677,m1715_06_fill_holes_and_orientation.obj,Door
678,m1716_06_fill_holes_and_orientation.obj,Door
679,m1717_06_fill_holes_and_orientation.obj,Door
680,m1718_06_fill_holes_and_orientation.obj,Door
681,m1720_06_fill_holes_and_orientation.obj,Door
682,m1721_06_fill_holes_and_orientation.obj,Door
683,m1722_06_fill_holes_and_orientation.obj,Door
684,m1723_06_fill_holes_and_orientation.obj,Door
685,m1724_06_fill_holes_and_orientation.obj,Door
686,m1725_06_fill_holes_and_orientation.obj,Door
687,m1726_06_fill_holes_and_orientation.obj,Door
688,m1727_06_fill_holes_and_orientation.obj,Door
689,m1728_06_fill_holes_and_orientation.obj,Door
690,m1729_06_fill_holes_and_orientation.obj,Door
691,m1730_06_fill_holes_and_orientation.obj,Door
692,m1731_06_fill_holes_and_orientation.obj,Door
693,m1732_06_fill_holes_and_orientation.obj,Door
694,D00026_06_fill_holes_and_orientation.obj,Drum
695,D00063_06_fill_holes_and_orientation.obj,Drum
696,D00115_06_fill_holes_and_orientation.obj,Drum
697,D00163_06_fill_holes_and_orientation.obj,Drum
698,D00189_06_fill_holes_and_orientation.obj,Drum
699,D00193_06_fill_holes_and_orientation.obj,Drum
700,D00297_06_fill_holes_and_orientation.obj,Drum
701,D00298_06_fill_holes_and_orientation.obj,Drum
702,D00308_06_fill_holes_and_orientation.obj,Drum
703,D00375_06_fill_holes_and_orientation.obj,Drum
704,D00383_06_fill_holes_and_orientation.obj,Drum
705,D00404_06_fill_holes_and_orientation.obj,Drum
706,D00551_06_fill_holes_and_orientation.obj,Drum
707,D00557_06_fill_holes_and_orientation.obj,Drum
708,D00596_06_fill_holes_and_orientation.obj,Drum
709,D00709_06_fill_holes_and_orientation.obj,Drum
710,D00939_06_fill_holes_and_orientation.obj,Drum
711,D00951_06_fill_holes_and_orientation.obj,Drum
712,D00980_06_fill_holes_and_orientation.obj,Drum
713,D00982_06_fill_holes_and_orientation.obj,Drum
714,D00012_06_fill_holes_and_orientation.obj,Fish
715,D00022_06_fill_holes_and_orientation.obj,Fish
716,D00024_06_fill_holes_and_orientation.obj,Fish
717,D00030_06_fill_holes_and_orientation.obj,Fish
718,D00142_06_fill_holes_and_orientation.obj,Fish
719,D00165_06_fill_holes_and_orientation.obj,Fish
720,D00251_06_fill_holes_and_orientation.obj,Fish
721,D00293_06_fill_holes_and_orientation.obj,Fish
722,D00351_06_fill_holes_and_orientation.obj,Fish
723,D00398_06_fill_holes_and_orientation.obj,Fish
724,D00450_06_fill_holes_and_orientation.obj,Fish
725,D00535_06_fill_holes_and_orientation.obj,Fish
726,D00633_06_fill_holes_and_orientation.obj,Fish
727,D00636_06_fill_holes_and_orientation.obj,Fish
728,D00643_06_fill_holes_and_orientation.obj,Fish
729,D00682_06_fill_holes_and_orientation.obj,Fish
730,D00748_06_fill_holes_and_orientation.obj,Fish
731,D00763_06_fill_holes_and_orientation.obj,Fish
732,D00850_06_fill_holes_and_orientation.obj,Fish
733,D00950_06_fill_holes_and_orientation.obj,Fish
734,D00028_06_fill_holes_and_orientation.obj,FloorLamp
735,D00093_06_fill_holes_and_orientation.obj,FloorLamp
736,D00186_06_fill_holes_and_orientation.obj,FloorLamp
737,D00211_06_fill_holes_and_orientation.obj,FloorLamp
738,D00228_06_fill_holes_and_orientation.obj,FloorLamp
739,D00388_06_fill_holes_and_orientation.obj,FloorLamp
740,D00400_06_fill_holes_and_orientation.obj,FloorLamp
741,D00408_06_fill_holes_and_orientation.obj,FloorLamp
742,D00447_06_fill_holes_and_orientation.obj,FloorLamp
743,D00495_06_fill_holes_and_orientation.obj,FloorLamp
744,D00563_06_fill_holes_and_orientation.obj,FloorLamp
745,D00580_06_fill_holes_and_orientation.obj,FloorLamp
746,D00740_06_fill_holes_and_orientation.obj,FloorLamp
747,D00856_06_fill_holes_and_orientation.obj,FloorLamp
748,D00875_06_fill_holes_and_orientation.obj,FloorLamp
749,D00876_06_fill_holes_and_orientation.obj,FloorLamp
750,D00888_06_fill_holes_and_orientation.obj,FloorLamp
751,D00924_06_fill_holes_and_orientation.obj,FloorLamp
752,D00955_06_fill_holes_and_orientation.obj,FloorLamp
753,D00981_06_fill_holes_and_orientation.obj,FloorLamp
754,m617_06_fill_holes_and_orientation.obj,FloorLamp
755,m618_06_fill_holes_and_orientation.obj,FloorLamp
756,m619_06_fill_holes_and_orientation.obj,FloorLamp
757,m620_06_fill_holes_and_orientation.obj,FloorLamp
758,m621_06_fill_holes_and_orientation.obj,FloorLamp
759,D00050_06_fill_holes_and_orientation.obj,Glasses
760,D00201_06_fill_holes_and_orientation.obj,Glasses
761,D00225_06_fill_holes_and_orientation.obj,Glasses
762,D00432_06_fill_holes_and_orientation.obj,Glasses
763,D00475_06_fill_holes_and_orientation.obj,Glasses
764,D00507_06_fill_holes_and_orientation.obj,Glasses
765,D00560_06_fill_holes_and_orientation.obj,Glasses
766,D00575_06_fill_holes_and_orientation.obj,Glasses
767,D00630_06_fill_holes_and_orientation.obj,Glasses
768,D00640_06_fill_holes_and_orientation.obj,Glasses
769,D00656_06_fill_holes_and_orientation.obj,Glasses
770,D00660_06_fill_holes_and_orientation.obj,Glasses
771,D00717_06_fill_holes_and_orientation.obj,Glasses
772,D00730_06_fill_holes_and_orientation.obj,Glasses
773,D00813_06_fill_holes_and_orientation.obj,Glasses
774,D00816_06_fill_holes_and_orientation.obj,Glasses
775,D00877_06_fill_holes_and_orientation.obj,Glasses
776,D00883_06_fill_holes_and_orientation.obj,Glasses
777,D00994_06_fill_holes_and_orientation.obj,Glasses
778,D00023_06_fill_holes_and_orientation.obj,Guitar
779,D00041_06_fill_holes_and_orientation.obj,Guitar
780,D00076_06_fill_holes_and_orientation.obj,Guitar
781,D00097_06_fill_holes_and_orientation.obj,Guitar
782,D00124_06_fill_holes_and_orientation.obj,Guitar
783,D00222_06_fill_holes_and_orientation.obj,Guitar
784,D00232_06_fill_holes_and_orientation.obj,Guitar
785,D00335_06_fill_holes_and_orientation.obj,Guitar
786,D00374_06_fill_holes_and_orientation.obj,Guitar
787,D00414_06_fill_holes_and_orientation.obj,Guitar
788,D00416_06_fill_holes_and_orientation.obj,Guitar
789,D00461_06_fill_holes_and_orientation.obj,Guitar
790,D00464_06_fill_holes_and_orientation.obj,Guitar
791,D00494_06_fill_holes_and_orientation.obj,Guitar
792,D00534_06_fill_holes_and_orientation.obj,Guitar
793,D00549_06_fill_holes_and_orientation.obj,Guitar
794,D00645_06_fill_holes_and_orientation.obj,Guitar
795,D00655_06_fill_holes_and_orientation.obj,Guitar
796,D00844_06_fill_holes_and_orientation.obj,Guitar
797,D00849_06_fill_holes_and_orientation.obj,Guitar
798,D00103_06_fill_holes_and_orientation.obj,Gun
799,D00137_06_fill_holes_and_orientation.obj,Gun
800,D00140_06_fill_holes_and_orientation.obj,Gun
801,D00153_06_fill_holes_and_orientation.obj,Gun
802,D00161_06_fill_holes_and_orientation.obj,Gun
803,D00204_06_fill_holes_and_orientation.obj,Gun
804,D00207_06_fill_holes_and_orientation.obj,Gun
805,D00209_06_fill_holes_and_orientation.obj,Gun
806,D00239_06_fill_holes_and_orientation.obj,Gun
807,D00244_06_fill_holes_and_orientation.obj,Gun
808,D00282_06_fill_holes_and_orientation.obj,Gun
809,D00368_06_fill_holes_and_orientation.obj,Gun
810,D00425_06_fill_holes_and_orientation.obj,Gun
811,D00477_06_fill_holes_and_orientation.obj,Gun
812,D00606_06_fill_holes_and_orientation.obj,Gun
813,D00802_06_fill_holes_and_orientation.obj,Gun
814,D00819_06_fill_holes_and_orientation.obj,Gun
815,D00826_06_fill_holes_and_orientation.obj,Gun
816,D00929_06_fill_holes_and_orientation.obj,Gun
817,D00972_06_fill_holes_and_orientation.obj,Gun
818,m648_06_fill_holes_and_orientation.obj,Gun
819,m649_06_fill_holes_and_orientation.obj,Gun
820,m650_06_fill_holes_and_orientation.obj,Gun
821,m651_06_fill_holes_and_orientation.obj,Gun
822,m652_06_fill_holes_and_orientation.obj,Gun
823,m653_06_fill_holes_and_orientation.obj,Gun
824,m654_06_fill_holes_and_orientation.obj,Gun
825,m655_06_fill_holes_and_orientation.obj,Gun
826,m656_06_fill_holes_and_orientation.obj,Gun
827,m657_06_fill_holes_and_orientation.obj,Gun
828,m658_06_fill_holes_and_orientation.obj,Gun
829,m659_06_fill_holes_and_orientation.obj,Gun
830,m660_06_fill_holes_and_orientation.obj,Gun
831,m661_06_fill_holes_and_orientation.obj,Gun
832,m662_06_fill_holes_and_orientation.obj,Gun
833,m663_06_fill_holes_and_orientation.obj,Gun
834,m664_06_fill_holes_and_orientation.obj,Gun
835,m665_06_fill_holes_and_orientation.obj,Gun
836,m666_06_fill_holes_and_orientation.obj,Gun
837,m667_06_fill_holes_and_orientation.obj,Gun
838,m668_06_fill_holes_and_orientation.obj,Gun
839,m669_06_fill_holes_and_orientation.obj,Gun
840,m670_06_fill_holes_and_orientation.obj,Gun
841,m671_06_fill_holes_and_orientation.obj,Gun
842,m672_06_fill_holes_and_orientation.obj,Gun
843,m674_06_fill_holes_and_orientation.obj,Gun
844,m675_06_fill_holes_and_orientation.obj,Gun
845,m676_06_fill_holes_and_orientation.obj,Gun
846,m677_06_fill_holes_and_orientation.obj,Gun
847,m678_06_fill_holes_and_orientation.obj,Gun
848,m679_06_fill_holes_and_orientation.obj,Gun
849,m680_06_fill_holes_and_orientation.obj,Gun
850,m681_06_fill_holes_and_orientation.obj,Gun
851,m682_06_fill_holes_and_orientation.obj,Gun
852,m683_06_fill_holes_and_orientation.obj,Gun
853,m684_06_fill_holes_and_orientation.obj,Gun
854,m685_06_fill_holes_and_orientation.obj,Gun
855,m686_06_fill_holes_and_orientation.obj,Gun
856,D01006_06_fill_holes_and_orientation.obj,Hand
857,D01020_06_fill_holes_and_orientation.obj,Hand
858,D01022_06_fill_holes_and_orientation.obj,Hand
859,D01024_06_fill_holes_and_orientation.obj,Hand
860,D01041_06_fill_holes_and_orientation.obj,Hand
861,D01060_06_fill_holes_and_orientation.obj,Hand
862,D01074_06_fill_holes_and_orientation.obj,Hand
863,D01093_06_fill_holes_and_orientation.obj,Hand
864,D01097_06_fill_holes_and_orientation.obj,Hand
865,D01106_06_fill_holes_and_orientation.obj,Hand
866,D01117_06_fill_holes_and_orientation.obj,Hand
867,D01118_06_fill_holes_and_orientation.obj,Hand
868,D01153_06_fill_holes_and_orientation.obj,Hand
869,D01162_06_fill_holes_and_orientation.obj,Hand
870,D01170_06_fill_holes_and_orientation.obj,Hand
871,D01172_06_fill_holes_and_orientation.obj,Hand
872,D01193_06_fill_holes_and_orientation.obj,Hand
873,D01197_06_fill_holes_and_orientation.obj,Hand
874,D01198_06_fill_holes_and_orientation.obj,Hand
875,D01200_06_fill_holes_and_orientation.obj,Hand
876,m323_06_fill_holes_and_orientation.obj,Hand
877,m324_06_fill_holes_and_orientation.obj,Hand
878,m325_06_fill_holes_and_orientation.obj,Hand
879,m326_06_fill_holes_and_orientation.obj,Hand
880,m327_06_fill_holes_and_orientation.obj,Hand
881,m328_06_fill_holes_and_orientation.obj,Hand
882,m329_06_fill_holes_and_orientation.obj,Hand
883,m330_06_fill_holes_and_orientation.obj,Hand
884,m331_06_fill_holes_and_orientation.obj,Hand
885,m332_06_fill_holes_and_orientation.obj,Hand
886,m333_06_fill_holes_and_orientation.obj,Hand
887,m334_06_fill_holes_and_orientation.obj,Hand
888,m335_06_fill_holes_and_orientation.obj,Hand
889,m336_06_fill_holes_and_orientation.obj,Hand
890,m337_06_fill_holes_and_orientation.obj,Hand
891,m338_06_fill_holes_and_orientation.obj,Hand
892,m339_06_fill_holes_and_orientation.obj,Hand
893,m1627_06_fill_holes_and_orientation.obj,Hat
894,m1628_06_fill_holes_and_orientation.obj,Hat
895,m1629_06_fill_holes_and_orientation.obj,Hat
896,m1630_06_fill_holes_and_orientation.obj,Hat
897,m1631_06_fill_holes_and_orientation.obj,Hat
898,m1632_06_fill_holes_and_orientation.obj,Hat
899,m1633_06_fill_holes_and_orientation.obj,Hat
900,m1634_06_fill_holes_and_orientation.obj,Hat
901,m1635_06_fill_holes_and_orientation.obj,Hat
902,m1636_06_fill_holes_and_orientation.obj,Hat
903,m1637_06_fill_holes_and_orientation.obj,Hat
904,m1638_06_fill_holes_and_orientation.obj,Hat
905,m1639_06_fill_holes_and_orientation.obj,Hat
906,m1640_06_fill_holes_and_orientation.obj,Hat
907,m1641_06_fill_holes_and_orientation.obj,Hat
908,D00038_06_fill_holes_and_orientation.obj,Helicopter
909,D00191_06_fill_holes_and_orientation.obj,Helicopter
910,D00361_06_fill_holes_and_orientation.obj,Helicopter
911,D00397_06_fill_holes_and_orientation.obj,Helicopter
912,D00423_06_fill_holes_and_orientation.obj,Helicopter
913,D00470_06_fill_holes_and_orientation.obj,Helicopter
914,D00471_06_fill_holes_and_orientation.obj,Helicopter
915,D00473_06_fill_holes_and_orientation.obj,Helicopter
916,D00498_06_fill_holes_and_orientation.obj,Helicopter
917,D00500_06_fill_holes_and_orientation.obj,Helicopter
918,D00502_06_fill_holes_and_orientation.obj,Helicopter
919,D00644_06_fill_holes_and_orientation.obj,Helicopter
920,D00658_06_fill_holes_and_orientation.obj,Helicopter
921,D00751_06_fill_holes_and_orientation.obj,Helicopter
922,D00796_06_fill_holes_and_orientation.obj,Helicopter
923,D00820_06_fill_holes_and_orientation.obj,Helicopter
924,D00868_06_fill_holes_and_orientation.obj,Helicopter
925,D00977_06_fill_holes_and_orientation.obj,Helicopter
926,D00986_06_fill_holes_and_orientation.obj,Helicopter
927,D00991_06_fill_holes_and_orientation.obj,Helicopter
928,m1302_06_fill_holes_and_orientation.obj,Helicopter
929,m1304_06_fill_holes_and_orientation.obj,Helicopter
930,m1305_06_fill_holes_and_orientation.obj,Helicopter
931,m1306_06_fill_holes_and_orientation.obj,Helicopter
932,m1307_06_fill_holes_and_orientation.obj,Helicopter
933,m1308_06_fill_holes_and_orientation.obj,Helicopter
934,m1309_06_fill_holes_and_orientation.obj,Helicopter
935,m1310_06_fill_holes_and_orientation.obj,Helicopter
936,m1311_06_fill_holes_and_orientation.obj,Helicopter
937,m1312_06_fill_holes_and_orientation.obj,Helicopter
938,m1313_06_fill_holes_and_orientation.obj,Helicopter
939,m1314_06_fill_holes_and_orientation.obj,Helicopter
940,m1315_06_fill_holes_and_orientation.obj,Helicopter
941,m1316_06_fill_holes_and_orientation.obj,Helicopter
942,m1317_06_fill_holes_and_orientation.obj,Helicopter
943,m1318_06_fill_holes_and_orientation.obj,Helicopter
944,m1319_06_fill_holes_and_orientation.obj,Helicopter
945,m1320_06_fill_holes_and_orientation.obj,Helicopter
946,m1321_06_fill_holes_and_orientation.obj,Helicopter
947,m1322_06_fill_holes_and_orientation.obj,Helicopter
948,m1323_06_fill_holes_and_orientation.obj,Helicopter
949,m1325_06_fill_holes_and_orientation.obj,Helicopter
950,m1326_06_fill_holes_and_orientation.obj,Helicopter
951,m1327_06_fill_holes_and_orientation.obj,Helicopter
952,m1328_06_fill_holes_and_orientation.obj,Helicopter
953,m1329_06_fill_holes_and_orientation.obj,Helicopter
954,m1330_06_fill_holes_and_orientation.obj,Helicopter
955,m1332_06_fill_holes_and_orientation.obj,Helicopter
956,m1333_06_fill_holes_and_orientation.obj,Helicopter
957,m1334_06_fill_holes_and_orientation.obj,Helicopter
958,m1336_06_fill_holes_and_orientation.obj,Helicopter
959,D00001_06_fill_holes_and_orientation.obj,House
960,D00044_06_fill_holes_and_orientation.obj,House
961,D00091_06_fill_holes_and_orientation.obj,House
962,D00095_06_fill_holes_and_orientation.obj,House
963,D00286_06_fill_holes_and_orientation.obj,House
964,D00325_06_fill_holes_and_orientation.obj,House
965,D00359_06_fill_holes_and_orientation.obj,House
966,D00389_06_fill_holes_and_orientation.obj,House
967,D00415_06_fill_holes_and_orientation.obj,House
968,D00454_06_fill_holes_and_orientation.obj,House
969,D00568_06_fill_holes_and_orientation.obj,House
970,D00574_06_fill_holes_and_orientation.obj,House
971,D00665_06_fill_holes_and_orientation.obj,House
972,D00873_06_fill_holes_and_orientation.obj,House
973,D00889_06_fill_holes_and_orientation.obj,House
974,D00901_06_fill_holes_and_orientation.obj,House
975,D00903_06_fill_holes_and_orientation.obj,House
976,D00941_06_fill_holes_and_orientation.obj,House
977,D00946_06_fill_holes_and_orientation.obj,House
978,D00965_06_fill_holes_and_orientation.obj,House
979,m423_06_fill_holes_and_orientation.obj,House
980,m429_06_fill_holes_and_orientation.obj,House
981,m430_06_fill_holes_and_orientation.obj,House
982,m431_06_fill_holes_and_orientation.obj,House
983,m432_06_fill_holes_and_orientation.obj,House
984,m433_06_fill_holes_and_orientation.obj,House
985,m434_06_fill_holes_and_orientation.obj,House
986,m435_06_fill_holes_and_orientation.obj,House
987,m436_06_fill_holes_and_orientation.obj,House
988,m439_06_fill_holes_and_orientation.obj,House
989,m440_06_fill_holes_and_orientation.obj,House
990,m441_06_fill_holes_and_orientation.obj,House
991,m443_06_fill_holes_and_orientation.obj,House
992,m446_06_fill_holes_and_orientation.obj,House
993,m447_06_fill_holes_and_orientation.obj,House
994,m448_06_fill_holes_and_orientation.obj,House
995,m449_06_fill_holes_and_orientation.obj,House
996,m451_06_fill_holes_and_orientation.obj,House
997,m452_06_fill_holes_and_orientation.obj,House
998,m453_06_fill_holes_and_orientation.obj,House
999,m454_06_fill_holes_and_orientation.obj,House
1000,m456_06_fill_holes_and_orientation.obj,House
1001,m457_06_fill_holes_and_orientation.obj,House
1002,m460_06_fill_holes_and_orientation.obj,House
1003,m461_06_fill_holes_and_orientation.obj,House
1004,m462_06_fill_holes_and_orientation.obj,House
1005,D00013_06_fill_holes_and_orientation.obj,HumanHead
1006,D00061_06_fill_holes_and_orientation.obj,HumanHead
