,x,y
D01081_06_fill_holes_and_orientation.obj,-3.5269468,28.371548
D01099_06_fill_holes_and_orientation.obj,-17.15178,15.577778
D01105_06_fill_holes_and_orientation.obj,2.9635801,24.090687
D01112_06_fill_holes_and_orientation.obj,5.40504,15.743457
D01123_06_fill_holes_and_orientation.obj,-1.5019643,25.323568
D01126_06_fill_holes_and_orientation.obj,-0.890348,30.58083
D01130_06_fill_holes_and_orientation.obj,2.7085903,23.17636
D01138_06_fill_holes_and_orientation.obj,13.265925,21.26556
D01145_06_fill_holes_and_orientation.obj,12.125899,20.99125
D01171_06_fill_holes_and_orientation.obj,-19.60087,17.51253
D01186_06_fill_holes_and_orientation.obj,-0.82021993,29.87946
D01188_06_fill_holes_and_orientation.obj,-21.80429,17.062674
m1589_06_fill_holes_and_orientation.obj,-16.236065,-6.26272
m1591_06_fill_holes_and_orientation.obj,-17.048054,1.4541702
m1593_06_fill_holes_and_orientation.obj,-21.081787,23.992495
m1595_06_fill_holes_and_orientation.obj,-10.718147,-12.95723
m1596_06_fill_holes_and_orientation.obj,18.973352,16.539976
m1598_06_fill_holes_and_orientation.obj,5.6215568,15.93177
m1599_06_fill_holes_and_orientation.obj,5.10026,15.835887
m1600_06_fill_holes_and_orientation.obj,0.5893593,25.570738
m1601_06_fill_holes_and_orientation.obj,-3.5413136,28.375196
m1602_06_fill_holes_and_orientation.obj,4.4651265,23.373934
m1603_06_fill_holes_and_orientation.obj,1.481727,24.701265
m1604_06_fill_holes_and_orientation.obj,21.957825,27.349165
m1605_06_fill_holes_and_orientation.obj,-3.2425952,30.349874
m1606_06_fill_holes_and_orientation.obj,-17.143969,15.576899
m1607_06_fill_holes_and_orientation.obj,-0.7648027,30.508547
m1608_06_fill_holes_and_orientation.obj,-21.85448,17.068672
m1609_06_fill_holes_and_orientation.obj,-1.0567354,29.944586
m1610_06_fill_holes_and_orientation.obj,-19.560728,17.511595
m1611_06_fill_holes_and_orientation.obj,7.671916,25.48915
m1612_06_fill_holes_and_orientation.obj,2.8570282,23.09795
m1613_06_fill_holes_and_orientation.obj,3.1171603,23.969872
m1614_06_fill_holes_and_orientation.obj,-1.3922973,25.08077
D01001_06_fill_holes_and_orientation.obj,-12.427398,-24.138313
D01007_06_fill_holes_and_orientation.obj,-15.211888,-48.087215
D01010_06_fill_holes_and_orientation.obj,-12.343202,-7.5433745
D01018_06_fill_holes_and_orientation.obj,7.8805165,-52.689655
D01039_06_fill_holes_and_orientation.obj,4.967744,-42.141373
D01056_06_fill_holes_and_orientation.obj,-18.9388,-5.987045
D01066_06_fill_holes_and_orientation.obj,8.583575,-52.990658
D01068_06_fill_holes_and_orientation.obj,11.527575,-25.238201
D01079_06_fill_holes_and_orientation.obj,6.929369,-42.475517
D01090_06_fill_holes_and_orientation.obj,-10.168754,-13.136056
D01091_06_fill_holes_and_orientation.obj,5.7237906,-40.499916
D01092_06_fill_holes_and_orientation.obj,-14.418035,-11.415729
D01101_06_fill_holes_and_orientation.obj,13.379752,-30.819418
D01103_06_fill_holes_and_orientation.obj,16.733479,-31.361103
D01124_06_fill_holes_and_orientation.obj,-6.7821913,-15.576977
D01133_06_fill_holes_and_orientation.obj,-10.944929,-10.729612
D01173_06_fill_holes_and_orientation.obj,11.566887,-54.702553
D01181_06_fill_holes_and_orientation.obj,-15.980266,-15.575778
D01192_06_fill_holes_and_orientation.obj,-12.651621,-5.1215706
D01195_06_fill_holes_and_orientation.obj,6.346725,-41.88436
m1652_06_fill_holes_and_orientation.obj,16.72745,-31.361582
m1654_06_fill_holes_and_orientation.obj,11.52884,-25.241425
m1659_06_fill_holes_and_orientation.obj,-10.942679,-10.731222
m1660_06_fill_holes_and_orientation.obj,11.566798,-54.702377
m1661_06_fill_holes_and_orientation.obj,4.962544,-42.13138
m1662_06_fill_holes_and_orientation.obj,6.928072,-42.47369
m1664_06_fill_holes_and_orientation.obj,-12.328413,-7.5318437
D00005_06_fill_holes_and_orientation.obj,-22.807507,9.004449
D00009_06_fill_holes_and_orientation.obj,-33.434917,4.0073724
D00034_06_fill_holes_and_orientation.obj,7.362765,21.473381
D00092_06_fill_holes_and_orientation.obj,-34.111584,13.561201
D00120_06_fill_holes_and_orientation.obj,-23.734789,0.6258947
D00190_06_fill_holes_and_orientation.obj,-7.855289,12.433735
D00233_06_fill_holes_and_orientation.obj,-21.434748,-9.579656
D00254_06_fill_holes_and_orientation.obj,-19.890488,-3.8635132
D00279_06_fill_holes_and_orientation.obj,-10.432765,-15.758584
D00305_06_fill_holes_and_orientation.obj,-20.554476,2.6986165
D00314_06_fill_holes_and_orientation.obj,-30.061783,14.74701
D00561_06_fill_holes_and_orientation.obj,-17.08714,-10.032283
D00579_06_fill_holes_and_orientation.obj,-16.909136,-9.489916
D00605_06_fill_holes_and_orientation.obj,-12.464093,-26.069595
D00784_06_fill_holes_and_orientation.obj,-17.702156,-8.979262
D00789_06_fill_holes_and_orientation.obj,-18.6876,-26.609911
D00811_06_fill_holes_and_orientation.obj,-36.135445,-8.145034
D00845_06_fill_holes_and_orientation.obj,-28.72836,4.29486
D00967_06_fill_holes_and_orientation.obj,14.2515745,3.9646842
D00983_06_fill_holes_and_orientation.obj,-32.871666,6.413258
D01002_06_fill_holes_and_orientation.obj,10.409605,1.6038502
D01023_06_fill_holes_and_orientation.obj,-22.440283,-7.5823336
D01026_06_fill_holes_and_orientation.obj,8.112715,11.265937
D01028_06_fill_holes_and_orientation.obj,-11.788015,18.752003
D01033_06_fill_holes_and_orientation.obj,-4.2351155,17.40337
D01037_06_fill_holes_and_orientation.obj,-7.5554876,33.238956
D01067_06_fill_holes_and_orientation.obj,-7.957691,19.22013
D01070_06_fill_holes_and_orientation.obj,4.2532606,40.06248
D01071_06_fill_holes_and_orientation.obj,-7.5511117,16.554155
D01072_06_fill_holes_and_orientation.obj,-3.2220707,14.636653
D01073_06_fill_holes_and_orientation.obj,-2.6315722,19.10421
D01082_06_fill_holes_and_orientation.obj,-8.019033,32.74736
D01085_06_fill_holes_and_orientation.obj,-5.0945587,51.920757
D01098_06_fill_holes_and_orientation.obj,-24.516623,20.429564
D01100_06_fill_holes_and_orientation.obj,-4.2282124,17.401752
D01102_06_fill_holes_and_orientation.obj,-18.695024,8.789732
D01115_06_fill_holes_and_orientation.obj,-14.208768,20.397732
D01128_06_fill_holes_and_orientation.obj,-11.363197,21.548035
D01164_06_fill_holes_and_orientation.obj,-10.495668,17.999243
D01185_06_fill_holes_and_orientation.obj,-5.5202723,14.922988
m1764_06_fill_holes_and_orientation.obj,-24.512295,20.431019
m1765_06_fill_holes_and_orientation.obj,-18.609322,9.37963
m1766_06_fill_holes_and_orientation.obj,-7.5261803,16.531681
m1767_06_fill_holes_and_orientation.obj,10.403812,1.5991144
m1769_06_fill_holes_and_orientation.obj,-5.091772,51.919605
m1770_06_fill_holes_and_orientation.obj,-4.2375345,17.40984
m1772_06_fill_holes_and_orientation.obj,-11.364391,21.551283
m1773_06_fill_holes_and_orientation.obj,-11.7984705,18.744375
m1774_06_fill_holes_and_orientation.obj,-5.253388,14.792597
m1775_06_fill_holes_and_orientation.obj,8.169051,11.167683
m1776_06_fill_holes_and_orientation.obj,-5.569262,14.943793
m1777_06_fill_holes_and_orientation.obj,-3.253469,14.672078
m1778_06_fill_holes_and_orientation.obj,-7.9996185,19.17853
D00116_06_fill_holes_and_orientation.obj,31.583216,32.97843
D00127_06_fill_holes_and_orientation.obj,29.995064,36.44612
D00197_06_fill_holes_and_orientation.obj,28.757992,36.538853
D00278_06_fill_holes_and_orientation.obj,43.799908,10.52683
D00360_06_fill_holes_and_orientation.obj,32.435215,32.478676
D00382_06_fill_holes_and_orientation.obj,31.686192,32.377388
D00420_06_fill_holes_and_orientation.obj,-7.8986425,-5.1580567
D00493_06_fill_holes_and_orientation.obj,30.824116,30.764303
D00525_06_fill_holes_and_orientation.obj,31.80435,33.63718
D00569_06_fill_holes_and_orientation.obj,28.135107,36.54216
D00597_06_fill_holes_and_orientation.obj,30.895374,31.65107
D00600_06_fill_holes_and_orientation.obj,26.423258,-27.360018
D00627_06_fill_holes_and_orientation.obj,33.914444,26.22314
D00654_06_fill_holes_and_orientation.obj,38.896313,9.550818
D00673_06_fill_holes_and_orientation.obj,12.774281,-32.938587
D00676_06_fill_holes_and_orientation.obj,19.390789,39.321697
D00692_06_fill_holes_and_orientation.obj,30.548183,32.397697
D00805_06_fill_holes_and_orientation.obj,30.14359,34.966457
D00905_06_fill_holes_and_orientation.obj,29.666368,36.490635
D00990_06_fill_holes_and_orientation.obj,36.64259,3.7591116
D00035_06_fill_holes_and_orientation.obj,-20.248919,16.43706
D00067_06_fill_holes_and_orientation.obj,-5.832079,-46.42549
D00174_06_fill_holes_and_orientation.obj,-27.625427,0.9292116
D00206_06_fill_holes_and_orientation.obj,-44.191162,3.1492658
D00214_06_fill_holes_and_orientation.obj,-32.287426,-23.272995
D00270_06_fill_holes_and_orientation.obj,-25.694448,1.1966006
D00328_06_fill_holes_and_orientation.obj,-17.535618,6.9816494
D00355_06_fill_holes_and_orientation.obj,12.872507,-29.064672
D00363_06_fill_holes_and_orientation.obj,-4.5810595,-52.638668
D00457_06_fill_holes_and_orientation.obj,11.905446,-28.92927
D00463_06_fill_holes_and_orientation.obj,-42.034218,4.456482
D00519_06_fill_holes_and_orientation.obj,5.326998,13.294764
D00550_06_fill_holes_and_orientation.obj,-44.41695,-2.0079162
D00587_06_fill_holes_and_orientation.obj,-24.59267,-0.93207264
D00638_06_fill_holes_and_orientation.obj,-28.101324,1.2856321
D00642_06_fill_holes_and_orientation.obj,14.317371,-2.6564374
D00738_06_fill_holes_and_orientation.obj,-21.445377,18.688751
D00843_06_fill_holes_and_orientation.obj,-17.389723,8.782616
D00874_06_fill_holes_and_orientation.obj,-43.492355,3.4579892
D00882_06_fill_holes_and_orientation.obj,-24.022701,5.5994024
m494_06_fill_holes_and_orientation.obj,-19.314976,-30.475035
m495_06_fill_holes_and_orientation.obj,-10.103249,-37.154743
m496_06_fill_holes_and_orientation.obj,-23.879482,11.004604
m497_06_fill_holes_and_orientation.obj,11.635759,21.851204
m498_06_fill_holes_and_orientation.obj,-14.125456,18.600922
m499_06_fill_holes_and_orientation.obj,-6.503761,-47.446255
m500_06_fill_holes_and_orientation.obj,-5.5756617,31.131283
m501_06_fill_holes_and_orientation.obj,-39.5307,3.061917
m502_06_fill_holes_and_orientation.obj,-24.34586,11.741549
m526_06_fill_holes_and_orientation.obj,-7.7022343,47.04183
D00048_06_fill_holes_and_orientation.obj,-8.086017,38.32174
D00090_06_fill_holes_and_orientation.obj,10.1056,-10.543309
D00147_06_fill_holes_and_orientation.obj,-8.935766,-30.341362
D00257_06_fill_holes_and_orientation.obj,-24.160929,-19.411497
D00268_06_fill_holes_and_orientation.obj,26.219736,-38.42382
D00330_06_fill_holes_and_orientation.obj,17.630438,-38.000298
D00378_06_fill_holes_and_orientation.obj,17.110582,-15.307469
D00435_06_fill_holes_and_orientation.obj,-2.3348017,-8.623203
D00455_06_fill_holes_and_orientation.obj,-10.002233,-29.672829
D00531_06_fill_holes_and_orientation.obj,17.995138,-24.897886
D00547_06_fill_holes_and_orientation.obj,-24.907701,-18.543665
D00686_06_fill_holes_and_orientation.obj,6.4139237,-13.521318
D00693_06_fill_holes_and_orientation.obj,-9.017361,-32.619453
D00698_06_fill_holes_and_orientation.obj,-1.7666008,-13.210983
D00715_06_fill_holes_and_orientation.obj,-17.18522,-29.097399
D00744_06_fill_holes_and_orientation.obj,11.62883,-18.336376
D00759_06_fill_holes_and_orientation.obj,1.9646155,13.9574375
D00776_06_fill_holes_and_orientation.obj,6.559988,-14.623933
D00797_06_fill_holes_and_orientation.obj,-16.579702,-30.730486
D00912_06_fill_holes_and_orientation.obj,6.5452943,-14.023945
m603_06_fill_holes_and_orientation.obj,-22.417753,1.3348173
m604_06_fill_holes_and_orientation.obj,-7.5298185,-35.0588
m605_06_fill_holes_and_orientation.obj,-1.3651356,1.0031376
m606_06_fill_holes_and_orientation.obj,17.291653,-19.880817
m608_06_fill_holes_and_orientation.obj,-24.6847,13.341765
m609_06_fill_holes_and_orientation.obj,4.6575627,-49.080658
m611_06_fill_holes_and_orientation.obj,-22.993912,-26.561333
m613_06_fill_holes_and_orientation.obj,25.834158,-41.12514
m614_06_fill_holes_and_orientation.obj,-27.256746,-16.053375
m615_06_fill_holes_and_orientation.obj,7.8327765,-35.98601
m616_06_fill_holes_and_orientation.obj,-16.52273,-30.459562
D00118_06_fill_holes_and_orientation.obj,23.871923,39.874924
D00135_06_fill_holes_and_orientation.obj,20.977072,10.076827
D00154_06_fill_holes_and_orientation.obj,29.397076,27.817749
D00220_06_fill_holes_and_orientation.obj,-7.321539,21.474297
D00316_06_fill_holes_and_orientation.obj,13.193209,26.056166
D00318_06_fill_holes_and_orientation.obj,10.22868,9.742059
D00403_06_fill_holes_and_orientation.obj,-19.486841,4.5656943
D00486_06_fill_holes_and_orientation.obj,33.07401,15.991566
D00511_06_fill_holes_and_orientation.obj,23.002499,10.197819
D00556_06_fill_holes_and_orientation.obj,0.25727287,38.83479
D00576_06_fill_holes_and_orientation.obj,15.080995,12.270589
D00680_06_fill_holes_and_orientation.obj,1.4595819,55.16009
D00706_06_fill_holes_and_orientation.obj,10.301573,53.646915
D00773_06_fill_holes_and_orientation.obj,11.930138,-10.749623
D00829_06_fill_holes_and_orientation.obj,13.65865,12.179263
D00894_06_fill_holes_and_orientation.obj,-10.729753,17.117456
D00897_06_fill_holes_and_orientation.obj,21.530928,10.129963
D00899_06_fill_holes_and_orientation.obj,-5.4249206,20.002968
D00957_06_fill_holes_and_orientation.obj,16.683037,12.489348
D00958_06_fill_holes_and_orientation.obj,18.14736,42.29156
D01005_06_fill_holes_and_orientation.obj,28.973679,-3.528725
D01029_06_fill_holes_and_orientation.obj,-8.690845,-49.730938
D01052_06_fill_holes_and_orientation.obj,10.344931,34.64659
D01058_06_fill_holes_and_orientation.obj,19.580439,-18.610214
D01062_06_fill_holes_and_orientation.obj,32.721867,24.158266
D01076_06_fill_holes_and_orientation.obj,19.60108,22.025482
D01104_06_fill_holes_and_orientation.obj,35.87636,21.537767
D01114_06_fill_holes_and_orientation.obj,10.534246,6.7327294
D01121_06_fill_holes_and_orientation.obj,17.544434,53.322372
D01129_06_fill_holes_and_orientation.obj,-8.237631,-10.557125
D01136_06_fill_holes_and_orientation.obj,30.491615,17.99937
D01141_06_fill_holes_and_orientation.obj,30.48642,21.23565
D01144_06_fill_holes_and_orientation.obj,30.79654,25.08934
D01155_06_fill_holes_and_orientation.obj,12.43397,8.399174
D01158_06_fill_holes_and_orientation.obj,10.68679,4.5833106
D01167_06_fill_holes_and_orientation.obj,32.00018,25.271809
D01177_06_fill_holes_and_orientation.obj,13.791068,6.8633046
D01194_06_fill_holes_and_orientation.obj,-25.06045,-35.391056
m1707_06_fill_holes_and_orientation.obj,-8.691684,-49.729576
m1708_06_fill_holes_and_orientation.obj,17.544235,53.32048
m1710_06_fill_holes_and_orientation.obj,6.255975,-53.01743
m1711_06_fill_holes_and_orientation.obj,30.805351,25.021631
m1712_06_fill_holes_and_orientation.obj,19.599714,22.026018
m1713_06_fill_holes_and_orientation.obj,28.974775,-3.5302155
m1714_06_fill_holes_and_orientation.obj,35.884613,21.524178
m1715_06_fill_holes_and_orientation.obj,10.376801,34.65501
m1716_06_fill_holes_and_orientation.obj,30.486277,21.23626
m1717_06_fill_holes_and_orientation.obj,19.58347,-18.609806
m1718_06_fill_holes_and_orientation.obj,-8.23739,-10.557802
m1720_06_fill_holes_and_orientation.obj,30.463081,18.029829
m1721_06_fill_holes_and_orientation.obj,10.653021,4.668187
m1722_06_fill_holes_and_orientation.obj,10.594524,6.9865417
m1723_06_fill_holes_and_orientation.obj,32.962387,23.72455
m1724_06_fill_holes_and_orientation.obj,32.577747,24.786093
m1725_06_fill_holes_and_orientation.obj,24.057026,-43.166656
m1726_06_fill_holes_and_orientation.obj,12.378473,8.78712
m1727_06_fill_holes_and_orientation.obj,13.132988,7.0358653
m1728_06_fill_holes_and_orientation.obj,28.627323,22.776571
m1729_06_fill_holes_and_orientation.obj,-9.989178,-8.836056
m1730_06_fill_holes_and_orientation.obj,-9.990122,-8.839429
m1731_06_fill_holes_and_orientation.obj,-11.685053,7.991662
m1732_06_fill_holes_and_orientation.obj,12.411208,6.9619923
D00026_06_fill_holes_and_orientation.obj,-34.358253,-0.51319134
D00063_06_fill_holes_and_orientation.obj,-17.139221,46.738316
D00115_06_fill_holes_and_orientation.obj,-11.778448,51.57066
D00163_06_fill_holes_and_orientation.obj,-21.591375,34.628445
D00189_06_fill_holes_and_orientation.obj,-25.849771,10.26808
D00193_06_fill_holes_and_orientation.obj,-13.720426,52.080273
D00297_06_fill_holes_and_orientation.obj,-37.76645,4.427599
D00298_06_fill_holes_and_orientation.obj,-7.7988296,40.256634
D00308_06_fill_holes_and_orientation.obj,-13.866706,48.67899
D00375_06_fill_holes_and_orientation.obj,-13.585161,45.43669
D00383_06_fill_holes_and_orientation.obj,-15.856189,47.26875
D00404_06_fill_holes_and_orientation.obj,-16.57431,44.54105
D00551_06_fill_holes_and_orientation.obj,-40.325768,16.116423
D00557_06_fill_holes_and_orientation.obj,-20.621492,-10.343298
D00596_06_fill_holes_and_orientation.obj,-15.774724,45.343193
D00709_06_fill_holes_and_orientation.obj,-1.8087873,55.93782
D00939_06_fill_holes_and_orientation.obj,-40.840744,19.508242
D00951_06_fill_holes_and_orientation.obj,-34.08311,22.564825
D00980_06_fill_holes_and_orientation.obj,-19.459625,52.401463
D00982_06_fill_holes_and_orientation.obj,-6.3906064,0.09984095
D00012_06_fill_holes_and_orientation.obj,21.502121,-4.23891
D00022_06_fill_holes_and_orientation.obj,20.234028,-5.1351843
D00024_06_fill_holes_and_orientation.obj,22.44124,-3.3500698
D00030_06_fill_holes_and_orientation.obj,19.500431,-4.2899513
D00142_06_fill_holes_and_orientation.obj,14.605306,-7.2718387
D00165_06_fill_holes_and_orientation.obj,20.639688,-4.59226
D00251_06_fill_holes_and_orientation.obj,-12.299479,11.816596
D00293_06_fill_holes_and_orientation.obj,14.392683,-5.940299
D00351_06_fill_holes_and_orientation.obj,1.8496063,-19.693302
D00398_06_fill_holes_and_orientation.obj,16.412304,-4.9664483
D00450_06_fill_holes_and_orientation.obj,15.530334,-7.4263387
D00535_06_fill_holes_and_orientation.obj,14.626072,-21.05635
D00633_06_fill_holes_and_orientation.obj,22.056084,-4.31912
D00636_06_fill_holes_and_orientation.obj,15.7036705,-6.0416474
D00643_06_fill_holes_and_orientation.obj,17.460642,-13.340154
D00682_06_fill_holes_and_orientation.obj,22.207584,-14.787307
D00748_06_fill_holes_and_orientation.obj,22.43476,-3.7035372
D00763_06_fill_holes_and_orientation.obj,-0.13519752,-7.4990597
D00850_06_fill_holes_and_orientation.obj,16.041365,-6.8031063
D00950_06_fill_holes_and_orientation.obj,17.346712,-14.157654
D00028_06_fill_holes_and_orientation.obj,-30.363998,-22.328228
D00093_06_fill_holes_and_orientation.obj,-32.47592,-26.346827
D00186_06_fill_holes_and_orientation.obj,-30.07856,-25.606419
D00211_06_fill_holes_and_orientation.obj,-6.392933,-21.953627
D00228_06_fill_holes_and_orientation.obj,-5.3014765,-46.78369
D00388_06_fill_holes_and_orientation.obj,-36.060966,1.2032945
D00400_06_fill_holes_and_orientation.obj,-17.055567,-34.202972
D00408_06_fill_holes_and_orientation.obj,-27.247833,7.770291
D00447_06_fill_holes_and_orientation.obj,-35.02864,2.4186747
D00495_06_fill_holes_and_orientation.obj,3.9441233,-18.452637
D00563_06_fill_holes_and_orientation.obj,-31.16157,-24.390902
D00580_06_fill_holes_and_orientation.obj,-19.076702,-33.866894
D00740_06_fill_holes_and_orientation.obj,-3.9005976,-50.8414
D00856_06_fill_holes_and_orientation.obj,-15.07601,-35.0147
D00875_06_fill_holes_and_orientation.obj,8.712678,14.581875
D00876_06_fill_holes_and_orientation.obj,-43.129974,18.211664
D00888_06_fill_holes_and_orientation.obj,7.6702647,10.067
D00924_06_fill_holes_and_orientation.obj,-13.221856,-35.598045
D00955_06_fill_holes_and_orientation.obj,7.4772215,-50.52375
D00981_06_fill_holes_and_orientation.obj,-2.6943324,-11.29588
m617_06_fill_holes_and_orientation.obj,0.93456006,-15.527976
m618_06_fill_holes_and_orientation.obj,28.919165,-12.607803
m619_06_fill_holes_and_orientation.obj,26.084942,-7.4281483
m620_06_fill_holes_and_orientation.obj,25.655685,-34.795364
m621_06_fill_holes_and_orientation.obj,26.252146,-41.297977
D00050_06_fill_holes_and_orientation.obj,-7.5981913,-34.067066
D00201_06_fill_holes_and_orientation.obj,-47.336216,-5.776102
D00225_06_fill_holes_and_orientation.obj,-15.736689,-28.5025
D00432_06_fill_holes_and_orientation.obj,1.3991717,-42.653744
D00475_06_fill_holes_and_orientation.obj,-11.26724,-45.974808
D00507_06_fill_holes_and_orientation.obj,-7.5938616,-34.067425
D00560_06_fill_holes_and_orientation.obj,-12.007941,-30.900848
D00575_06_fill_holes_and_orientation.obj,-12.105501,-30.359562
D00630_06_fill_holes_and_orientation.obj,-11.174185,-34.20858
D00640_06_fill_holes_and_orientation.obj,-7.074797,-32.223915
D00656_06_fill_holes_and_orientation.obj,-9.900343,-34.024002
D00660_06_fill_holes_and_orientation.obj,-11.189828,-31.19705
D00717_06_fill_holes_and_orientation.obj,-22.518555,-32.686058
D00730_06_fill_holes_and_orientation.obj,-6.085156,-33.412754
D00813_06_fill_holes_and_orientation.obj,-10.44368,-32.549232
D00816_06_fill_holes_and_orientation.obj,-11.616711,-30.19394
D00877_06_fill_holes_and_orientation.obj,-12.642201,-31.632393
D00883_06_fill_holes_and_orientation.obj,-6.6714244,-33.218197
D00994_06_fill_holes_and_orientation.obj,-13.309781,-30.124466
D00023_06_fill_holes_and_orientation.obj,44.786713,0.38792172
D00041_06_fill_holes_and_orientation.obj,42.113865,-4.662045
D00076_06_fill_holes_and_orientation.obj,27.575562,-33.485737
D00097_06_fill_holes_and_orientation.obj,44.09717,8.2254305
D00124_06_fill_holes_and_orientation.obj,44.507942,2.1621058
D00222_06_fill_holes_and_orientation.obj,39.866394,7.921415
D00232_06_fill_holes_and_orientation.obj,31.380098,-21.900986
D00335_06_fill_holes_and_orientation.obj,17.843449,-31.841192
D00374_06_fill_holes_and_orientation.obj,40.608105,-11.981773
D00414_06_fill_holes_and_orientation.obj,31.489721,6.418692
D00416_06_fill_holes_and_orientation.obj,40.084633,3.1030626
D00461_06_fill_holes_and_orientation.obj,43.586994,-7.5690928
D00464_06_fill_holes_and_orientation.obj,33.148785,-6.017588
D00494_06_fill_holes_and_orientation.obj,43.34255,2.141559
D00534_06_fill_holes_and_orientation.obj,27.044718,-29.777502
D00549_06_fill_holes_and_orientation.obj,45.27976,-1.4207759
D00645_06_fill_holes_and_orientation.obj,40.74297,1.2886242
D00655_06_fill_holes_and_orientation.obj,43.96462,-9.840748
D00844_06_fill_holes_and_orientation.obj,24.495604,26.557228
D00849_06_fill_holes_and_orientation.obj,36.969986,0.47584355
D00103_06_fill_holes_and_orientation.obj,23.680655,22.25787
D00137_06_fill_holes_and_orientation.obj,24.816982,16.839813
D00140_06_fill_holes_and_orientation.obj,29.632883,-6.7278633
D00153_06_fill_holes_and_orientation.obj,38.253643,3.5492659
D00161_06_fill_holes_and_orientation.obj,10.948169,18.799606
D00204_06_fill_holes_and_orientation.obj,18.06706,14.676107
D00207_06_fill_holes_and_orientation.obj,8.979249,-5.522433
D00209_06_fill_holes_and_orientation.obj,22.731262,22.10759
D00239_06_fill_holes_and_orientation.obj,42.458057,-12.885246
D00244_06_fill_holes_and_orientation.obj,14.604081,24.086796
D00282_06_fill_holes_and_orientation.obj,22.986975,-14.735887
D00368_06_fill_holes_and_orientation.obj,16.772118,21.67949
D00425_06_fill_holes_and_orientation.obj,29.173117,7.295712
D00477_06_fill_holes_and_orientation.obj,44.65426,-2.6708174
D00606_06_fill_holes_and_orientation.obj,13.175224,15.692065
D00802_06_fill_holes_and_orientation.obj,28.35851,2.3750236
D00819_06_fill_holes_and_orientation.obj,15.740881,17.026852
D00826_06_fill_holes_and_orientation.obj,36.52443,-0.39236295
D00929_06_fill_holes_and_orientation.obj,22.153267,23.395918
D00972_06_fill_holes_and_orientation.obj,13.363447,-3.4475648
m648_06_fill_holes_and_orientation.obj,28.610992,-6.996223
m649_06_fill_holes_and_orientation.obj,19.271444,12.836743
m650_06_fill_holes_and_orientation.obj,-9.50902,5.521771
m651_06_fill_holes_and_orientation.obj,2.5243676,8.5836525
m652_06_fill_holes_and_orientation.obj,17.981524,14.700402
m653_06_fill_holes_and_orientation.obj,32.192543,-8.106671
m654_06_fill_holes_and_orientation.obj,26.439394,37.095024
m655_06_fill_holes_and_orientation.obj,37.45105,-5.4189095
m656_06_fill_holes_and_orientation.obj,8.930394,-5.3694825
m657_06_fill_holes_and_orientation.obj,3.2266328,27.639997
m658_06_fill_holes_and_orientation.obj,14.7814455,24.48863
m659_06_fill_holes_and_orientation.obj,33.08809,-11.990354
m660_06_fill_holes_and_orientation.obj,14.091855,-37.80624
m661_06_fill_holes_and_orientation.obj,20.558426,24.597017
m662_06_fill_holes_and_orientation.obj,24.064821,38.343197
m663_06_fill_holes_and_orientation.obj,26.710367,35.023457
m664_06_fill_holes_and_orientation.obj,16.839735,21.57039
m665_06_fill_holes_and_orientation.obj,5.0371437,17.498041
m666_06_fill_holes_and_orientation.obj,13.292142,14.380419
m667_06_fill_holes_and_orientation.obj,33.9027,-16.6841
m668_06_fill_holes_and_orientation.obj,30.179161,-13.601636
m669_06_fill_holes_and_orientation.obj,36.45306,-17.386078
m670_06_fill_holes_and_orientation.obj,38.694504,-10.802983
m671_06_fill_holes_and_orientation.obj,39.904842,-9.885743
m672_06_fill_holes_and_orientation.obj,42.20436,5.544555
m674_06_fill_holes_and_orientation.obj,40.924953,5.7501006
m675_06_fill_holes_and_orientation.obj,34.683678,-3.898599
m676_06_fill_holes_and_orientation.obj,23.403303,-8.278607
m677_06_fill_holes_and_orientation.obj,42.439613,6.565752
m678_06_fill_holes_and_orientation.obj,41.712765,-10.182941
m679_06_fill_holes_and_orientation.obj,44.657856,-2.6824677
m680_06_fill_holes_and_orientation.obj,42.139767,-13.87612
m681_06_fill_holes_and_orientation.obj,37.92362,-8.9262905
m682_06_fill_holes_and_orientation.obj,40.007126,-8.607709
m683_06_fill_holes_and_orientation.obj,37.93844,-9.503301
m684_06_fill_holes_and_orientation.obj,18.739908,-38.582703
m685_06_fill_holes_and_orientation.obj,24.03181,25.174334
m686_06_fill_holes_and_orientation.obj,33.97109,-17.596712
D01006_06_fill_holes_and_orientation.obj,-5.1599107,32.732323
D01020_06_fill_holes_and_orientation.obj,6.599221,14.514377
D01022_06_fill_holes_and_orientation.obj,11.68463,19.916182
D01024_06_fill_holes_and_orientation.obj,1.3464891,29.74321
D01041_06_fill_holes_and_orientation.obj,9.157881,19.380186
D01060_06_fill_holes_and_orientation.obj,9.096515,18.542278
D01074_06_fill_holes_and_orientation.obj,9.242513,20.083866
D01093_06_fill_holes_and_orientation.obj,2.2680225,-0.19231202
D01097_06_fill_holes_and_orientation.obj,-2.4715676,27.823545
D01106_06_fill_holes_and_orientation.obj,40.04728,7.293837
D01117_06_fill_holes_and_orientation.obj,-1.949813,28.513788
D01118_06_fill_holes_and_orientation.obj,5.2695847,14.518586
D01153_06_fill_holes_and_orientation.obj,12.241458,17.08932
D01162_06_fill_holes_and_orientation.obj,-6.851661,44.07264
D01170_06_fill_holes_and_orientation.obj,4.253452,14.74976
D01172_06_fill_holes_and_orientation.obj,19.88087,29.294521
D01193_06_fill_holes_and_orientation.obj,-4.4324045,33.76502
