mesh_index,bary_before_translation,bary_after_translation,bbox_before_scaling,bbox_after_scaling
606,0.630515573,1.56E-15,0.950000023,1
607,0.180878092,1.81E-15,1.733389974,1
608,0.1527322,3.07E-16,1.610197008,1
609,0.119040997,1.10E-15,1.687745988,1
610,0.051120263,3.82E-16,1.587204039,1
611,0.047476284,5.42E-16,1.573978007,1
612,0.199035344,3.87E-15,1.688158989,1
613,0.19637194,1.22E-15,1.854308009,1
614,0.122166285,3.13E-16,1.727614999,1
615,0.075563286,2.64E-15,1.600802004,1
616,0.214176311,3.23E-15,1.852036953,1
617,0.104662497,6.00E-16,1.627952993,1
618,0.284112326,1.10E-15,1.842366993,1
619,0.191086861,4.25E-16,1.860625982,1
620,0.145092438,1.78E-15,1.654495001,1
621,0.14200984,1.84E-15,1.794149041,1
622,0.194141628,5.13E-16,1.931277037,1
623,0.114939262,9.12E-16,1.852168977,1
624,0.02999379,1.54E-15,1.702650011,1
625,0.081440849,2.03E-15,1.673322976,1
626,0.082656384,6.55E-16,1.838217974,1
627,0.751566849,5.08E-15,0.950000023,1
628,0.578567057,2.49E-15,0.95006917,1
629,0.662023643,3.96E-15,0.950000023,1
630,0.675957956,5.79E-15,0.950000023,1
631,0.810194817,1.98E-15,0.950000023,1
632,0.459479879,2.60E-15,0.950000023,1
633,0.668339523,2.83E-15,0.950000023,1
634,0.774392083,2.78E-15,0.950000023,1
635,0.685755178,2.67E-15,0.950000023,1
636,0.866121105,2.33E-15,0.950000023,1
637,0.58981637,1.18E-15,0.950000023,1
638,0.226573548,2.33E-15,1.448759973,1
639,0.18044701,1.20E-15,1.731625974,1
640,0.091873638,5.39E-16,1.600924015,1
641,0.112552322,7.53E-16,1.486162961,1
642,0.159241201,6.02E-16,1.440515995,1
643,0.151045179,1.89E-15,1.524882972,1
644,0.3251616,8.98E-16,1.689998031,1
645,0.129006233,9.85E-16,1.722765982,1
646,0.121063451,3.75E-16,1.619611979,1
647,0.171920327,2.10E-15,1.688560963,1
648,0.142377586,1.45E-15,1.575266004,1
649,0.131488064,1.06E-15,1.555815995,1
650,0.080838232,1.93E-16,1.541016042,1
651,0.131474858,3.38E-16,1.571339011,1
652,0.098416428,4.56E-16,1.830051005,1
653,0.171822134,1.24E-15,1.580182016,1
654,0.158568102,3.76E-16,1.888633966,1
655,0.193767292,1.00E-15,1.493820965,1
656,0.118730247,2.73E-16,1.527409971,1
657,0.119468691,6.67E-16,1.719157994,1
658,0.568732719,6.99E-15,0.950000023,1
659,0.614589389,2.64E-15,0.950000023,1
660,0.562121037,6.04E-16,0.950000023,1
661,0.57979932,1.39E-15,0.950017577,1
662,0.658957946,2.79E-15,0.950000023,1
663,0.571326488,1.06E-15,0.950000023,1
664,0.565733352,7.35E-15,0.950000023,1
665,0.59992154,5.36E-15,0.950000023,1
666,0.58258983,8.72E-16,0.950000023,1
667,0.545532026,5.61E-16,0.950166224,1
668,0.692745577,2.66E-15,0.950722791,1
669,0.576020279,3.02E-16,0.950000023,1
670,0.566071323,2.73E-15,0.950000023,1
671,0.569737556,1.01E-15,0.950000023,1
672,0.574350879,1.54E-15,0.950000023,1
673,0.714358476,1.99E-15,0.950000023,1
674,0.585575562,4.52E-15,0.950000023,1
675,0.619801574,4.15E-15,0.950000023,1
676,0.576380867,1.52E-15,0.952265,1
677,0.569411131,2.46E-15,0.950000023,1
678,0.61458913,6.98E-16,0.950000023,1
679,0.582589829,5.99E-16,0.950000023,1
680,0.592663454,3.93E-15,0.950000023,1
681,0.573794298,1.55E-15,0.950000023,1
682,0.571326977,1.95E-15,0.950000023,1
683,0.56873251,3.27E-15,0.950000023,1
684,0.565815027,3.24E-15,0.950000023,1
685,0.562166137,5.05E-16,0.950000023,1
686,0.566071485,3.27E-15,0.950000023,1
687,0.579762331,3.81E-15,0.950022178,1
688,0.545532705,1.80E-15,0.950166224,1
689,0.691430779,8.64E-15,0.950722791,1
690,0.585567667,6.11E-15,0.950000023,1
691,0.599921486,4.67E-15,0.950000023,1
692,0.658961547,1.69E-15,0.950000023,1
693,0.619849101,2.66E-15,0.950000023,1
694,0.885501089,3.25E-15,0.950000023,1
695,0.714357813,3.64E-15,0.950000023,1
696,0.637341577,1.95E-15,0.950000023,1
697,0.736179303,5.25E-15,0.950000023,1
698,0.588025526,5.52E-15,0.950000023,1
699,0.588025526,5.52E-15,0.950000023,1
700,0.718895041,3.94E-16,0.950030724,1
701,0.648542419,5.25E-15,0.950261625,1
702,0.413763579,6.36E-17,0.706214983,1
703,1.660809633,7.70E-15,0.755677968,1
704,1.155565891,1.04E-15,1.213111937,1
705,1.441419513,4.20E-15,0.766453011,1
706,2.440572086,1.19E-14,0.709999979,1
707,1.04987941,4.98E-15,1.107366828,1
708,1.58048888,4.07E-15,0.673838913,1
709,1.244745287,3.71E-15,1.250949979,1
710,1.402582081,9.48E-15,1.041400939,1
711,0.381034753,3.21E-15,0.900750011,1
712,4.674817913,6.83E-14,0.660399914,1
713,19.51550897,1.46E-13,2.482850105,1
714,3.404521458,1.48E-14,1.45216012,1
715,0.670636859,3.21E-15,0.692998022,1
716,0.251052654,4.78E-15,6.521790028,1
717,2.4032795,7.04E-15,0.252610087,1
718,0.159017109,3.44E-16,0.292493001,1
719,2.3316992,1.01E-14,0.548046023,1
720,0.611828622,3.24E-15,0.957799971,1
721,0.079089966,1.99E-16,0.161926007,1
722,0.096527572,5.00E-16,1.768561959,1
723,0.139971854,4.05E-16,1.822442949,1
724,0.116051086,5.19E-16,1.781474948,1
725,0.084737138,1.47E-15,1.751810014,1
726,0.138550701,6.78E-16,1.695008934,1
727,0.09313776,2.24E-16,1.777265966,1
728,0.150495011,2.80E-16,1.688730001,1
729,0.122507234,2.62E-16,1.790506005,1
730,0.140600918,2.78E-16,1.725424051,1
731,0.074071441,2.56E-16,1.703556001,1
732,0.104727974,1.06E-15,1.741367936,1
733,0.146673399,5.60E-16,1.774214983,1
734,0.075896755,8.34E-16,1.797138035,1
735,0.102736645,2.38E-16,1.692767024,1
736,0.051642452,5.04E-16,1.654639006,1
737,0.100705726,1.67E-16,1.902378976,1
738,0.063311228,2.08E-16,1.786948979,1
739,0.163360331,2.88E-16,1.827404976,1
740,0.13598915,9.77E-16,1.757862031,1
741,0.03982316,4.09E-16,1.658075988,1
742,0.140965679,2.52E-16,1.369508982,1
743,0.055841365,1.33E-15,1.582166016,1
744,0.348235171,4.14E-16,1.605960011,1
745,0.22883382,6.78E-16,1.64229399,1
746,0.326238205,8.74E-16,1.550116003,1
747,0.023573538,5.47E-16,1.474484026,1
748,0.165993569,1.83E-16,1.579131007,1
749,0.081083175,3.21E-16,1.541224003,1
750,0.050066472,6.99E-17,1.585339963,1
751,0.030386033,1.71E-16,1.273575008,1
752,0.055451332,2.30E-16,1.497210979,1
753,0.219283076,2.15E-15,1.971126974,1
754,0.192947174,6.29E-16,1.588101983,1
755,0.225173247,6.24E-16,1.572744012,1
756,0.031579183,9.25E-17,1.678448975,1
757,0.144743424,1.04E-15,1.476301968,1
758,0.209434824,9.82E-16,1.744520009,1
759,0.168396158,6.34E-16,1.677528024,1
760,0.2485548,2.47E-16,1.594413996,1
761,0.105711407,1.17E-15,1.47954002,1
762,0.611745736,1.76E-15,0.950000023,1
763,0.457170159,1.37E-15,0.950000023,1
764,0.616806762,2.81E-15,0.950000023,1
765,0.531341926,3.97E-15,0.950000023,1
766,0.545807164,2.08E-15,0.950000023,1
767,0.484873731,1.90E-15,0.950000023,1
768,0.552620962,4.22E-15,0.950000023,1
769,0.611402236,3.25E-15,0.950000023,1
770,0.085423223,4.66E-16,1.301602006,1
771,0.317690111,3.46E-16,1.127361,1
772,0.259721758,1.88E-16,1.221727967,1
773,0.177606133,1.41E-15,1.564639986,1
774,0.148233569,4.52E-16,1.112145007,1
775,0.084005969,3.38E-16,1.298985004,1
776,0.191657716,1.37E-15,1.241078019,1
777,0.107730691,6.31E-16,1.285658002,1
778,0.131159758,2.24E-16,1.090445012,1
779,0.071293249,4.91E-16,1.30528903,1
780,0.334151292,2.03E-15,1.411716998,1
781,0.260168935,3.81E-16,1.388816983,1
782,0.12002197,4.01E-16,1.244453013,1
783,0.049501084,9.62E-16,1.249037027,1
784,0.293704599,1.13E-15,1.243663967,1
785,0.16752024,6.27E-16,1.283290029,1
786,0.221086156,2.10E-15,1.40704304,1
787,0.176173542,7.51E-16,1.361790001,1
788,0.078567929,1.08E-15,1.304687023,1
789,0.082694562,8.65E-16,1.250450999,1
790,0.211221979,2.05E-15,1.547717988,1
791,0.04900229,4.84E-16,1.419009,1
792,0.196178017,1.18E-15,1.555287004,1
793,0.245253164,3.29E-16,1.544960022,1
794,0.173806485,1.43E-16,1.496756971,1
795,0.195250942,4.01E-16,1.80378902,1
796,0.142222455,3.98E-16,1.530323029,1
797,0.228130581,2.79E-15,1.517246008,1
798,0.039178941,3.72E-16,1.505962998,1
799,0.155398133,2.82E-15,1.638700008,1
800,0.129502626,3.37E-16,1.460789979,1
801,0.111416463,8.68E-16,1.66634804,1
802,0.173048846,1.42E-15,1.54301101,1
803,0.173123514,3.00E-16,1.467118979,1
804,0.272022774,3.58E-15,1.447053015,1
805,0.150146288,3.11E-16,1.519236028,1
806,0.051133477,2.81E-16,1.475719035,1
807,0.208509242,9.35E-16,1.566747963,1
808,0.127503905,6.15E-16,1.604564011,1
809,0.144269662,1.02E-16,1.534596026,1
810,0.215819673,2.59E-16,1.572274983,1
811,0.056271165,8.04E-17,1.843801022,1
812,0.021528566,2.95E-16,1.85186398,1
813,0.246682178,4.93E-16,1.751322985,1
814,0.058509644,2.49E-16,1.817589998,1
815,0.204415912,1.73E-16,1.790935993,1
816,0.079874247,1.84E-16,1.495113999,1
817,0.033645804,7.77E-16,1.692520916,1
818,0.018048473,6.79E-17,1.658309042,1
819,0.04901079,2.30E-16,1.810051024,1
820,0.115918869,1.30E-15,1.859793007,1
821,0.052840819,2.32E-16,1.899218023,1
822,0.047048291,2.91E-16,1.765769005,1
823,0.039610604,4.15E-16,1.856195986,1
824,0.185255227,9.36E-16,1.88350302,1
825,0.020946412,4.49E-16,1.554428935,1
826,0.128122329,1.00E-15,1.751870036,1
827,0.050169665,5.60E-16,1.818816006,1
828,0.078967923,8.58E-16,1.845794022,1
829,0.242071963,2.26E-16,1.866994023,1
830,0.51955323,5.67E-15,0.951607024,1
831,0.639445481,3.11E-15,0.950000023,1
832,0.57054052,1.10E-15,0.950000023,1
833,0.719804701,7.41E-15,0.950064993,1
834,0.614460189,1.07E-15,0.949566824,1
835,0.635682084,3.62E-15,0.950000323,1
836,0.690016776,4.28E-15,0.950000023,1
837,0.578189675,2.52E-15,0.950000023,1
838,0.488139554,1.85E-15,0.950000023,1
839,0.670013532,4.05E-15,0.950000023,1
840,0.60482109,6.99E-15,0.945577525,1
841,0.623444574,4.93E-15,0.950000023,1
842,0.619484668,2.86E-15,0.950027024,1
843,0.484683768,2.61E-15,0.950000023,1
844,0.784931748,2.11E-15,0.950000023,1
845,0.640242078,1.36E-15,0.950000023,1
846,0.749324673,4.20E-15,0.949988997,1
847,0.610176074,2.41E-15,0.950000023,1
848,0.67934973,5.25E-15,0.950000023,1
849,0.530898244,2.59E-15,0.950000023,1
850,0.408726172,7.60E-16,0.950000023,1
851,0.458854804,1.22E-15,0.950000023,1
852,0.524657206,1.55E-15,0.950000023,1
853,0.441129641,1.39E-15,0.950000023,1
854,0.476117773,1.59E-15,0.950000023,1
855,0.4995618,3.60E-15,0.950000023,1
856,0.587437566,4.24E-15,0.950000023,1
857,0.452723596,1.16E-15,0.950000023,1
858,0.506669315,6.93E-16,0.950000023,1
859,0.466435111,3.18E-15,0.950000023,1
860,0.497873264,1.93E-15,0.950000023,1
861,0.462915953,1.68E-15,0.950000023,1
862,0.64630939,8.48E-16,0.950000023,1
863,0.51366496,1.37E-15,0.950000023,1
864,0.419688091,4.81E-16,0.950000023,1
865,0.792691188,6.77E-16,0.950000023,1
866,0.572656379,2.76E-15,0.950000023,1
867,0.439496977,7.37E-16,0.950000023,1
868,0.743322315,3.93E-15,0.950000023,1
869,0.007927106,9.85E-16,1.694359004,1
870,0.698864912,3.16E-15,0.950000023,1
871,0.636807587,2.01E-15,0.950000023,1
872,0.601074939,2.49E-15,0.950000023,1
873,0.570344988,3.96E-15,0.950000023,1
874,0.58725296,2.43E-15,0.950000023,1
875,0.014195083,5.80E-16,1.752392948,1
876,0.768005535,8.06E-16,0.950000023,1
877,0.505326379,1.54E-15,0.950000023,1
878,0.670684856,1.76E-15,0.950000023,1
879,0.610611291,1.66E-15,0.950000023,1
880,0.56321906,2.27E-15,0.949995585,1
881,0.800152562,1.83E-15,0.950000023,1
882,0.609656987,2.96E-15,0.950000023,1
883,0.549415342,2.83E-15,0.950000023,1
884,0.724100846,5.13E-16,0.950000023,1
885,0.01050158,5.30E-16,1.575842977,1
886,0.503766637,1.59E-15,0.950000023,1
887,0.00864115,1.25E-16,1.605342031,1
888,0.549415635,8.52E-16,0.950000023,1
889,0.563227173,2.17E-15,0.949995585,1
890,0.601074942,1.09E-15,0.950000023,1
891,0.570344972,2.34E-15,0.950000023,1
892,0.724100831,2.95E-15,0.950000023,1
893,0.670684858,5.28E-15,0.950000023,1
894,0.768005526,3.23E-15,0.950000023,1
895,0.698856953,1.66E-15,0.950000023,1
896,0.587252929,5.77E-15,0.950000023,1
897,0.800152571,5.34E-15,0.950000023,1
898,0.692423582,5.70E-15,0.950000023,1
899,0.636808183,2.00E-15,0.950000023,1
900,0.743322335,5.31E-15,0.950000023,1
901,0.610611342,4.31E-15,0.950000023,1
902,0.503766629,9.91E-16,0.950000023,1
903,0.609656955,2.75E-15,0.950000023,1
904,0.505326393,5.15E-16,0.950000023,1
905,0.632798095,9.21E-16,0.950000023,1
906,0.692028434,2.04E-15,0.950000023,1
907,0.684242791,1.48E-15,0.950000023,1
908,0.703727742,1.83E-15,0.950000023,1
909,0.711830297,4.33E-15,0.950000023,1
910,0.860033423,2.50E-15,0.950000023,1
911,0.728970318,1.89E-15,0.950000023,1
912,0.754458001,1.05E-15,0.950000023,1
913,0.731493221,2.11E-15,0.950000023,1
914,0.81767911,4.25E-15,0.950000023,1
915,0.713787188,4.65E-15,0.950000023,1
916,0.681934184,3.37E-15,0.950000023,1
917,0.823124585,6.65E-15,0.950000023,1
918,0.693925162,3.71E-15,0.950000023,1
919,0.679071603,1.22E-15,0.950000023,1
920,0.120234802,6.71E-16,1.852820933,1
921,0.088937622,3.78E-16,1.666611016,1
922,0.106243773,2.50E-16,1.752644002,1
923,0.227881624,8.60E-16,1.765888989,1
924,0.049985507,3.23E-16,1.686253965,1
925,0.229370975,9.83E-16,1.808275044,1
926,0.079396728,3.54E-16,1.489008963,1
927,0.038217251,1.68E-16,1.720905006,1
928,0.053814286,4.41E-17,1.778111935,1
929,0.235401955,6.98E-16,1.784747005,1
930,0.049462364,2.28E-16,1.938419998,1
931,0.082961114,3.43E-16,1.871897995,1
932,0.143350291,2.70E-16,1.816397011,1
933,0.086037742,1.95E-16,1.766839981,1
934,0.165360242,1.58E-15,1.829138994,1
935,0.05498054,4.40E-16,1.508038044,1
936,0.032207128,5.25E-16,1.646373928,1
937,0.058911627,1.32E-16,1.795068026,1
938,0.132547666,3.72E-16,1.737520993,1
939,0.03540008,1.26E-16,1.691989958,1
940,0.555330258,7.48E-16,0.946276024,1
941,0.601362731,8.85E-16,0.950000023,1
942,0.570070266,3.10E-15,0.950000023,1
943,0.777660441,5.08E-15,0.950000023,1
944,0.685602176,2.58E-15,0.950000023,1
945,0.654794231,2.21E-15,0.950000023,1
946,0.709183401,4.20E-15,0.950001324,1
947,0.749895327,2.35E-15,0.950000023,1
948,0.667647358,5.25E-15,0.948985124,1
949,0.627178366,3.97E-15,0.950000023,1
950,0.609911063,1.59E-15,0.950000023,1
951,0.574401334,1.79E-15,0.950000023,1
952,0.622223284,2.92E-15,0.950000023,1
953,0.585851148,3.45E-16,0.950000023,1
954,0.561897073,1.07E-14,0.950000023,1
955,0.558015002,6.67E-16,0.950000023,1
956,0.566267405,1.15E-15,0.950000023,1
957,0.761097132,3.35E-15,0.950000023,1
958,0.6412435,1.65E-15,0.950063026,1
959,0.746879807,2.60E-15,0.950000023,1
960,0.730488464,2.66E-15,0.950000023,1
961,0.676662333,5.60E-15,0.948678024,1
962,0.675912258,4.75E-16,0.948379992,1
963,0.564058024,9.41E-16,0.950000023,1
964,0.64315871,5.26E-15,0.950000023,1
965,0.696006253,2.82E-15,0.950000023,1
966,0.502055755,2.06E-15,0.949389016,1
967,0.621652589,2.53E-15,0.950000023,1
968,0.637987618,1.10E-15,0.950000023,1
969,0.644378705,1.57E-15,0.950000023,1
970,0.702494409,1.92E-15,0.950000023,1
971,0.25001362,4.53E-16,1.742496967,1
972,0.277622545,3.53E-16,1.692422032,1
973,0.332125379,6.83E-16,1.673320055,1
974,0.236417625,1.67E-15,1.933211088,1
975,0.096644459,7.20E-16,1.774496019,1
976,0.075915576,4.97E-16,1.629079998,1
977,0.253448286,4.65E-16,1.761066973,1
978,0.241819193,4.84E-16,1.832687974,1
979,0.166278174,1.54E-15,1.577183008,1
980,0.182813933,2.27E-16,1.85326308,1
981,0.23706408,1.10E-15,1.573485017,1
982,0.15219706,8.32E-16,1.191956997,1
983,0.065703328,2.91E-16,1.682350993,1
984,0.283701554,1.39E-15,1.812967956,1
985,0.163925973,3.09E-16,1.83374095,1
986,0.142919002,3.03E-16,1.78679502,1
987,0.236214243,6.65E-16,1.785534024,1
988,0.212929818,2.13E-15,1.76988703,1
989,0.173300691,2.92E-16,1.56446898,1
990,0.203251942,6.02E-16,1.719700992,1
991,0.550007457,1.97E-15,0.950000023,1
992,0.738921414,5.38E-15,0.950000023,1
993,0.611825239,8.81E-16,0.950000023,1
994,0.533600204,6.85E-16,0.950197017,1
995,0.690343677,3.42E-15,0.950000023,1
996,0.717246591,3.29E-15,0.950000023,1
997,0.773716667,9.54E-16,0.950000023,1
998,0.582206455,8.54E-16,0.950000023,1
999,0.617119777,1.85E-15,0.950000023,1
1000,0.601159099,2.26E-15,0.950000023,1
1001,0.712350998,1.05E-15,0.950000023,1
1002,0.609261142,7.37E-16,0.950000023,1
1003,0.627647021,5.49E-15,0.950000023,1
1004,0.575293787,2.73E-15,0.950000023,1
1005,0.630164091,3.82E-15,0.950000023,1
1006,0.6748421,3.57E-15,0.950000023,1
1007,0.659969932,7.37E-15,0.950000023,1
1008,0.606046923,3.84E-15,0.950000023,1
1009,0.732972588,3.50E-15,0.950000023,1
1010,0.758991313,1.64E-15,0.950000023,1
1011,0.505025152,1.47E-15,0.950000023,1
1012,0.652455733,2.37E-15,0.950000023,1
1013,0.627647021,5.49E-15,0.950000023,1
1014,0.73697383,4.80E-15,0.950000023,1
1015,0.743906279,9.03E-15,0.950000023,1
1016,0.704994385,1.90E-15,0.950000023,1
1017,17.25568019,5.56E-15,3.128600121,1
1018,13.29257819,9.14E-14,2.141600609,1
1019,1.662275128,1.34E-15,2.42182898,1
1020,0.609100253,2.94E-15,1.198195972,1
1021,9.8990716,4.75E-14,5.881580353,1
1022,5.289964628,8.36E-15,9.143460274,1
1023,0.564360196,8.40E-16,0.328254983,1
1024,2.754843733,5.77E-15,6.863480091,1
1025,1.099664578,3.64E-15,0.98167599,1
1026,1.733143734,2.22E-14,0.257404008,1
1027,17723.55364,7.13E-11,280.3901367,1
1028,30.48481755,7.06E-14,39.5503214,1
1029,0.733431753,1.02E-15,4.822970152,1
1030,1.109613955,1.75E-15,2.544943064,1
1031,3.21574868,1.49E-14,1.505328923,1
1032,5.232314485,4.67E-15,3.014149904,1
1033,15.57892433,1.02E-13,4.196878254,1
1034,25.74494076,1.40E-13,0.782299995,1
1035,1.367313584,2.90E-15,2.315779924,1
1036,3.553744942,2.02E-15,6.659229875,1
1037,0.831299111,2.99E-15,0.950000023,1
1038,0.780582436,1.34E-15,0.950000023,1
1039,0.797812876,1.05E-15,0.950000023,1
1040,0.781194177,2.99E-15,0.950000023,1
1041,0.738619059,1.43E-15,0.950000023,1
1042,0.915332986,1.16E-14,0.950000023,1
1043,0.729423959,2.73E-15,0.950000023,1
1044,0.774758059,4.07E-15,0.950000023,1
1045,0.73558856,5.64E-15,0.950000023,1
1046,0.824156972,3.60E-15,0.949908024,1
1047,0.885572044,1.64E-15,0.950000023,1
1048,0.801384294,5.33E-15,0.950000023,1
1049,0.79424277,4.35E-15,0.950000023,1
1050,0.758148688,4.12E-16,0.950000023,1
1051,0.73034369,2.05E-15,0.950000023,1
1052,0.730732893,3.88E-15,0.950000023,1
1053,0.787850013,4.93E-15,0.950000023,1
1054,0.798538032,6.21E-15,0.950000023,1
1055,0.70567559,2.15E-15,0.950000023,1
1056,0.85976834,2.42E-15,0.950000023,1
1057,0.783604702,3.33E-15,0.950000023,1
1058,0.800264622,1.25E-14,0.950000023,1
1059,0.755880371,2.88E-15,0.950505223,1
1060,0.786894734,3.29E-15,0.950000023,1
1061,0.84611692,5.45E-15,0.950000023,1
1062,0.769301644,2.30E-15,0.950000023,1
1063,0.687840113,5.20E-15,0.708730012,1
1064,0.787641815,5.49E-15,0.950000023,1
1065,0.855851203,5.74E-15,0.950000023,1
1066,0.733907082,2.24E-15,0.950000023,1
1067,0.710123329,2.04E-15,0.950000023,1
1068,0.5556426,2.05E-15,0.950000023,1
1069,0.564588081,1.22E-15,0.950000023,1
1070,0.566947526,1.93E-15,0.950000023,1
1071,0.573152552,1.24E-15,0.950000023,1
1072,0.56781876,2.09E-15,0.950000023,1
1073,0.566008506,2.07E-15,0.950000023,1
1074,0.564479922,9.48E-16,0.950000023,1
1075,0.527094867,1.07E-15,0.950000023,1
1076,0.57862404,3.23E-15,0.950000023,1
1077,0.581542856,1.87E-16,0.950000023,1
1078,0.608685718,1.22E-15,0.945380025,1
1079,0.55999176,1.11E-15,0.950000023,1
1080,0.570889444,5.89E-16,0.950000023,1
1081,0.558615015,4.10E-15,0.950000023,1
1082,0.54622536,2.39E-15,0.950000023,1
1083,0.600526651,2.92E-15,0.950000023,1
1084,0.552884923,6.01E-15,0.950000023,1
1085,0.522582979,1.80E-15,0.950000023,1
1086,0.583559385,2.18E-15,0.950000023,1
1087,0.518486204,1.22E-15,0.950000023,1
1088,0.642907954,5.53E-15,0.949950015,1
1089,0.526934491,3.45E-15,0.950000023,1
1090,0.594010446,5.10E-15,0.950000023,1
1091,0.603460916,1.30E-15,0.950000023,1
1092,0.564901383,3.85E-15,0.950000023,1
1093,0.606336183,2.89E-15,0.950000023,1
1094,0.601747941,4.18E-15,0.950000023,1
1095,0.573921093,3.93E-15,0.949747002,1
1096,0.59730939,4.17E-15,0.950000023,1
1097,0.555357167,4.77E-15,0.950000023,1
1098,0.592915598,1.43E-15,0.950000023,1
1099,0.594392274,5.64E-15,0.950000023,1
1100,0.635841103,7.02E-15,0.949918007,1
1101,0.636645241,2.00E-15,0.950000023,1
1102,0.549662057,1.18E-15,0.950000023,1
1103,0.562510145,1.55E-15,0.950000023,1
1104,0.588050705,2.50E-15,0.949897524,1
1105,0.637248288,7.16E-15,0.656253025,1
1106,0.618920662,4.06E-15,0.950000023,1
1107,0.528619305,5.03E-16,0.950000023,1
1108,0.588336366,2.68E-15,0.950000023,1
1109,0.524772114,4.75E-16,0.950000023,1
1110,0.530675775,4.50E-15,0.950000023,1
1111,0.53660418,2.50E-15,0.950000023,1
1112,0.527792997,2.16E-15,0.950000023,1
1113,0.528003618,1.88E-15,0.950000023,1
1114,0.545034907,5.44E-16,0.950000023,1
1115,0.593377422,1.39E-15,0.950000023,1
1116,0.548467171,9.26E-16,0.950000023,1
1117,0.571996643,1.96E-15,0.950000023,1
1118,0.553821631,8.85E-16,0.950000023,1
1119,0.644423479,5.94E-15,0.950000023,1
1120,0.560105085,5.21E-16,0.950000023,1
1121,0.550012715,1.46E-15,0.950000023,1
1122,0.597075791,2.58E-15,0.950010991,1
1123,0.552031939,2.84E-15,0.928420991,1
1124,0.58416194,1.19E-15,0.950000023,1
1125,0.550297509,1.73E-15,0.950000023,1
1126,0.548543848,1.35E-15,0.950000023,1
1127,0.591052579,2.33E-15,0.950000023,1
1128,0.601050252,2.34E-15,0.949804025,1
1129,0.601359773,3.98E-15,0.950000023,1
1130,0.61878597,1.32E-15,0.950000023,1
1131,0.712114701,3.61E-15,0.950000023,1
1132,0.566622035,2.98E-15,0.950000023,1
1133,0.579424023,1.18E-15,0.950000023,1
1134,0.543033312,2.37E-15,0.950000023,1
1135,0.605626281,2.82E-15,0.950000023,1
1136,0.628284132,1.16E-15,0.950000023,1
1137,0.545302687,3.38E-15,0.950000023,1
1138,0.573084596,3.41E-15,0.950000023,1
1139,0.569317608,1.17E-14,0.950000023,1
1140,0.568740394,1.59E-15,0.950000023,1
1141,0.544582979,1.39E-15,0.950000023,1
1142,0.57626265,1.01E-15,0.950000023,1
1143,0.599794122,2.94E-15,0.947586996,1
1144,0.598904456,4.98E-15,0.950000023,1
1145,0.562430578,7.28E-16,0.950000023,1
1146,0.605181945,6.33E-15,0.950000023,1
1147,0.531324443,3.12E-15,0.950000023,1
1148,0.547076429,1.37E-15,0.950000023,1
1149,0.60341941,1.45E-15,0.950000023,1
1150,0.574869852,7.29E-15,0.952101028,1
1151,0.569123716,2.12E-15,0.950000023,1
1152,0.615087635,2.64E-15,0.950000023,1
1153,0.582669029,2.59E-15,0.950000023,1
1154,0.569513607,1.72E-15,0.950000023,1
1155,0.646853099,2.04E-15,0.950000023,1
1156,0.556731283,4.57E-15,0.950000023,1
1157,0.577803569,1.46E-15,0.950000023,1
1158,0.55094559,1.93E-15,0.950000023,1
1159,0.549259387,5.57E-16,0.950000023,1
1160,0.573519813,1.78E-15,0.950000023,1
1161,0.622472016,3.58E-15,0.950000023,1
1162,0.616432284,2.50E-15,0.950000023,1
1163,0.718743049,5.01E-15,0.950000023,1
1164,0.744467845,3.18E-15,0.950000023,1
1165,0.735288564,1.88E-15,0.949994024,1
1166,0.737228345,2.23E-15,0.950000023,1
1167,0.761204714,9.60E-15,0.949391481,1
1168,0.743456779,4.29E-15,0.949874995,1
1169,0.772989074,3.99E-15,0.950000023,1
1170,0.698314562,2.79E-15,0.950000023,1
1171,0.75074964,1.78E-15,0.950000023,1
1172,0.727373877,2.33E-15,0.947483992,1
1173,0.74928144,2.95E-15,0.950000023,1
1174,0.729793202,7.32E-15,0.950000023,1
1175,0.660664338,2.03E-15,0.949997997,1
1176,0.650055658,1.41E-15,0.950000023,1
1177,0.733733359,6.44E-16,0.950000023,1
1178,0.679740067,6.66E-16,0.950000023,1
1179,0.688592786,9.58E-16,0.950000023,1
1180,0.767596655,2.48E-15,0.950000023,1
1181,0.742759518,2.04E-15,0.950000023,1
1182,0.727274298,1.08E-15,0.950000023,1
1183,0.684564361,1.46E-15,0.950000023,1
1184,0.730112618,5.76E-15,0.950000023,1
1185,0.636985417,1.22E-15,0.950000023,1
1186,0.701946816,1.27E-15,0.950000023,1
1187,0.752687978,3.31E-15,0.950000023,1
1188,0.725890259,3.81E-15,0.950000023,1
1189,0.736486457,3.82E-15,0.950000023,1
1190,0.702660932,8.09E-16,0.950000023,1
1191,0.747700468,4.02E-15,0.950000023,1
1192,0.680186163,2.51E-15,0.950000023,1
1193,0.647143807,8.50E-16,0.950000023,1
1194,0.66638446,4.39E-15,0.950000023,1
1195,0.738837982,1.90E-15,0.950000023,1
1196,0.672547756,1.03E-15,0.950000023,1
1197,0.671654977,1.17E-15,0.950000023,1
1198,0.765409717,1.13E-15,0.950000023,1
1199,0.868146727,7.38E-15,0.950000023,1
1200,0.744639332,7.17E-15,0.950000023,1
1201,0.641415906,2.31E-15,0.950000023,1
1202,0.648838896,6.43E-16,0.950000023,1
1203,0.650352379,1.71E-15,0.950000023,1
