class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,ROC_AUC_micro,ROC_AUC_macro
Spoon,19,0.8947368421052632,9.105263157894736,6.105263157894737,0.0,7.0,2437.0,0.15573857667863597,0.8007453178902886,0.408644413154887,0.11439486967839124,0.8947368421052632,9.105263157894736,6.105263157894737,0.0,0.12781954887218044,0.0,0.08947368421052632,0.0,0.8721804511278194,1.0,0.9105263157894737,1.0,0.05917919799498747,0.05917919799498747,0.16666666666666666,0.15070921985815602,0.1864035087719298,-0.8908226632088908,-0.8721804511278196,-0.9105263157894737,0.12781954887218044,0.7951505032680263,
Starship,31,0.7096774193548387,9.290322580645162,6.193548387096774,0.0,6.903225806451613,2437.0,0.1426306950957004,0.6261973366212347,0.39505121154001627,0.06874323172894384,0.7096774193548387,9.290322580645162,6.193548387096774,0.0,0.1021505376344086,0.0,0.07096774193548387,0.0,0.8978494623655914,1.0,0.9290322580645162,1.0,0.04696620583717358,0.04696620583717358,0.18539915966386555,0.16733844324038588,0.2078726227333038,-0.9130295163177716,-0.8978494623655915,-0.9290322580645162,0.1021505376344086,0.6070825769618357,
SubmachineGun,20,1.25,8.75,5.75,0.0,7.0,2437.0,0.2423093562208706,0.8752165774237082,0.45030583386606143,0.12112429060344951,1.25,8.75,5.75,0.0,0.17857142857142855,0.0,0.125,0.0,0.8214285714285714,1.0,0.875,1.0,0.08639423076923078,0.08639423076923078,0.22624434389140274,0.20458265139116202,0.2530364372469635,-0.8470654555026673,-0.8214285714285715,-0.875,0.17857142857142855,0.8777194070784903,
Sword,48,4.0,6.0,3.1875,0.0,6.979166666666667,2437.0,1.621114245649368,0.9022233597436126,0.6690096842461886,0.43664558682269744,4.0,6.0,3.1875,0.0,0.5416666666666666,0.0,0.39999999999999997,0.0,0.4583333333333333,1.0,0.6,1.0,0.3436077811077811,0.3436077811077811,0.5247104689829148,0.4817560256118658,0.5771156670143267,-0.5977286873031978,-0.4583333333333333,-0.6756097560975609,0.5416666666666666,0.8948110980357974,
Tool,43,4.0,6.0,3.6744186046511627,0.0,7.0,2437.0,1.0696597281380718,0.7761636576755284,0.5919296058479394,0.4315674854424499,4.0,6.0,3.6744186046511627,0.0,0.47508305647840526,0.0,0.39999999999999997,0.0,0.5249169435215947,1.0,0.6,1.0,0.37563967040711227,0.37563967040711227,0.599154432570991,0.5711414284313588,0.6326545676955362,-0.8081596334683839,-0.61003861003861,-0.8448275862068966,0.38996138996138996,0.7555394992153112,
Train,30,0.8333333333333334,9.166666666666666,6.066666666666666,0.0,6.9,2437.0,0.15695448074478968,0.6031241646618551,0.40242386945899156,0.10565129441648484,0.8333333333333334,9.166666666666666,6.066666666666666,0.0,0.12063492063492062,0.0,0.08333333333333333,0.0,0.8793650793650793,1.0,0.9166666666666666,1.0,0.055853174603174606,0.055853174603174606,0.19705882352941176,0.17761332099907493,0.22136222910216713,-0.8974340999025202,-0.8793650793650793,-0.9166666666666666,0.12063492063492062,0.5953855443540689,
Tree,46,3.5217391304347827,6.478260869565218,3.652173913043478,0.0,7.0,2437.0,1.2125663832380285,0.8149394923497004,0.6145831870797476,0.3763804886875813,3.5217391304347827,6.478260869565218,3.652173913043478,0.0,0.4782608695652174,0.0,0.3521739130434782,0.0,0.5217391304347826,1.0,0.6478260869565218,1.0,0.30651640026640026,0.30651640026640026,0.5476436188510492,0.5023924463402382,0.6028658603029312,-0.6384301704648454,-0.5217391304347826,-0.7097560975609757,0.4782608695652174,0.8099094887811292,
Truck,27,1.2962962962962963,8.703703703703704,5.62962962962963,0.0,6.925925925925926,2437.0,0.2058819425422369,0.6376679298703356,0.42619513469729875,0.15309281426228516,1.2962962962962963,8.703703703703704,5.62962962962963,0.0,0.18518518518518517,0.0,0.12962962962962962,0.0,0.8148148148148148,1.0,0.8703703703703703,1.0,0.08912800162800164,0.08912800162800164,0.21671826625386995,0.1959686450167973,0.24238227146814398,-0.8414614976568673,-0.8148148148148148,-0.8703703703703703,0.18518518518518517,0.6268212192832375,
TruckNonContainer,20,1.05,8.95,5.7,0.0,6.75,2437.0,0.1758863192008933,0.8364546602237605,0.4210277116892778,0.11095234443398047,1.05,8.95,5.7,0.0,0.15714285714285714,0.0,0.10500000000000001,0.0,0.8428571428571429,1.0,0.8950000000000001,1.0,0.06901785714285714,0.06901785714285714,0.15716911764705882,0.14049491211840887,0.17850232198142413,-0.8683142301063776,-0.8428571428571429,-0.8950000000000001,0.15714285714285714,0.8298776174306733,
Vase,19,0.6842105263157895,9.31578947368421,6.315789473684211,0.0,7.0,2437.0,0.11263592787671789,0.7013422007547462,0.3765536698298096,0.07601582975766408,0.6842105263157895,9.31578947368421,6.315789473684211,0.0,0.09774436090225563,0.0,0.06842105263157895,0.0,0.9022556390977443,1.0,0.9315789473684211,1.0,0.04320175438596491,0.04320175438596491,0.12745098039215685,0.11524822695035462,0.14254385964912278,-0.9167020878004701,-0.9022556390977443,-0.9315789473684211,0.09774436090225563,0.6854482270819233,
Violin,20,1.5,8.5,5.3,0.0,6.8,2437.0,0.2504463051953153,0.7980518915153889,0.44736146000961996,0.1727392540356695,1.5,8.5,5.3,0.0,0.21785714285714283,0.0,0.15,0.0,0.7821428571428571,1.0,0.85,1.0,0.11166437728937728,0.11166437728937728,0.2959558823529412,0.26653561517113783,0.33281733746130027,-0.8135521399522763,-0.7821428571428571,-0.85,0.21785714285714283,0.7889836641852771,
Wheel,17,0.9411764705882353,9.058823529411764,6.0588235294117645,0.0,7.0,2437.0,0.14408656787627097,0.7349661054012683,0.3982241112860756,0.1312500563072706,0.9411764705882353,9.058823529411764,6.0588235294117645,0.0,0.13445378151260504,0.0,0.09411764705882353,0.0,0.8655462184873949,1.0,0.9058823529411765,1.0,0.06235994397759104,0.06235994397759104,0.18823529411764706,0.1702127659574468,0.21052631578947362,-0.8851600967279937,-0.865546218487395,-0.9058823529411765,0.13445378151260504,0.7285106421750857,
WheelChair,20,3.0,7.0,3.85,0.0,6.85,2437.0,0.6047143588592041,0.9462115275782509,0.5843893606338924,0.3148169392808582,3.0,7.0,3.85,0.0,0.43809523809523804,0.0,0.3,0.0,0.5619047619047619,1.0,0.7,1.0,0.26136946386946386,0.26136946386946386,0.4745098039215686,0.4267653407338884,0.5345717234262126,-0.6746530591160718,-0.5619047619047619,-0.7444444444444445,0.43809523809523804,0.9398624896608768,
__overall_by_query__,2438,,,,,,,1.516762688489686,0.7755683897764559,0.5691088788427204,0.31537315809711297,2.8511074651353567,7.148892534864643,4.280557834290402,0.0,0.38385288487831554,0.0,0.28511074651353563,0.0,0.6161471151216844,1.0,0.7148892534864644,1.0,0.24431707545940526,0.24431707545940526,0.41946286962685825,0.38592860599019824,0.46065582509607933,-0.7530696608911932,-0.6319590520263638,-0.8008555133079848,0.3680409479736362,0.7932808186511315,0.7626647350481206
__macro_by_class__,69,2.2769575253332537,7.723042474666746,4.769355290881264,0.0,6.949466880276011,2437.0,0.8175629877672669,0.7626647350481206,0.519158562622824,0.258182343036456,2.2769575253332537,7.723042474666746,4.769355290881264,0.0,0.31343225206276226,0.0,0.22769575253332536,0.0,0.6865677479372378,1.0,0.7723042474666748,1.0,0.18769308800774917,0.18769308800774917,0.3312351156866374,0.3023431578826855,0.3669139348856992,-0.7692008280778478,-0.6907209111753125,-0.8139257069831114,0.3092790888246874,,0.7626647350481206
