name,min_A3,max_A3,min_D1,max_D1,min_D2,max_D2,min_D3,max_D3,min_D4,max_D4
ClassicPiano\D00120_unified_prepared.obj,0.000000,3.141314,0.190712,0.675417,0.000000,1.083942,0.000000,0.327868,0.000000,0.051956
ClassicPiano\D00190_unified_prepared.obj,0.000000,3.141591,0.223290,0.667586,0.000000,1.226668,0.000000,0.339323,0.000000,0.042709
ClassicPiano\D00233_unified_prepared.obj,0.000000,3.140338,0.178088,0.566878,0.000000,1.078628,0.000000,0.275211,0.000000,0.040774
ClassicPiano\D00254_unified_prepared.obj,0.000000,3.140868,0.114485,0.604018,0.000000,1.062540,0.000000,0.285957,0.000000,0.033732
ClassicPiano\D00279_unified_prepared.obj,0.000000,3.141588,0.012977,0.724079,0.000000,1.085554,0.000000,0.340438,0.000000,0.019966
ClassicPiano\D00305_unified_prepared.obj,0.000000,3.138657,0.087462,0.566640,0.000000,1.063201,0.000000,0.255572,0.000000,0.022858
ClassicPiano\D00314_unified_prepared.obj,0.000000,3.131613,0.016013,0.620628,0.000000,1.021947,0.000000,0.281003,0.000000,0.042885
ClassicPiano\D00561_unified_prepared.obj,0.000000,3.141174,0.027556,0.578156,0.000000,1.036275,0.000000,0.271509,0.000000,0.026577
ClassicPiano\D00579_unified_prepared.obj,0.000000,3.141586,0.020686,0.576694,0.000000,1.032248,0.000000,0.245661,0.000000,0.030332
ClassicPiano\D00605_unified_prepared.obj,0.000000,3.141592,0.083054,0.749322,0.000000,1.178898,0.000000,0.305105,0.000000,0.032618
ClassicPiano\D00784_unified_prepared.obj,0.000000,3.141389,0.013886,0.589461,0.000000,1.072923,0.000000,0.302764,0.000000,0.047423
ClassicPiano\D00789_unified_prepared.obj,0.000000,3.141587,0.124456,0.583226,0.000000,1.054641,0.000000,0.264723,0.000000,0.031502
ClassicPiano\D00811_unified_prepared.obj,0.000000,3.141587,0.061111,0.553366,0.000000,1.013605,0.000000,0.306922,0.000000,0.044847
ClassicPiano\D00845_unified_prepared.obj,0.000000,3.141586,0.057987,0.565237,0.000000,1.016130,0.000000,0.283273,0.000000,0.045782
ClassicPiano\D00967_unified_prepared.obj,0.000000,3.141400,0.100609,0.586875,0.000000,1.008380,0.000000,0.260425,0.000000,0.018569
ClassicPiano\D00983_unified_prepared.obj,0.000000,3.118262,0.216253,0.575838,0.000000,1.016774,0.000000,0.291998,0.000000,0.040747
Computer\D01002_unified_prepared.obj,0.000000,3.141216,0.141317,0.652629,0.000000,1.232609,0.000000,0.399092,0.000000,0.055001
Computer\D01023_unified_prepared.obj,0.000000,3.140958,0.298563,0.576856,0.000000,1.040470,0.000000,0.281930,0.000000,0.044312
Computer\D01026_unified_prepared.obj,0.000000,3.126582,0.054627,0.623654,0.000000,0.998795,0.000000,0.206749,0.000000,0.023580
Computer\D01028_unified_prepared.obj,0.000000,3.132421,0.056274,0.628169,0.000000,1.002272,0.000000,0.238871,0.000000,0.023952
Computer\D01033_unified_prepared.obj,0.000000,3.138087,0.024916,0.599181,0.000000,0.981467,0.000000,0.277987,0.000000,0.034116
Computer\D01037_unified_prepared.obj,0.000000,3.138775,0.018968,0.701727,0.000000,1.169035,0.000000,0.336301,0.000000,0.060584
Computer\D01067_unified_prepared.obj,0.000000,3.135236,0.025812,0.736926,0.000000,1.204497,0.000000,0.363433,0.000000,0.050122
Computer\D01070_unified_prepared.obj,0.000000,3.139362,0.144893,0.645759,0.000000,1.094466,0.000000,0.293020,0.000000,0.034168
Computer\D01071_unified_prepared.obj,0.000000,3.141588,0.145156,0.794505,0.000000,1.432191,0.000000,0.545248,0.000000,0.088773
Computer\D01072_unified_prepared.obj,0.000000,3.138375,0.015708,0.644317,0.000000,1.010421,0.000000,0.279876,0.000000,0.037839
Computer\D01073_unified_prepared.obj,0.000000,3.138204,0.089819,0.583136,0.000000,0.938965,0.000000,0.270031,0.000000,0.018269
Computer\D01082_unified_prepared.obj,0.000000,3.134871,0.168466,0.573492,0.000000,0.994514,0.000000,0.258217,0.000000,0.029298
Computer\D01085_unified_prepared.obj,0.000000,3.141579,0.073654,0.633939,0.000000,1.178332,0.000000,0.325344,0.000000,0.052675
Computer\D01098_unified_prepared.obj,0.000000,3.141586,0.034365,0.780805,0.000000,1.331913,0.000000,0.412969,0.000000,0.066231
Computer\D01100_unified_prepared.obj,0.000000,3.137531,0.010998,0.599123,0.000000,0.982790,0.000000,0.271314,0.000000,0.033061
Computer\D01102_unified_prepared.obj,0.000000,3.141585,0.082507,0.561689,0.000000,1.025545,0.000000,0.248754,0.000000,0.020312
Computer\D01115_unified_prepared.obj,0.000000,3.139560,0.037768,0.702986,0.000000,1.039592,0.000000,0.326420,0.000000,0.045118
Computer\D01128_unified_prepared.obj,0.000000,3.133730,0.073918,0.582810,0.000000,1.137184,0.000000,0.335995,0.000000,0.041932
Computer\D01164_unified_prepared.obj,0.000000,3.141377,0.069948,0.622703,0.000000,0.999394,0.000000,0.238637,0.000000,0.027138
Computer\D01185_unified_prepared.obj,0.000000,3.125259,0.030034,0.614055,0.000000,1.086188,0.000000,0.303724,0.000000,0.036432
Computer\m1764_unified_prepared.obj,0.000000,3.141508,0.034365,0.777858,0.000000,1.319756,0.000000,0.435668,0.000000,0.063189
Computer\m1765_unified_prepared.obj,0.000000,3.141587,0.094579,0.584973,0.000000,1.070474,0.000000,0.272593,0.000000,0.022589
Computer\m1766_unified_prepared.obj,0.000000,3.141591,0.114573,0.800540,0.000000,1.411878,0.000000,0.497715,0.000000,0.074242
Computer\m1767_unified_prepared.obj,0.000000,3.140487,0.145785,0.675190,0.000000,1.275324,0.000000,0.435051,0.000000,0.057011
Computer\m1769_unified_prepared.obj,0.000000,3.141585,0.069718,0.633939,0.000000,1.171780,0.000000,0.330683,0.000000,0.050169
Computer\m1770_unified_prepared.obj,0.000000,3.140113,0.022290,0.599074,0.000000,0.976319,0.000000,0.280435,0.000000,0.035450
Computer\m1772_unified_prepared.obj,0.000000,3.138492,0.074002,0.583543,0.000000,1.103653,0.000000,0.337820,0.000000,0.041921
Computer\m1773_unified_prepared.obj,0.000000,3.135544,0.058952,0.628169,0.000000,1.005013,0.000000,0.254999,0.000000,0.024699
Computer\m1774_unified_prepared.obj,0.000000,3.133574,0.016404,0.579581,0.000000,1.011764,0.000000,0.267990,0.000000,0.027042
Computer\m1775_unified_prepared.obj,0.000000,3.136533,0.055288,0.632209,0.000000,0.981127,0.000000,0.199127,0.000000,0.021224
Computer\m1776_unified_prepared.obj,0.000000,3.116344,0.030274,0.614752,0.000000,1.088448,0.000000,0.304131,0.000000,0.040524
Computer\m1777_unified_prepared.obj,0.000000,3.130842,0.021720,0.649683,0.000000,1.024353,0.000000,0.302462,0.000000,0.046711
Computer\m1778_unified_prepared.obj,0.000000,3.141579,0.025402,0.724962,0.000000,1.192469,0.000000,0.358229,0.000000,0.048744
ComputerKeyboard\D00116_unified_prepared.obj,0.000000,3.140778,0.002450,0.527418,0.000000,0.947214,0.000000,0.117968,0.000000,0.001570
ComputerKeyboard\D00127_unified_prepared.obj,0.000000,3.141586,0.012853,0.529429,0.000000,1.019284,0.000000,0.130267,0.000000,0.002576
ComputerKeyboard\D00197_unified_prepared.obj,0.000000,3.141398,0.024807,0.531190,0.000000,1.051927,0.000000,0.164966,0.000000,0.002872
ComputerKeyboard\D00278_unified_prepared.obj,0.000000,3.140509,0.005797,0.517681,0.000000,1.000220,0.000000,0.134781,0.000000,0.001406
ComputerKeyboard\D00360_unified_prepared.obj,0.000000,3.141568,0.006035,0.522527,0.000000,1.024855,0.000000,0.128394,0.000000,0.001531
ComputerKeyboard\D00382_unified_prepared.obj,0.000000,3.140944,0.007797,0.518084,0.000000,1.013900,0.000000,0.144952,0.000000,0.002342
ComputerKeyboard\D00420_unified_prepared.obj,0.000000,3.139365,0.016114,0.525756,0.000000,1.015526,0.000000,0.217874,0.000000,0.003683
ComputerKeyboard\D00493_unified_prepared.obj,0.000000,3.139067,0.014407,0.556430,0.000000,1.104408,0.000000,0.235749,0.000000,0.004603
ComputerKeyboard\D00525_unified_prepared.obj,0.000000,3.141537,0.015623,0.529958,0.000000,1.030842,0.000000,0.131965,0.000000,0.000941
ComputerKeyboard\D00569_unified_prepared.obj,0.000000,3.141576,0.023061,0.540117,0.000000,0.975932,0.000000,0.144016,0.000000,0.002386
ComputerKeyboard\D00597_unified_prepared.obj,0.000000,3.141027,0.027341,0.553633,0.000000,1.095267,0.000000,0.222434,0.000000,0.003932
ComputerKeyboard\D00600_unified_prepared.obj,0.000000,3.140316,0.009829,0.513707,0.000000,1.010808,0.000000,0.150089,0.000000,0.002613
ComputerKeyboard\D00627_unified_prepared.obj,0.000000,3.141278,0.011999,0.539933,0.000000,1.022130,0.000000,0.157113,0.000000,0.003410
ComputerKeyboard\D00654_unified_prepared.obj,0.000000,3.141588,0.023044,0.524172,0.000000,1.027258,0.000000,0.156309,0.000000,0.004420
ComputerKeyboard\D00673_unified_prepared.obj,0.000000,3.141586,0.011265,0.523653,0.000000,1.026637,0.000000,0.154178,0.000000,0.002906
ComputerKeyboard\D00676_unified_prepared.obj,0.000000,3.139168,0.010660,0.605742,0.000000,1.044193,0.000000,0.216584,0.000000,0.003756
ComputerKeyboard\D00692_unified_prepared.obj,0.000000,3.140702,0.004366,0.568524,0.000000,1.002230,0.000000,0.168849,0.000000,0.001967
ComputerKeyboard\D00805_unified_prepared.obj,0.000000,3.141427,0.023990,0.516827,0.000000,1.029799,0.000000,0.159685,0.000000,0.005408
ComputerKeyboard\D00905_unified_prepared.obj,0.000000,3.139923,0.018472,0.517100,0.000000,1.023060,0.000000,0.165082,0.000000,0.002844
ComputerKeyboard\D00990_unified_prepared.obj,0.000000,3.141445,0.015856,0.527203,0.000000,1.019825,0.000000,0.138127,0.000000,0.002934
Cup\D00035_unified_prepared.obj,0.000000,3.121600,0.116595,0.540281,0.000000,1.028410,0.000000,0.314364,0.000000,0.047735
Cup\D00067_unified_prepared.obj,0.000000,3.132403,0.105928,0.596121,0.000000,1.023455,0.000000,0.190064,0.000000,0.010592
Cup\D00174_unified_prepared.obj,0.000000,3.132159,0.075579,0.672868,0.000000,1.140578,0.000000,0.320390,0.000000,0.043675
Cup\D00206_unified_prepared.obj,0.000000,3.139378,0.083444,0.701704,0.000000,1.274396,0.000000,0.514770,0.000000,0.103259
Cup\D00214_unified_prepared.obj,0.000000,3.115332,0.108428,0.551464,0.000000,0.966826,0.000000,0.258430,0.000000,0.027166
Cup\D00270_unified_prepared.obj,0.000000,3.140004,0.157361,0.626622,0.000000,1.071131,0.000000,0.211456,0.000000,0.024361
Cup\D00328_unified_prepared.obj,0.000000,3.134446,0.125306,0.597737,0.000000,1.053737,0.000000,0.211126,0.000000,0.019412
Cup\D00355_unified_prepared.obj,0.000000,3.139605,0.063122,0.615282,0.000000,1.042703,0.000000,0.152834,0.000000,0.012510
Cup\D00363_unified_prepared.obj,0.000000,3.134428,0.036910,0.673124,0.000000,1.223501,0.000000,0.218353,0.000000,0.029942
Cup\D00457_unified_prepared.obj,0.000000,3.136769,0.092023,0.601569,0.000000,1.048655,0.000000,0.180820,0.000000,0.013233
Cup\D00463_unified_prepared.obj,0.000000,3.134175,0.158480,0.646548,0.000000,1.173576,0.000000,0.352666,0.000000,0.063112
Cup\D00519_unified_prepared.obj,0.000000,3.134944,0.044392,0.560528,0.000000,1.064845,0.000000,0.233019,0.000000,0.022006
Cup\D00550_unified_prepared.obj,0.000000,3.124928,0.048687,0.646124,0.000000,1.093186,0.000000,0.246554,0.000000,0.031870
Cup\D00587_unified_prepared.obj,0.000000,3.138549,0.131507,0.607019,0.000000,1.119269,0.000000,0.270974,0.000000,0.031209
Cup\D00638_unified_prepared.obj,0.000000,3.131609,0.058668,0.681234,0.000000,1.114979,0.000000,0.308981,0.000000,0.039994
Cup\D00642_unified_prepared.obj,0.000000,3.137642,0.102476,0.548110,0.000000,1.011190,0.000000,0.142258,0.000000,0.006108
Cup\D00738_unified_prepared.obj,0.000000,3.138393,0.080297,0.598778,0.000000,1.172763,0.000000,0.312251,0.000000,0.044958
Cup\D00843_unified_prepared.obj,0.000000,3.137296,0.077130,0.655896,0.000000,1.093500,0.000000,0.223436,0.000000,0.021273
Cup\D00874_unified_prepared.obj,0.000000,3.134172,0.099706,0.716730,0.000000,1.265643,0.000000,0.511829,0.000000,0.101191
Cup\D00882_unified_prepared.obj,0.000000,3.134429,0.113223,0.602998,0.000000,1.107458,0.000000,0.287954,0.000000,0.034579
Cup\m494_unified_prepared.obj,0.000000,3.133036,0.036113,0.664548,0.000000,1.040551,0.000000,0.160994,0.000000,0.014649
Cup\m495_unified_prepared.obj,0.000000,3.135884,0.004547,0.623606,0.000000,1.092874,0.000000,0.324631,0.000000,0.024233
Cup\m496_unified_prepared.obj,0.000000,3.137562,0.005685,0.639065,0.000000,1.167886,0.000000,0.309971,0.000000,0.050928
Cup\m497_unified_prepared.obj,0.000000,3.126785,0.009535,0.528120,0.000000,1.054143,0.000000,0.188843,0.000000,0.018995
Cup\m498_unified_prepared.obj,0.000000,3.139232,0.117009,0.571540,0.000000,1.095343,0.000000,0.372202,0.000000,0.068078
Cup\m499_unified_prepared.obj,0.000000,3.131262,0.005945,0.636538,0.000000,0.992384,0.000000,0.269955,0.000000,0.020038
Cup\m500_unified_prepared.obj,0.000000,3.138707,0.112397,0.543226,0.000000,1.012003,0.000000,0.303134,0.000000,0.031160
Cup\m501_unified_prepared.obj,0.000000,3.135070,0.083689,0.655793,0.000000,1.194982,0.000000,0.334932,0.000000,0.061081
Cup\m502_unified_prepared.obj,0.000000,3.139953,0.128687,0.598077,0.000000,1.085331,0.000000,0.292975,0.000000,0.043872
Cup\m526_unified_prepared.obj,0.000000,3.134077,0.195455,0.511660,0.000000,1.001383,0.000000,0.274048,0.000000,0.026143
DeskLamp\D00048_unified_prepared.obj,0.000000,3.133949,0.170556,0.637195,0.000000,1.201247,0.000000,0.359894,0.000000,0.054691
DeskLamp\D00090_unified_prepared.obj,0.000000,3.135758,0.008544,0.604170,0.000000,1.008712,0.000000,0.277136,0.000000,0.024552
DeskLamp\D00147_unified_prepared.obj,0.000000,3.138514,0.243083,0.593349,0.000000,1.004285,0.000000,0.206369,0.000000,0.012050
DeskLamp\D00257_unified_prepared.obj,0.000000,3.129674,0.018336,0.632367,0.000000,1.022443,0.000000,0.187480,0.000000,0.014659
DeskLamp\D00268_unified_prepared.obj,0.000000,3.135050,0.094179,0.604796,0.000000,0.999585,0.000000,0.078805,0.000000,0.002878
DeskLamp\D00330_unified_prepared.obj,0.000000,3.136295,0.133957,0.602787,0.000000,1.019471,0.000000,0.120570,0.000000,0.006173
DeskLamp\D00378_unified_prepared.obj,0.000000,3.131332,0.162723,0.556369,0.000000,0.996952,0.000000,0.207013,0.000000,0.023053
DeskLamp\D00435_unified_prepared.obj,0.000000,3.127564,0.154167,0.588997,0.000000,1.052525,0.000000,0.216027,0.000000,0.021945
DeskLamp\D00455_unified_prepared.obj,0.000000,3.140646,0.122979,0.656777,0.000000,1.061291,0.000000,0.205096,0.000000,0.015856
DeskLamp\D00531_unified_prepared.obj,0.000000,3.134435,0.114594,0.543975,0.000000,1.025425,0.000000,0.116051,0.000000,0.004767
DeskLamp\D00547_unified_prepared.obj,0.000000,3.139651,0.121092,0.608329,0.000000,1.045052,0.000000,0.175391,0.000000,0.017246
DeskLamp\D00686_unified_prepared.obj,0.000000,3.141004,0.061558,0.519570,0.000000,1.015340,0.000000,0.263641,0.000000,0.022023
DeskLamp\D00693_unified_prepared.obj,0.000000,3.138428,0.060147,0.538373,0.000000,1.013227,0.000000,0.142248,0.000000,0.010354
DeskLamp\D00698_unified_prepared.obj,0.000000,3.124576,0.075842,0.574849,0.000000,0.989738,0.000000,0.149222,0.000000,0.009930
DeskLamp\D00715_unified_prepared.obj,0.000000,3.136583,0.007214,0.550942,0.000000,1.067770,0.000000,0.250302,0.000000,0.031988
DeskLamp\D00744_unified_prepared.obj,0.000000,3.136364,0.088265,0.527041,0.000000,1.000757,0.000000,0.130628,0.000000,0.006398
DeskLamp\D00759_unified_prepared.obj,0.000000,3.136302,0.022698,0.603334,0.000000,1.096811,0.000000,0.298156,0.000000,0.031449
DeskLamp\D00776_unified_prepared.obj,0.000000,3.133584,0.192078,0.542089,0.000000,0.990386,0.000000,0.148093,0.000000,0.008651
DeskLamp\D00797_unified_prepared.obj,0.000000,3.135199,0.170878,0.575131,0.000000,1.027252,0.000000,0.268861,0.000000,0.023104
DeskLamp\D00912_unified_prepared.obj,0.000000,3.140744,0.061350,0.517775,0.000000,1.011333,0.000000,0.250069,0.000000,0.022054
DeskLamp\m603_unified_prepared.obj,0.000000,3.131237,0.068425,0.660635,0.000000,1.074294,0.000000,0.340574,0.000000,0.042968
DeskLamp\m604_unified_prepared.obj,0.000000,3.136005,0.109575,0.691320,0.000000,1.116675,0.000000,0.306247,0.000000,0.013192
DeskLamp\m605_unified_prepared.obj,0.000000,3.130944,0.080817,0.599370,0.000000,1.052446,0.000000,0.176589,0.000000,0.015207
DeskLamp\m606_unified_prepared.obj,0.000000,3.141507,0.177200,0.572948,0.000000,1.024381,0.000000,0.265439,0.000000,0.027232
DeskLamp\m608_unified_prepared.obj,0.000000,3.125564,0.148543,0.686542,0.000000,1.185612,0.000000,0.312808,0.000000,0.046952
DeskLamp\m609_unified_prepared.obj,0.000000,3.133890,0.008933,0.721735,0.000000,0.958245,0.000000,0.144151,0.000000,0.003790
DeskLamp\m611_unified_prepared.obj,0.000000,3.131331,0.075655,0.722057,0.000000,1.056271,0.000000,0.265666,0.000000,0.032281
DeskLamp\m613_unified_prepared.obj,0.000000,3.136190,0.216368,0.529399,0.000000,0.994327,0.000000,0.183724,0.000000,0.009779
DeskLamp\m614_unified_prepared.obj,0.000000,3.139096,0.191383,0.692781,0.000000,1.118129,0.000000,0.372668,0.000000,0.039741
DeskLamp\m615_unified_prepared.obj,0.000000,3.139977,0.038713,0.763652,0.000000,1.036088,0.000000,0.184939,0.000000,0.007322
DeskLamp\m616_unified_prepared.obj,0.000000,3.136146,0.170960,0.572901,0.000000,1.019733,0.000000,0.264558,0.000000,0.022698
DeskPhone\D00118_unified_prepared.obj,0.000000,3.139348,0.064839,0.551563,0.000000,0.971021,0.000000,0.253010,0.000000,0.012499
DeskPhone\D00135_unified_prepared.obj,0.000000,3.133523,0.039807,0.597726,0.000000,1.009899,0.000000,0.239877,0.000000,0.009105
DeskPhone\D00154_unified_prepared.obj,0.000000,3.136399,0.017508,0.672864,0.000000,1.230338,0.000000,0.325702,0.000000,0.013545
DeskPhone\D00220_unified_prepared.obj,0.000000,3.137514,0.096857,0.739139,0.000000,1.150524,0.000000,0.332218,0.000000,0.036393
DeskPhone\D00316_unified_prepared.obj,0.000000,3.136241,0.037044,0.543415,0.000000,0.998821,0.000000,0.222315,0.000000,0.012354
DeskPhone\D00318_unified_prepared.obj,0.000000,3.138138,0.036696,0.637732,0.000000,1.035670,0.000000,0.317952,0.000000,0.021619
DeskPhone\D00403_unified_prepared.obj,0.000000,3.131166,0.092933,0.570109,0.000000,1.077265,0.000000,0.247496,0.000000,0.028527
DeskPhone\D00486_unified_prepared.obj,0.000000,3.139332,0.048671,0.539460,0.000000,1.010882,0.000000,0.209735,0.000000,0.010722
DeskPhone\D00511_unified_prepared.obj,0.000000,3.138170,0.029815,0.628460,0.000000,0.994861,0.000000,0.144947,0.000000,0.007057
DeskPhone\D00556_unified_prepared.obj,0.000000,3.140729,0.027016,0.556730,0.000000,1.080551,0.000000,0.279315,0.000000,0.019392
DeskPhone\D00576_unified_prepared.obj,0.000000,3.134567,0.071871,0.621909,0.000000,1.003510,0.000000,0.230713,0.000000,0.012866
DeskPhone\D00680_unified_prepared.obj,0.000000,3.138434,0.084940,0.650292,0.000000,1.260879,0.000000,0.400481,0.000000,0.044048
DeskPhone\D00706_unified_prepared.obj,0.000000,3.132083,0.055082,0.647773,0.000000,1.246131,0.000000,0.371973,0.000000,0.026620
DeskPhone\D00773_unified_prepared.obj,0.000000,3.129731,0.014987,0.646510,0.000000,0.999014,0.000000,0.290172,0.000000,0.011764
DeskPhone\D00829_unified_prepared.obj,0.000000,3.136708,0.022899,0.509061,0.000000,1.007051,0.000000,0.241551,0.000000,0.013336
DeskPhone\D00894_unified_prepared.obj,0.000000,3.136312,0.056952,0.636145,0.000000,1.120754,0.000000,0.284321,0.000000,0.016226
DeskPhone\D00897_unified_prepared.obj,0.000000,3.131613,0.005055,0.530260,0.000000,1.004658,0.000000,0.153704,0.000000,0.009461
DeskPhone\D00899_unified_prepared.obj,0.000000,3.136060,0.020904,0.671791,0.000000,1.149988,0.000000,0.372780,0.000000,0.027682
DeskPhone\D00957_unified_prepared.obj,0.000000,3.137059,0.051544,0.622200,0.000000,1.024494,0.000000,0.231254,0.000000,0.013607
DeskPhone\D00958_unified_prepared.obj,0.000000,3.138522,0.091047,0.628528,0.000000,1.184154,0.000000,0.345336,0.000000,0.025133
Door\D01005_unified_prepared.obj,0.000000,3.141409,0.031983,0.562066,0.000000,1.000028,0.000000,0.182980,0.000000,0.001989
Door\D01029_unified_prepared.obj,0.000000,3.140020,0.013663,0.571884,0.000000,1.034729,0.000000,0.233636,0.000000,0.009217
Door\D01052_unified_prepared.obj,0.000000,3.122620,0.133695,0.513061,0.000000,1.015211,0.000000,0.174303,0.000000,0.005607
Door\D01058_unified_prepared.obj,0.000000,3.138143,0.019285,0.524539,0.000000,1.020348,0.000000,0.211145,0.000000,0.006218
Door\D01062_unified_prepared.obj,0.000000,3.141584,0.008462,0.578597,0.000000,1.129868,0.000000,0.297772,0.000000,0.004174
Door\D01076_unified_prepared.obj,0.000000,3.141101,0.033913,0.511542,0.000000,0.998250,0.000000,0.170382,0.000000,0.002294
Door\D01104_unified_prepared.obj,0.000000,3.139470,0.025423,0.544197,0.000000,1.070842,0.000000,0.224269,0.000000,0.002847
Door\D01114_unified_prepared.obj,0.000000,3.139607,0.157728,0.549680,0.000000,0.927732,0.000000,0.190667,0.000000,0.007074
Door\D01121_unified_prepared.obj,0.000000,3.141593,0.014161,0.576056,0.000000,1.152105,0.000000,0.285844,0.000000,0.003341
Door\D01129_unified_prepared.obj,0.000000,3.139879,0.037442,0.529288,0.000000,1.030484,0.000000,0.210011,0.000000,0.005252
Door\D01136_unified_prepared.obj,0.000000,3.140191,0.133088,0.560918,0.000000,1.055794,0.000000,0.219579,0.000000,0.005298
Door\D01139_unified_prepared.obj,0.000000,3.141591,0.030611,0.510887,0.000000,1.000685,0.000000,0.197069,0.000000,0.002034
Door\D01141_unified_prepared.obj,0.000000,3.141080,0.014061,0.555002,0.000000,1.052067,0.000000,0.232032,0.000000,0.007155
Door\D01143_unified_prepared.obj,0.000000,3.141593,0.005365,0.571960,0.000000,1.142754,0.000000,0.278912,0.000000,0.004719
Door\D01144_unified_prepared.obj,0.000000,3.141569,0.028039,0.548037,0.000000,1.033043,0.000000,0.151560,0.000000,0.002878
Door\D01155_unified_prepared.obj,0.000000,3.141143,0.018108,0.516762,0.000000,0.940454,0.000000,0.154687,0.000000,0.001786
Door\D01158_unified_prepared.obj,0.000000,3.140558,0.037629,0.519492,0.000000,0.799092,0.000000,0.179353,0.000000,0.002838
Door\D01167_unified_prepared.obj,0.000000,3.141567,0.007006,0.604107,0.000000,1.148731,0.000000,0.291482,0.000000,0.004761
Door\D01177_unified_prepared.obj,0.000000,3.138944,0.080191,0.526123,0.000000,1.014835,0.000000,0.194453,0.000000,0.003061
Door\D01194_unified_prepared.obj,0.000000,3.141553,0.008498,0.582896,0.000000,1.117095,0.000000,0.247570,0.000000,0.000747
Door\m1707_unified_prepared.obj,0.000000,3.133157,0.018257,0.571885,0.000000,1.050638,0.000000,0.190152,0.000000,0.012108
Door\m1708_unified_prepared.obj,0.000000,3.141593,0.012267,0.576056,0.000000,1.151903,0.000000,0.285774,0.000000,0.003497
Door\m1710_unified_prepared.obj,0.000000,3.140998,0.018137,0.570061,0.000000,1.088383,0.000000,0.238460,0.000000,0.005910
Door\m1711_unified_prepared.obj,0.000000,3.140614,0.013165,0.538838,0.000000,1.025179,0.000000,0.149301,0.000000,0.002636
Door\m1712_unified_prepared.obj,0.000000,3.139370,0.033910,0.511457,0.000000,1.008938,0.000000,0.149876,0.000000,0.002544
Door\m1713_unified_prepared.obj,0.000000,3.141588,0.032215,0.561559,0.000000,0.996487,0.000000,0.160383,0.000000,0.001982
Door\m1714_unified_prepared.obj,0.000000,3.140880,0.027388,0.545559,0.000000,1.071688,0.000000,0.222774,0.000000,0.002668
Door\m1715_unified_prepared.obj,0.000000,3.129472,0.136542,0.523986,0.000000,0.989975,0.000000,0.182580,0.000000,0.005370
Door\m1716_unified_prepared.obj,0.000000,3.140957,0.013988,0.555006,0.000000,1.070507,0.000000,0.223118,0.000000,0.007137
Door\m1717_unified_prepared.obj,0.000000,3.135342,0.043977,0.524729,0.000000,1.021944,0.000000,0.207977,0.000000,0.005475
Door\m1718_unified_prepared.obj,0.000000,3.139020,0.037442,0.529285,0.000000,1.037277,0.000000,0.193068,0.000000,0.005236
Door\m1720_unified_prepared.obj,0.000000,3.140715,0.138315,0.582614,0.000000,1.080341,0.000000,0.231584,0.000000,0.004629
Door\m1721_unified_prepared.obj,0.000000,3.140428,0.021315,0.539350,0.000000,0.846819,0.000000,0.204972,0.000000,0.002129
Door\m1722_unified_prepared.obj,0.000000,3.138292,0.104142,0.588153,0.000000,1.093090,0.000000,0.189417,0.000000,0.008693
Door\m1723_unified_prepared.obj,0.000000,3.139917,0.008282,0.544944,0.000000,1.073480,0.000000,0.285885,0.000000,0.003540
Door\m1724_unified_prepared.obj,0.000000,3.141585,0.003237,0.558842,0.000000,1.052798,0.000000,0.247820,0.000000,0.003939
Door\m1725_unified_prepared.obj,0.000000,3.138531,0.034339,0.636063,0.000000,0.994742,0.000000,0.196910,0.000000,0.004390
Door\m1726_unified_prepared.obj,0.000000,3.139697,0.006369,0.601438,0.000000,0.884486,0.000000,0.120732,0.000000,0.001686
Door\m1727_unified_prepared.obj,0.000000,3.140756,0.023682,0.505738,0.000000,0.973797,0.000000,0.209073,0.000000,0.003022
Door\m1728_unified_prepared.obj,0.000000,3.139592,0.023685,0.731844,0.000000,1.404705,0.000000,0.484174,0.000000,0.010634
Door\m1729_unified_prepared.obj,0.000000,3.139760,0.006674,0.570869,0.000000,1.062599,0.000000,0.274784,0.000000,0.013062
Door\m1730_unified_prepared.obj,0.000000,3.140946,0.006674,0.570869,0.000000,1.058133,0.000000,0.280521,0.000000,0.014352
Door\m1731_unified_prepared.obj,0.000000,3.140009,0.044445,0.632991,0.000000,1.206373,0.000000,0.354599,0.000000,0.009904
Door\m1732_unified_prepared.obj,0.000000,3.141159,0.047852,0.555995,0.000000,1.000165,0.000000,0.233827,0.000000,0.003363
Drum\D00026_unified_prepared.obj,0.000000,3.133530,0.194801,0.604102,0.000000,1.036949,0.000000,0.210890,0.000000,0.019716
Drum\D00063_unified_prepared.obj,0.000000,3.126705,0.280417,0.514354,0.000000,1.005853,0.000000,0.304923,0.000000,0.061522
Drum\D00115_unified_prepared.obj,0.000000,3.141593,0.344682,0.610328,0.000000,1.218596,0.000000,0.365134,0.000000,0.071683
Drum\D00163_unified_prepared.obj,0.000000,3.141253,0.166767,0.591887,0.000000,1.079375,0.000000,0.340342,0.000000,0.072730
Drum\D00189_unified_prepared.obj,0.000000,3.135752,0.144632,0.607346,0.000000,1.081983,0.000000,0.266911,0.000000,0.029547
Drum\D00193_unified_prepared.obj,0.000000,3.135734,0.018887,0.636505,0.000000,1.199060,0.000000,0.356030,0.000000,0.070612
Drum\D00297_unified_prepared.obj,0.000000,3.116919,0.182152,0.746815,0.000000,1.135076,0.000000,0.393891,0.000000,0.064608
