name,rectangularity
Chess\m1589_06_fill_holes_and_orientation.obj,0.043056
Chess\m1591_06_fill_holes_and_orientation.obj,0.081625
Chess\m1593_06_fill_holes_and_orientation.obj,0.154689
Chess\m1595_06_fill_holes_and_orientation.obj,0.066014
Chess\m1596_06_fill_holes_and_orientation.obj,0.226205
Chess\m1598_06_fill_holes_and_orientation.obj,0.180101
Chess\m1599_06_fill_holes_and_orientation.obj,0.178209
Chess\m1600_06_fill_holes_and_orientation.obj,0.240599
Chess\m1601_06_fill_holes_and_orientation.obj,0.210905
Chess\m1602_06_fill_holes_and_orientation.obj,0.242883
Chess\m1603_06_fill_holes_and_orientation.obj,0.248055
Chess\m1604_06_fill_holes_and_orientation.obj,0.299381
Chess\m1605_06_fill_holes_and_orientation.obj,0.271812
Chess\m1606_06_fill_holes_and_orientation.obj,0.146267
Chess\m1607_06_fill_holes_and_orientation.obj,0.285458
Chess\m1608_06_fill_holes_and_orientation.obj,0.189464
Chess\m1609_06_fill_holes_and_orientation.obj,0.268129
Chess\m1610_06_fill_holes_and_orientation.obj,0.222181
Chess\m1611_06_fill_holes_and_orientation.obj,0.278885
Chess\m1612_06_fill_holes_and_orientation.obj,0.219863
Chess\m1613_06_fill_holes_and_orientation.obj,0.234827
Chess\m1614_06_fill_holes_and_orientation.obj,0.236369
City\D01001_06_fill_holes_and_orientation.obj,0.052213
City\D01007_06_fill_holes_and_orientation.obj,0.028827
City\D01010_06_fill_holes_and_orientation.obj,0.055315
City\D01018_06_fill_holes_and_orientation.obj,0.078700
City\D01039_06_fill_holes_and_orientation.obj,0.030441
City\D01056_06_fill_holes_and_orientation.obj,0.044719
City\D01066_06_fill_holes_and_orientation.obj,0.034444
City\D01068_06_fill_holes_and_orientation.obj,0.077069
City\D01079_06_fill_holes_and_orientation.obj,0.038283
City\D01090_06_fill_holes_and_orientation.obj,0.076809
City\D01091_06_fill_holes_and_orientation.obj,0.023035
City\D01092_06_fill_holes_and_orientation.obj,0.028028
City\D01101_06_fill_holes_and_orientation.obj,0.009405
City\D01103_06_fill_holes_and_orientation.obj,0.037232
City\D01124_06_fill_holes_and_orientation.obj,0.076230
City\D01133_06_fill_holes_and_orientation.obj,0.038910
City\D01173_06_fill_holes_and_orientation.obj,0.015112
City\D01181_06_fill_holes_and_orientation.obj,0.060451
City\D01192_06_fill_holes_and_orientation.obj,0.086120
City\D01195_06_fill_holes_and_orientation.obj,0.017993
City\m1652_06_fill_holes_and_orientation.obj,0.037233
City\m1654_06_fill_holes_and_orientation.obj,0.071534
City\m1659_06_fill_holes_and_orientation.obj,0.038812
City\m1660_06_fill_holes_and_orientation.obj,0.015112
City\m1661_06_fill_holes_and_orientation.obj,0.029557
City\m1662_06_fill_holes_and_orientation.obj,0.038283
City\m1664_06_fill_holes_and_orientation.obj,0.055550
ClassicPiano\D00005_06_fill_holes_and_orientation.obj,0.115871
ClassicPiano\D00009_06_fill_holes_and_orientation.obj,0.070397
ClassicPiano\D00034_06_fill_holes_and_orientation.obj,0.194022
ClassicPiano\D00092_06_fill_holes_and_orientation.obj,0.079778
ClassicPiano\D00120_06_fill_holes_and_orientation.obj,0.067007
ClassicPiano\D00190_06_fill_holes_and_orientation.obj,0.118192
ClassicPiano\D00233_06_fill_holes_and_orientation.obj,0.053191
ClassicPiano\D00254_06_fill_holes_and_orientation.obj,0.025895
ClassicPiano\D00279_06_fill_holes_and_orientation.obj,0.078479
ClassicPiano\D00305_06_fill_holes_and_orientation.obj,0.094445
ClassicPiano\D00314_06_fill_holes_and_orientation.obj,0.063225
ClassicPiano\D00561_06_fill_holes_and_orientation.obj,0.051917
ClassicPiano\D00579_06_fill_holes_and_orientation.obj,0.052004
ClassicPiano\D00605_06_fill_holes_and_orientation.obj,0.016434
ClassicPiano\D00784_06_fill_holes_and_orientation.obj,0.053073
ClassicPiano\D00789_06_fill_holes_and_orientation.obj,0.013212
ClassicPiano\D00811_06_fill_holes_and_orientation.obj,0.019092
ClassicPiano\D00845_06_fill_holes_and_orientation.obj,0.065008
ClassicPiano\D00967_06_fill_holes_and_orientation.obj,0.153567
ClassicPiano\D00983_06_fill_holes_and_orientation.obj,0.107451
Computer\D01002_06_fill_holes_and_orientation.obj,0.090900
Computer\D01023_06_fill_holes_and_orientation.obj,0.051682
Computer\D01026_06_fill_holes_and_orientation.obj,0.118463
Computer\D01028_06_fill_holes_and_orientation.obj,0.145976
Computer\D01033_06_fill_holes_and_orientation.obj,0.148550
Computer\D01037_06_fill_holes_and_orientation.obj,0.244388
Computer\D01067_06_fill_holes_and_orientation.obj,0.146444
Computer\D01070_06_fill_holes_and_orientation.obj,0.370795
Computer\D01071_06_fill_holes_and_orientation.obj,0.200182
Computer\D01072_06_fill_holes_and_orientation.obj,0.139390
Computer\D01073_06_fill_holes_and_orientation.obj,0.194278
Computer\D01082_06_fill_holes_and_orientation.obj,0.225287
Computer\D01085_06_fill_holes_and_orientation.obj,0.512240
Computer\D01098_06_fill_holes_and_orientation.obj,0.162851
Computer\D01100_06_fill_holes_and_orientation.obj,0.149977
Computer\D01102_06_fill_holes_and_orientation.obj,0.111875
Computer\D01115_06_fill_holes_and_orientation.obj,0.161829
Computer\D01128_06_fill_holes_and_orientation.obj,0.187959
Computer\D01164_06_fill_holes_and_orientation.obj,0.174508
Computer\D01185_06_fill_holes_and_orientation.obj,0.137992
Computer\m1764_06_fill_holes_and_orientation.obj,0.162850
Computer\m1765_06_fill_holes_and_orientation.obj,0.134652
Computer\m1766_06_fill_holes_and_orientation.obj,0.179041
Computer\m1767_06_fill_holes_and_orientation.obj,0.099250
Computer\m1769_06_fill_holes_and_orientation.obj,0.512240
Computer\m1770_06_fill_holes_and_orientation.obj,0.149849
Computer\m1772_06_fill_holes_and_orientation.obj,0.188711
Computer\m1773_06_fill_holes_and_orientation.obj,0.145976
Computer\m1774_06_fill_holes_and_orientation.obj,0.147543
Computer\m1775_06_fill_holes_and_orientation.obj,0.129630
Computer\m1776_06_fill_holes_and_orientation.obj,0.136644
Computer\m1777_06_fill_holes_and_orientation.obj,0.146250
Computer\m1778_06_fill_holes_and_orientation.obj,0.140674
ComputerKeyboard\D00116_06_fill_holes_and_orientation.obj,0.424236
ComputerKeyboard\D00127_06_fill_holes_and_orientation.obj,0.668527
ComputerKeyboard\D00197_06_fill_holes_and_orientation.obj,0.601023
ComputerKeyboard\D00278_06_fill_holes_and_orientation.obj,0.300215
ComputerKeyboard\D00360_06_fill_holes_and_orientation.obj,0.376066
ComputerKeyboard\D00382_06_fill_holes_and_orientation.obj,0.420993
ComputerKeyboard\D00420_06_fill_holes_and_orientation.obj,0.075242
ComputerKeyboard\D00493_06_fill_holes_and_orientation.obj,0.384751
ComputerKeyboard\D00525_06_fill_holes_and_orientation.obj,0.471048
ComputerKeyboard\D00569_06_fill_holes_and_orientation.obj,0.534213
ComputerKeyboard\D00597_06_fill_holes_and_orientation.obj,0.413910
ComputerKeyboard\D00600_06_fill_holes_and_orientation.obj,0.064920
ComputerKeyboard\D00627_06_fill_holes_and_orientation.obj,0.244264
ComputerKeyboard\D00654_06_fill_holes_and_orientation.obj,0.298371
ComputerKeyboard\D00673_06_fill_holes_and_orientation.obj,0.058186
ComputerKeyboard\D00676_06_fill_holes_and_orientation.obj,0.389790
ComputerKeyboard\D00692_06_fill_holes_and_orientation.obj,0.471151
ComputerKeyboard\D00805_06_fill_holes_and_orientation.obj,0.550258
ComputerKeyboard\D00905_06_fill_holes_and_orientation.obj,0.618105
ComputerKeyboard\D00990_06_fill_holes_and_orientation.obj,0.224395
Cup\D00035_06_fill_holes_and_orientation.obj,0.181081
Cup\D00067_06_fill_holes_and_orientation.obj,0.050881
Cup\D00174_06_fill_holes_and_orientation.obj,0.059674
Cup\D00206_06_fill_holes_and_orientation.obj,0.018935
Cup\D00214_06_fill_holes_and_orientation.obj,0.031844
Cup\D00270_06_fill_holes_and_orientation.obj,0.093561
Cup\D00328_06_fill_holes_and_orientation.obj,0.121712
Cup\D00355_06_fill_holes_and_orientation.obj,0.062504
Cup\D00363_06_fill_holes_and_orientation.obj,0.037272
Cup\D00457_06_fill_holes_and_orientation.obj,0.057112
Cup\D00463_06_fill_holes_and_orientation.obj,0.045829
Cup\D00519_06_fill_holes_and_orientation.obj,0.181502
Cup\D00550_06_fill_holes_and_orientation.obj,0.060658
Cup\D00587_06_fill_holes_and_orientation.obj,0.071509
Cup\D00638_06_fill_holes_and_orientation.obj,0.074773
Cup\D00642_06_fill_holes_and_orientation.obj,0.140706
Cup\D00738_06_fill_holes_and_orientation.obj,0.274352
Cup\D00843_06_fill_holes_and_orientation.obj,0.156072
Cup\D00874_06_fill_holes_and_orientation.obj,0.042246
Cup\D00882_06_fill_holes_and_orientation.obj,0.119891
Cup\m494_06_fill_holes_and_orientation.obj,0.038987
Cup\m495_06_fill_holes_and_orientation.obj,0.040359
Cup\m496_06_fill_holes_and_orientation.obj,0.171123
Cup\m497_06_fill_holes_and_orientation.obj,0.249719
Cup\m498_06_fill_holes_and_orientation.obj,0.203430
Cup\m499_06_fill_holes_and_orientation.obj,0.020099
Cup\m500_06_fill_holes_and_orientation.obj,0.219299
Cup\m501_06_fill_holes_and_orientation.obj,0.069037
Cup\m502_06_fill_holes_and_orientation.obj,0.132204
Cup\m526_06_fill_holes_and_orientation.obj,0.422797
DeskLamp\D00048_06_fill_holes_and_orientation.obj,0.275728
DeskLamp\D00090_06_fill_holes_and_orientation.obj,0.112078
DeskLamp\D00147_06_fill_holes_and_orientation.obj,0.008787
DeskLamp\D00257_06_fill_holes_and_orientation.obj,0.050857
DeskLamp\D00268_06_fill_holes_and_orientation.obj,0.012049
DeskLamp\D00330_06_fill_holes_and_orientation.obj,0.010879
DeskLamp\D00378_06_fill_holes_and_orientation.obj,0.080675
DeskLamp\D00435_06_fill_holes_and_orientation.obj,0.066336
DeskLamp\D00455_06_fill_holes_and_orientation.obj,0.008453
DeskLamp\D00531_06_fill_holes_and_orientation.obj,0.048980
DeskLamp\D00547_06_fill_holes_and_orientation.obj,0.050592
DeskLamp\D00686_06_fill_holes_and_orientation.obj,0.060627
DeskLamp\D00693_06_fill_holes_and_orientation.obj,0.038202
DeskLamp\D00698_06_fill_holes_and_orientation.obj,0.072074
DeskLamp\D00715_06_fill_holes_and_orientation.obj,0.023979
DeskLamp\D00744_06_fill_holes_and_orientation.obj,0.067315
DeskLamp\D00759_06_fill_holes_and_orientation.obj,0.167418
DeskLamp\D00776_06_fill_holes_and_orientation.obj,0.059143
DeskLamp\D00797_06_fill_holes_and_orientation.obj,0.017609
DeskLamp\D00912_06_fill_holes_and_orientation.obj,0.060124
DeskLamp\m603_06_fill_holes_and_orientation.obj,0.082772
DeskLamp\m604_06_fill_holes_and_orientation.obj,0.018748
DeskLamp\m605_06_fill_holes_and_orientation.obj,0.106203
DeskLamp\m606_06_fill_holes_and_orientation.obj,0.054559
DeskLamp\m608_06_fill_holes_and_orientation.obj,0.136155
DeskLamp\m609_06_fill_holes_and_orientation.obj,0.053117
DeskLamp\m611_06_fill_holes_and_orientation.obj,0.033270
DeskLamp\m613_06_fill_holes_and_orientation.obj,0.028493
DeskLamp\m614_06_fill_holes_and_orientation.obj,0.038910
DeskLamp\m615_06_fill_holes_and_orientation.obj,0.026300
DeskLamp\m616_06_fill_holes_and_orientation.obj,0.029539
DeskPhone\D00118_06_fill_holes_and_orientation.obj,0.400605
DeskPhone\D00135_06_fill_holes_and_orientation.obj,0.174484
DeskPhone\D00154_06_fill_holes_and_orientation.obj,0.274592
DeskPhone\D00220_06_fill_holes_and_orientation.obj,0.228428
DeskPhone\D00316_06_fill_holes_and_orientation.obj,0.231700
DeskPhone\D00318_06_fill_holes_and_orientation.obj,0.140881
DeskPhone\D00403_06_fill_holes_and_orientation.obj,0.088290
DeskPhone\D00486_06_fill_holes_and_orientation.obj,0.230081
DeskPhone\D00511_06_fill_holes_and_orientation.obj,0.205916
DeskPhone\D00556_06_fill_holes_and_orientation.obj,0.339757
DeskPhone\D00576_06_fill_holes_and_orientation.obj,0.153835
DeskPhone\D00680_06_fill_holes_and_orientation.obj,0.639893
DeskPhone\D00706_06_fill_holes_and_orientation.obj,0.524356
DeskPhone\D00773_06_fill_holes_and_orientation.obj,0.111491
DeskPhone\D00829_06_fill_holes_and_orientation.obj,0.157370
DeskPhone\D00894_06_fill_holes_and_orientation.obj,0.185827
DeskPhone\D00897_06_fill_holes_and_orientation.obj,0.201737
DeskPhone\D00899_06_fill_holes_and_orientation.obj,0.188277
DeskPhone\D00957_06_fill_holes_and_orientation.obj,0.197285
DeskPhone\D00958_06_fill_holes_and_orientation.obj,0.431102
Door\D01005_06_fill_holes_and_orientation.obj,0.197808
Door\D01029_06_fill_holes_and_orientation.obj,0.009982
Door\D01052_06_fill_holes_and_orientation.obj,0.351258
Door\D01058_06_fill_holes_and_orientation.obj,0.083472
Door\D01062_06_fill_holes_and_orientation.obj,0.241741
Door\D01076_06_fill_holes_and_orientation.obj,0.326044
Door\D01104_06_fill_holes_and_orientation.obj,0.224020
Door\D01114_06_fill_holes_and_orientation.obj,0.161636
Door\D01121_06_fill_holes_and_orientation.obj,0.875013
Door\D01129_06_fill_holes_and_orientation.obj,0.081031
Door\D01136_06_fill_holes_and_orientation.obj,0.221029
Door\D01141_06_fill_holes_and_orientation.obj,0.277111
Door\D01144_06_fill_holes_and_orientation.obj,0.331620
Door\D01155_06_fill_holes_and_orientation.obj,0.169821
Door\D01158_06_fill_holes_and_orientation.obj,0.093613
Door\D01167_06_fill_holes_and_orientation.obj,0.355219
Door\D01177_06_fill_holes_and_orientation.obj,0.157700
Door\D01194_06_fill_holes_and_orientation.obj,0.000502
Door\m1707_06_fill_holes_and_orientation.obj,0.009982
Door\m1708_06_fill_holes_and_orientation.obj,0.875013
Door\m1710_06_fill_holes_and_orientation.obj,0.075421
Door\m1711_06_fill_holes_and_orientation.obj,0.314130
Door\m1712_06_fill_holes_and_orientation.obj,0.326040
Door\m1713_06_fill_holes_and_orientation.obj,0.195846
Door\m1714_06_fill_holes_and_orientation.obj,0.232183
Door\m1715_06_fill_holes_and_orientation.obj,0.591190
Door\m1716_06_fill_holes_and_orientation.obj,0.277111
Door\m1717_06_fill_holes_and_orientation.obj,0.084058
Door\m1718_06_fill_holes_and_orientation.obj,0.081032
Door\m1720_06_fill_holes_and_orientation.obj,0.259407
Door\m1721_06_fill_holes_and_orientation.obj,0.102001
Door\m1722_06_fill_holes_and_orientation.obj,0.207725
Door\m1723_06_fill_holes_and_orientation.obj,0.216030
Door\m1724_06_fill_holes_and_orientation.obj,0.264087
Door\m1725_06_fill_holes_and_orientation.obj,0.024474
Door\m1726_06_fill_holes_and_orientation.obj,0.226774
Door\m1727_06_fill_holes_and_orientation.obj,0.140340
Door\m1728_06_fill_holes_and_orientation.obj,0.335520
Door\m1729_06_fill_holes_and_orientation.obj,0.078869
Door\m1730_06_fill_holes_and_orientation.obj,0.078869
Door\m1731_06_fill_holes_and_orientation.obj,0.110969
Door\m1732_06_fill_holes_and_orientation.obj,0.139439
Drum\D00026_06_fill_holes_and_orientation.obj,0.067187
Drum\D00063_06_fill_holes_and_orientation.obj,0.235025
Drum\D00115_06_fill_holes_and_orientation.obj,0.775581
Drum\D00163_06_fill_holes_and_orientation.obj,0.264976
Drum\D00189_06_fill_holes_and_orientation.obj,0.145153
Drum\D00193_06_fill_holes_and_orientation.obj,0.603563
Drum\D00297_06_fill_holes_and_orientation.obj,0.064123
Drum\D00298_06_fill_holes_and_orientation.obj,0.323466
Drum\D00308_06_fill_holes_and_orientation.obj,0.354070
Drum\D00375_06_fill_holes_and_orientation.obj,0.373583
Drum\D00383_06_fill_holes_and_orientation.obj,0.308704
Drum\D00404_06_fill_holes_and_orientation.obj,0.246600
Drum\D00551_06_fill_holes_and_orientation.obj,0.112585
Drum\D00557_06_fill_holes_and_orientation.obj,0.042104
Drum\D00596_06_fill_holes_and_orientation.obj,0.386109
Drum\D00709_06_fill_holes_and_orientation.obj,0.581593
Drum\D00939_06_fill_holes_and_orientation.obj,0.173352
Drum\D00951_06_fill_holes_and_orientation.obj,0.151671
Drum\D00980_06_fill_holes_and_orientation.obj,1.047308
Drum\D00982_06_fill_holes_and_orientation.obj,0.157611
Fish\D00012_06_fill_holes_and_orientation.obj,0.100321
Fish\D00022_06_fill_holes_and_orientation.obj,0.099070
Fish\D00024_06_fill_holes_and_orientation.obj,0.115350
Fish\D00030_06_fill_holes_and_orientation.obj,0.123998
Fish\D00142_06_fill_holes_and_orientation.obj,0.075740
Fish\D00165_06_fill_holes_and_orientation.obj,0.099995
Fish\D00251_06_fill_holes_and_orientation.obj,0.119133
Fish\D00293_06_fill_holes_and_orientation.obj,0.102127
Fish\D00351_06_fill_holes_and_orientation.obj,0.064714
Fish\D00398_06_fill_holes_and_orientation.obj,0.124559
Fish\D00450_06_fill_holes_and_orientation.obj,0.082212
Fish\D00535_06_fill_holes_and_orientation.obj,0.053111
Fish\D00633_06_fill_holes_and_orientation.obj,0.099554
Fish\D00636_06_fill_holes_and_orientation.obj,0.100973
Fish\D00643_06_fill_holes_and_orientation.obj,0.069471
Fish\D00682_06_fill_holes_and_orientation.obj,0.078853
Fish\D00748_06_fill_holes_and_orientation.obj,0.117375
Fish\D00763_06_fill_holes_and_orientation.obj,0.088587
Fish\D00850_06_fill_holes_and_orientation.obj,0.090891
Fish\D00950_06_fill_holes_and_orientation.obj,0.062957
FloorLamp\D00028_06_fill_holes_and_orientation.obj,0.025423
FloorLamp\D00093_06_fill_holes_and_orientation.obj,0.011970
FloorLamp\D00186_06_fill_holes_and_orientation.obj,0.029867
FloorLamp\D00211_06_fill_holes_and_orientation.obj,0.067285
FloorLamp\D00228_06_fill_holes_and_orientation.obj,0.025432
FloorLamp\D00388_06_fill_holes_and_orientation.obj,0.045748
FloorLamp\D00400_06_fill_holes_and_orientation.obj,0.017887
FloorLamp\D00408_06_fill_holes_and_orientation.obj,0.100199
FloorLamp\D00447_06_fill_holes_and_orientation.obj,0.060991
FloorLamp\D00495_06_fill_holes_and_orientation.obj,0.060888
FloorLamp\D00563_06_fill_holes_and_orientation.obj,0.031968
FloorLamp\D00580_06_fill_holes_and_orientation.obj,0.016996
FloorLamp\D00740_06_fill_holes_and_orientation.obj,0.020309
FloorLamp\D00856_06_fill_holes_and_orientation.obj,0.023046
FloorLamp\D00875_06_fill_holes_and_orientation.obj,0.173544
FloorLamp\D00876_06_fill_holes_and_orientation.obj,0.169471
FloorLamp\D00888_06_fill_holes_and_orientation.obj,0.123588
FloorLamp\D00924_06_fill_holes_and_orientation.obj,0.033185
FloorLamp\D00955_06_fill_holes_and_orientation.obj,0.048520
FloorLamp\D00981_06_fill_holes_and_orientation.obj,0.090528
FloorLamp\m617_06_fill_holes_and_orientation.obj,0.067841
FloorLamp\m618_06_fill_holes_and_orientation.obj,0.119978
FloorLamp\m619_06_fill_holes_and_orientation.obj,0.151817
FloorLamp\m620_06_fill_holes_and_orientation.obj,0.037931
FloorLamp\m621_06_fill_holes_and_orientation.obj,0.058167
Glasses\D00050_06_fill_holes_and_orientation.obj,0.013971
Glasses\D00201_06_fill_holes_and_orientation.obj,0.003465
Glasses\D00225_06_fill_holes_and_orientation.obj,0.021856
Glasses\D00432_06_fill_holes_and_orientation.obj,0.009612
Glasses\D00475_06_fill_holes_and_orientation.obj,0.002262
Glasses\D00507_06_fill_holes_and_orientation.obj,0.013974
Glasses\D00560_06_fill_holes_and_orientation.obj,0.009455
Glasses\D00575_06_fill_holes_and_orientation.obj,0.009514
Glasses\D00630_06_fill_holes_and_orientation.obj,0.010920
Glasses\D00640_06_fill_holes_and_orientation.obj,0.005191
Glasses\D00656_06_fill_holes_and_orientation.obj,0.024013
Glasses\D00660_06_fill_holes_and_orientation.obj,0.010016
Glasses\D00717_06_fill_holes_and_orientation.obj,0.016918
Glasses\D00730_06_fill_holes_and_orientation.obj,0.004987
Glasses\D00813_06_fill_holes_and_orientation.obj,0.005504
Glasses\D00816_06_fill_holes_and_orientation.obj,0.005220
Glasses\D00877_06_fill_holes_and_orientation.obj,0.008342
Glasses\D00883_06_fill_holes_and_orientation.obj,0.007372
Glasses\D00994_06_fill_holes_and_orientation.obj,0.002819
Guitar\D00023_06_fill_holes_and_orientation.obj,0.171574
Guitar\D00041_06_fill_holes_and_orientation.obj,0.191894
Guitar\D00076_06_fill_holes_and_orientation.obj,0.058011
Guitar\D00097_06_fill_holes_and_orientation.obj,0.357307
Guitar\D00124_06_fill_holes_and_orientation.obj,0.256950
Guitar\D00222_06_fill_holes_and_orientation.obj,0.272436
Guitar\D00232_06_fill_holes_and_orientation.obj,0.101404
Guitar\D00335_06_fill_holes_and_orientation.obj,0.002343
Guitar\D00374_06_fill_holes_and_orientation.obj,0.122459
Guitar\D00414_06_fill_holes_and_orientation.obj,0.210262
Guitar\D00416_06_fill_holes_and_orientation.obj,0.232767
Guitar\D00461_06_fill_holes_and_orientation.obj,0.154619
Guitar\D00464_06_fill_holes_and_orientation.obj,0.199771
Guitar\D00494_06_fill_holes_and_orientation.obj,0.238287
Guitar\D00534_06_fill_holes_and_orientation.obj,0.071172
Guitar\D00549_06_fill_holes_and_orientation.obj,0.197334
Guitar\D00645_06_fill_holes_and_orientation.obj,0.216877
Guitar\D00655_06_fill_holes_and_orientation.obj,0.131986
Guitar\D00844_06_fill_holes_and_orientation.obj,0.357245
Guitar\D00849_06_fill_holes_and_orientation.obj,0.148426
Gun\D00103_06_fill_holes_and_orientation.obj,0.347356
Gun\D00137_06_fill_holes_and_orientation.obj,0.250605
Gun\D00140_06_fill_holes_and_orientation.obj,0.188106
Gun\D00153_06_fill_holes_and_orientation.obj,0.192789
Gun\D00161_06_fill_holes_and_orientation.obj,0.187050
Gun\D00204_06_fill_holes_and_orientation.obj,0.210998
Gun\D00207_06_fill_holes_and_orientation.obj,0.116397
Gun\D00209_06_fill_holes_and_orientation.obj,0.282097
Gun\D00239_06_fill_holes_and_orientation.obj,0.122077
Gun\D00244_06_fill_holes_and_orientation.obj,0.241083
Gun\D00282_06_fill_holes_and_orientation.obj,0.103641
Gun\D00368_06_fill_holes_and_orientation.obj,0.285089
Gun\D00425_06_fill_holes_and_orientation.obj,0.187053
Gun\D00477_06_fill_holes_and_orientation.obj,0.189101
Gun\D00606_06_fill_holes_and_orientation.obj,0.195853
Gun\D00802_06_fill_holes_and_orientation.obj,0.177829
Gun\D00819_06_fill_holes_and_orientation.obj,0.255521
Gun\D00826_06_fill_holes_and_orientation.obj,0.147636
Gun\D00929_06_fill_holes_and_orientation.obj,0.302411
Gun\D00972_06_fill_holes_and_orientation.obj,0.108854
Gun\m648_06_fill_holes_and_orientation.obj,0.142999
Gun\m649_06_fill_holes_and_orientation.obj,0.221487
Gun\m650_06_fill_holes_and_orientation.obj,0.141224
Gun\m651_06_fill_holes_and_orientation.obj,0.173367
Gun\m652_06_fill_holes_and_orientation.obj,0.214584
Gun\m653_06_fill_holes_and_orientation.obj,0.143481
Gun\m654_06_fill_holes_and_orientation.obj,0.516937
Gun\m655_06_fill_holes_and_orientation.obj,0.169147
Gun\m656_06_fill_holes_and_orientation.obj,0.120820
Gun\m657_06_fill_holes_and_orientation.obj,0.252205
Gun\m658_06_fill_holes_and_orientation.obj,0.299925
Gun\m659_06_fill_holes_and_orientation.obj,0.117750
Gun\m660_06_fill_holes_and_orientation.obj,0.034291
Gun\m661_06_fill_holes_and_orientation.obj,0.329818
Gun\m662_06_fill_holes_and_orientation.obj,0.465140
Gun\m663_06_fill_holes_and_orientation.obj,0.424761
Gun\m664_06_fill_holes_and_orientation.obj,0.279735
Gun\m665_06_fill_holes_and_orientation.obj,0.225635
Gun\m666_06_fill_holes_and_orientation.obj,0.179352
Gun\m667_06_fill_holes_and_orientation.obj,0.105091
Gun\m668_06_fill_holes_and_orientation.obj,0.118392
Gun\m669_06_fill_holes_and_orientation.obj,0.106765
Gun\m670_06_fill_holes_and_orientation.obj,0.131388
Gun\m671_06_fill_holes_and_orientation.obj,0.148921
Gun\m672_06_fill_holes_and_orientation.obj,0.273894
Gun\m674_06_fill_holes_and_orientation.obj,0.244001
Gun\m675_06_fill_holes_and_orientation.obj,0.144393
Gun\m676_06_fill_holes_and_orientation.obj,0.100192
Gun\m677_06_fill_holes_and_orientation.obj,0.305324
Gun\m678_06_fill_holes_and_orientation.obj,0.145251
Gun\m679_06_fill_holes_and_orientation.obj,0.189307
Gun\m680_06_fill_holes_and_orientation.obj,0.138520
Gun\m681_06_fill_holes_and_orientation.obj,0.164310
Gun\m682_06_fill_holes_and_orientation.obj,0.155914
Gun\m683_06_fill_holes_and_orientation.obj,0.148743
Gun\m684_06_fill_holes_and_orientation.obj,0.013969
Gun\m685_06_fill_holes_and_orientation.obj,0.292566
Gun\m686_06_fill_holes_and_orientation.obj,0.099238
Hand\D01006_06_fill_holes_and_orientation.obj,0.253329
Hand\D01020_06_fill_holes_and_orientation.obj,0.177276
Hand\D01022_06_fill_holes_and_orientation.obj,0.197219
Hand\D01024_06_fill_holes_and_orientation.obj,0.245767
Hand\D01041_06_fill_holes_and_orientation.obj,0.184137
Hand\D01060_06_fill_holes_and_orientation.obj,0.176188
Hand\D01074_06_fill_holes_and_orientation.obj,0.203131
Hand\D01093_06_fill_holes_and_orientation.obj,0.131386
Hand\D01097_06_fill_holes_and_orientation.obj,0.224604
Hand\D01106_06_fill_holes_and_orientation.obj,0.262479
Hand\D01117_06_fill_holes_and_orientation.obj,0.251574
Hand\D01118_06_fill_holes_and_orientation.obj,0.177536
Hand\D01153_06_fill_holes_and_orientation.obj,0.218516
Hand\D01162_06_fill_holes_and_orientation.obj,0.338081
Hand\D01170_06_fill_holes_and_orientation.obj,0.172239
Hand\D01172_06_fill_holes_and_orientation.obj,0.303751
Hand\D01193_06_fill_holes_and_orientation.obj,0.308293
Hand\D01197_06_fill_holes_and_orientation.obj,0.089483
Hand\D01198_06_fill_holes_and_orientation.obj,0.229597
Hand\D01200_06_fill_holes_and_orientation.obj,0.128153
Hand\m323_06_fill_holes_and_orientation.obj,0.303805
Hand\m324_06_fill_holes_and_orientation.obj,0.218539
Hand\m325_06_fill_holes_and_orientation.obj,0.181657
Hand\m326_06_fill_holes_and_orientation.obj,0.176284
Hand\m327_06_fill_holes_and_orientation.obj,0.293787
Hand\m328_06_fill_holes_and_orientation.obj,0.250580
Hand\m329_06_fill_holes_and_orientation.obj,0.225243
Hand\m330_06_fill_holes_and_orientation.obj,0.202178
Hand\m331_06_fill_holes_and_orientation.obj,0.196910
Hand\m332_06_fill_holes_and_orientation.obj,0.337724
Hand\m333_06_fill_holes_and_orientation.obj,0.289166
Hand\m334_06_fill_holes_and_orientation.obj,0.252299
Hand\m335_06_fill_holes_and_orientation.obj,0.253329
Hand\m336_06_fill_holes_and_orientation.obj,0.174386
Hand\m337_06_fill_holes_and_orientation.obj,0.229597
Hand\m338_06_fill_holes_and_orientation.obj,0.170814
Hand\m339_06_fill_holes_and_orientation.obj,0.262477
Hat\m1627_06_fill_holes_and_orientation.obj,0.187358
Hat\m1628_06_fill_holes_and_orientation.obj,0.041729
Hat\m1629_06_fill_holes_and_orientation.obj,0.026467
Hat\m1630_06_fill_holes_and_orientation.obj,0.140978
Hat\m1631_06_fill_holes_and_orientation.obj,0.140605
Hat\m1632_06_fill_holes_and_orientation.obj,0.006119
Hat\m1633_06_fill_holes_and_orientation.obj,0.172197
Hat\m1634_06_fill_holes_and_orientation.obj,0.397218
Hat\m1635_06_fill_holes_and_orientation.obj,0.095502
Hat\m1636_06_fill_holes_and_orientation.obj,0.033689
Hat\m1637_06_fill_holes_and_orientation.obj,0.014888
Hat\m1638_06_fill_holes_and_orientation.obj,0.120441
