shape,class,num_vertices,num_faces,face_types,bounding_box,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins,shape_file,name,class_b
m1673_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.302819;0.101347;0.041357;0.028086;0.020989;0.020849;0.026733;0.036736;0.051410;0.091324;0.054257;0.030702;0.020478;0.016940;0.014684;0.013832;0.015206;0.031414;0.053996;0.026843,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.124390;0.002439;0.001220;0.002439;0.313415;0.341463;0.008537;0.001220;0.003659;0.054878;0.000000;0.000000;0.000000;0.039024;0.000000;0.000000;0.000000;0.000000;0.107317,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.195950;0.129820;0.078510;0.033810;0.052610;0.120640;0.008970;0.023760;0.059850;0.001020;0.026050;0.061570;0.001240;0.028410;0.029730;0.002290;0.076670;0.067650;0.000740;0.000710,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.151800;0.175330;0.140290;0.158830;0.150520;0.097280;0.056220;0.033680;0.020220;0.012270;0.002100;0.000670;0.000460;0.000310;0.000010;0.000010;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.368540;0.260480;0.184330;0.122010;0.051010;0.012220;0.001240;0.000170;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1673_06_fill_holes_and_orientation.obj,Sign
m1674_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.187874;0.088961;0.072589;0.062136;0.060842;0.055525;0.048032;0.042986;0.049888;0.059859;0.052034;0.037318;0.030968;0.029985;0.027607;0.023494;0.022953;0.020966;0.018589;0.007393,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.003115;0.014019;0.026480;0.017134;0.222741;0.109034;0.037383;0.043614;0.342679;0.095016;0.028037;0.028037;0.000000;0.000000;0.000000;0.000000;0.000000;0.015576;0.017134,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.160190;0.067240;0.060610;0.063620;0.074390;0.049430;0.197820;0.089240;0.070080;0.027070;0.037540;0.026480;0.008570;0.010640;0.012700;0.004670;0.014560;0.009340;0.013630;0.002180,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.117240;0.152560;0.181890;0.110860;0.090850;0.077820;0.059050;0.043410;0.043480;0.035050;0.014710;0.018580;0.018720;0.005440;0.015960;0.006240;0.003180;0.002450;0.002080;0.000430,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.163040;0.271440;0.216390;0.141430;0.092660;0.057880;0.031030;0.016880;0.006460;0.002230;0.000530;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1674_06_fill_holes_and_orientation.obj,Sign
m1675_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.129401;0.109376;0.082077;0.076411;0.069277;0.061159;0.060636;0.054115;0.051151;0.058878;0.041225;0.035025;0.031680;0.029057;0.024636;0.019753;0.018879;0.018387;0.017131;0.011745,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.008511;0.029787;0.214894;0.165957;0.159574;0.172340;0.140426;0.000000;0.048936;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.048936;0.000000;0.000000;0.000000;0.010638,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.063950;0.114220;0.133340;0.136520;0.168530;0.190600;0.027880;0.007860;0.020720;0.017890;0.016020;0.006140;0.012250;0.021850;0.018060;0.009300;0.008380;0.011450;0.015040;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.072410;0.103970;0.167540;0.170810;0.159490;0.129950;0.082750;0.029870;0.027160;0.020000;0.014210;0.011340;0.006300;0.004100;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.365380;0.374040;0.158290;0.080720;0.016090;0.005030;0.000450;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m1675_06_fill_holes_and_orientation.obj,Sign
m42_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.106893;0.081794;0.081123;0.088071;0.074566;0.069069;0.069069;0.069200;0.067558;0.061791;0.049687;0.037783;0.032007;0.028433;0.024168;0.020113;0.016619;0.012414;0.007789;0.001852,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.005307;0.048349;0.086085;0.107901;0.111439;0.257665;0.339033;0.020637;0.005307;0.000590;0.005307;0.008255;0.002358;0.001179;0.000000;0.000590;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.128740;0.169330;0.138250;0.165170;0.113170;0.104720;0.092040;0.055230;0.015710;0.008710;0.004470;0.002620;0.001180;0.000360;0.000130;0.000070;0.000050;0.000030;0.000020;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.138160;0.176930;0.137270;0.183260;0.159890;0.088050;0.056660;0.032210;0.014420;0.007180;0.003960;0.001510;0.000440;0.000050;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.152030;0.238690;0.213350;0.147340;0.106870;0.071960;0.039220;0.016070;0.008230;0.003930;0.001820;0.000430;0.000060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m42_06_fill_holes_and_orientation.obj,Bird
m471_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.102971;0.103551;0.081200;0.071330;0.066355;0.066375;0.070469;0.074083;0.075074;0.067836;0.048858;0.032602;0.025155;0.023563;0.023693;0.023033;0.018768;0.014214;0.008498;0.002372,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.014698;0.030446;0.008924;0.000000;0.000525;0.017323;0.228346;0.327034;0.031496;0.055118;0.144357;0.127034;0.011024;0.003675;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.070650;0.190270;0.220650;0.213600;0.039450;0.006410;0.014360;0.023130;0.008510;0.009350;0.022280;0.018350;0.019970;0.036310;0.060290;0.012350;0.021310;0.011700;0.001060;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.029910;0.154770;0.236230;0.182790;0.104940;0.074430;0.077210;0.064280;0.046380;0.021990;0.005780;0.001240;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.038090;0.166690;0.230600;0.202440;0.149750;0.100380;0.064170;0.032530;0.011980;0.002880;0.000480;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m471_06_fill_holes_and_orientation.obj,BuildingNonResidential
m475_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.077981;0.109412;0.104225;0.093141;0.084500;0.075789;0.066837;0.059457;0.050646;0.043396;0.036107;0.031992;0.028697;0.027396;0.025503;0.026605;0.024572;0.018895;0.011635;0.003214,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.018742;0.033467;0.263722;0.343373;0.159304;0.082999;0.054886;0.018072;0.006024;0.014056;0.002008;0.000000;0.001339;0.002008;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.062840;0.155630;0.200460;0.202260;0.162260;0.105820;0.058750;0.029230;0.011100;0.006080;0.003210;0.001640;0.000440;0.000200;0.000070;0.000010;0.000000;0.000000;0.000000;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.043520;0.166830;0.230220;0.217850;0.156240;0.092150;0.050360;0.024190;0.011060;0.004710;0.001790;0.000700;0.000260;0.000100;0.000010;0.000000;0.000010;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.078400;0.245060;0.268140;0.190160;0.109500;0.057720;0.028430;0.012410;0.005980;0.002590;0.001140;0.000360;0.000070;0.000030;0.000000;0.000000;0.000010;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m475_06_fill_holes_and_orientation.obj,BuildingNonResidential
m487_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.124900;0.077661;0.066299;0.066309;0.068902;0.069442;0.071454;0.072525;0.077360;0.076379;0.059192;0.045938;0.034996;0.026728;0.020802;0.016207;0.012183;0.007958;0.004004;0.000761,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.004564;0.025355;0.014706;0.000000;0.030933;0.000000;0.012677;0.020791;0.007606;0.095842;0.155680;0.342799;0.289047;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.091990;0.263380;0.263630;0.019350;0.019500;0.016750;0.016810;0.013320;0.016150;0.011200;0.015810;0.016740;0.015740;0.016200;0.014870;0.015880;0.015580;0.078500;0.072140;0.006460,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.038830;0.202540;0.252430;0.065660;0.057270;0.063410;0.070410;0.072830;0.070610;0.059180;0.016980;0.013270;0.010680;0.005750;0.000150;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.043420;0.182740;0.220370;0.126020;0.111080;0.108110;0.090120;0.063380;0.028490;0.014100;0.008190;0.003210;0.000750;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m487_06_fill_holes_and_orientation.obj,Bottle
m541_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.025480;0.056485;0.077011;0.095676;0.107655;0.108886;0.103252;0.096176;0.082795;0.070145;0.059607;0.042954;0.029994;0.019365;0.012080;0.006685;0.003423;0.001541;0.000721;0.000070,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.191837;0.422449;0.117959;0.066939;0.200816;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.006780;0.015470;0.023030;0.028910;0.036860;0.042250;0.046630;0.052110;0.058970;0.068740;0.082630;0.092840;0.079860;0.084490;0.088020;0.085180;0.050550;0.030290;0.020550;0.005840,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.001650;0.003670;0.009770;0.016020;0.022890;0.031750;0.040440;0.048850;0.056740;0.065420;0.073060;0.081460;0.084050;0.085460;0.085400;0.081320;0.074370;0.066030;0.047780;0.023870,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.003190;0.004320;0.011860;0.019550;0.029050;0.037030;0.045890;0.054070;0.061240;0.066090;0.070970;0.072470;0.074280;0.072940;0.069430;0.065580;0.058200;0.051410;0.044220;0.088210,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m541_06_fill_holes_and_orientation.obj,Vase
m622_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.231792;0.078026;0.054922;0.042568;0.033844;0.032620;0.036050;0.047131;0.069021;0.104319;0.077174;0.045707;0.030785;0.022954;0.019705;0.015503;0.015112;0.016265;0.017649;0.008855,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.024523;0.000000;0.000000;0.000000;0.034060;0.000000;0.036785;0.000000;0.000000;0.000000;0.000000;0.179837;0.000000;0.625341;0.099455;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.298570;0.211730;0.062200;0.000000;0.046300;0.016360;0.000000;0.000000;0.014110;0.047690;0.000000;0.000000;0.000000;0.055600;0.002550;0.000000;0.000000;0.053140;0.191730;0.000020,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.216890;0.210480;0.060080;0.093280;0.106890;0.104930;0.091000;0.062010;0.035800;0.017170;0.001470;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.214670;0.206520;0.194060;0.198540;0.129500;0.046190;0.008880;0.001600;0.000040;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m622_06_fill_holes_and_orientation.obj,FloorLamp
m623_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.156672;0.099381;0.063044;0.064376;0.068656;0.067834;0.059997;0.057051;0.055768;0.062933;0.044855;0.034994;0.029503;0.025915;0.023851;0.021085;0.021315;0.020594;0.017227;0.004950,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.019588;0.027835;0.000000;0.000000;0.000000;0.081443;0.027835;0.014433;0.144330;0.071134;0.134021;0.248454;0.178351;0.052577;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.045540;0.142090;0.252880;0.131810;0.046440;0.021650;0.010490;0.020120;0.017700;0.012450;0.021970;0.010510;0.013610;0.033180;0.030640;0.048220;0.058790;0.049430;0.032380;0.000100,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.018870;0.092910;0.186020;0.191900;0.097520;0.082400;0.088360;0.084890;0.083050;0.050660;0.017900;0.004700;0.000800;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.028840;0.106450;0.186630;0.203670;0.158930;0.123380;0.099600;0.062080;0.022670;0.005990;0.001550;0.000190;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m623_06_fill_holes_and_orientation.obj,FloorLamp
m624_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.171932;0.112334;0.060019;0.046928;0.042765;0.040046;0.044420;0.059166;0.077253;0.081677;0.066740;0.048954;0.031750;0.025611;0.022180;0.018940;0.018177;0.015980;0.011456;0.003672,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.014610;0.009740;0.000000;0.000000;0.030844;0.000000;0.025974;0.000000;0.000000;0.300325;0.280844;0.150974;0.079545;0.038961;0.068182;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.104370;0.189880;0.145160;0.057210;0.063060;0.041820;0.012510;0.006330;0.025260;0.018580;0.000460;0.003200;0.030230;0.012430;0.002230;0.002570;0.112990;0.128660;0.042860;0.000190,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.043980;0.178780;0.149790;0.085970;0.082500;0.078700;0.083750;0.076220;0.066840;0.056810;0.030960;0.027160;0.021380;0.013700;0.003400;0.000060;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.056930;0.174470;0.159640;0.132900;0.137530;0.125370;0.097370;0.060810;0.030710;0.015980;0.007010;0.001280;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m624_06_fill_holes_and_orientation.obj,FloorLamp
m689_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.075379;0.092520;0.090169;0.085886;0.081583;0.079091;0.074408;0.069905;0.065433;0.062601;0.051704;0.040166;0.031951;0.027068;0.021774;0.017852;0.014139;0.010517;0.006054;0.001801,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.035032;0.284855;0.300071;0.240269;0.038924;0.017339;0.012739;0.065110;0.000000;0.003539;0.000000;0.000000;0.000000;0.000000;0.000000;0.001769;0.000000;0.000000;0.000000;0.000354,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.336130;0.415370;0.124360;0.091600;0.020590;0.001640;0.000390;0.002690;0.002830;0.000580;0.000290;0.001780;0.000710;0.000050;0.000180;0.000620;0.000150;0.000000;0.000040;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.304870;0.433860;0.199860;0.053140;0.004850;0.002220;0.000980;0.000130;0.000090;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.350450;0.438120;0.177110;0.031100;0.002740;0.000430;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m689_06_fill_holes_and_orientation.obj,Sword
