name,surface_area_before,volume_before,compactness_before,rectangularity_before,diameter_before,convexity_before,eccentricity_before,surface_area_after,volume_after,compactness_after,rectangularity_after,diameter_after,convexity_after,eccentricity_after
Cup\D00206_unified.obj,2.971636,0.045421,112.467406,0.498855,1.274717,5.822633,2.388813,3.028578,0.018732,700.025761,0.508414,1.274717,2.401267,2.389492
Cup\D00355_00_original.obj,2.476919,0.025337,209.294477,0.619349,1.695173,4.350085,26.162555,2.476919,0.025337,209.294477,0.619349,1.695173,4.350085,26.162555
Cup\D00355_02_translated.obj,2.476919,0.025337,209.294477,0.619349,1.695173,4.418931,26.162555,2.476919,0.025337,209.294477,0.619349,1.695173,4.418931,26.162555
Cup\D00355_03_aligned.obj,2.476919,0.025337,209.294655,0.661288,1.695173,1.466651,26.162552,2.476919,0.025337,209.294655,0.661288,1.695173,1.466651,26.162552
Cup\D00355_04_flipped.obj,2.476919,0.025337,209.294655,0.661288,1.695173,1.466651,26.162552,2.476919,0.025337,209.294655,0.661288,1.695173,1.466651,26.162552
Cup\D00355_05_scaled.obj,0.937691,0.005902,209.294476,0.661288,1.043009,1.982268,26.162551,0.937691,0.005902,209.294476,0.661288,1.043009,1.982268,26.162551
Cup\D00355_unified.obj,0.937691,0.005902,209.294476,0.661288,1.043009,1.982268,26.162551,0.937691,0.005902,209.294476,0.661288,1.043009,1.982268,26.162551
Cup\m501_00_original.obj,2.481280,0.027962,172.759938,0.744848,1.136884,0.840742,2.244616,2.513692,0.027953,179.728549,0.754578,1.136884,0.840485,2.223138
Cup\m501_01_remeshed.obj,2.481280,0.027962,172.760017,0.744848,1.136884,1.572261,2.894858,2.513692,0.027953,179.728616,0.754578,1.136884,1.571781,2.891923
Cup\m501_02_translated.obj,2.481280,0.028008,172.191816,0.744848,1.136884,15.489741,2.894858,2.513692,0.027953,179.727425,0.754578,1.136884,15.459578,2.891923
Cup\m501_03_aligned.obj,2.481280,0.028008,172.193102,0.744297,1.136884,11.483968,2.894858,2.513692,0.027953,179.728810,0.754020,1.136884,11.461604,2.891923
Cup\m501_04_flipped.obj,2.481280,0.028008,172.193102,0.744297,1.136884,203.018969,2.894858,2.513692,0.027953,179.728810,0.754020,1.136884,202.623605,2.891923
Cup\m501_05_scaled.obj,2.742811,0.032551,172.193239,0.744297,1.195298,0.688404,2.894858,2.778639,0.032487,179.728940,0.754020,1.195298,0.687064,2.891923
Cup\m501_unified.obj,2.742811,0.032551,172.193239,0.744297,1.195298,0.688404,2.894858,2.778639,0.032487,179.728940,0.754020,1.195298,0.687064,2.891923
DeskLamp\D00455_00_original.obj,0.908459,0.004058,402.545100,0.215788,1.628565,0.133223,86.234414,0.908459,0.004058,402.545100,0.215788,1.628565,0.133223,86.234414
DeskLamp\D00455_02_translated.obj,0.908459,0.004058,402.545100,0.215788,1.628565,0.116999,86.234414,0.908459,0.004058,402.545100,0.215788,1.628565,0.116999,86.234414
DeskLamp\D00455_03_aligned.obj,0.908460,0.004058,402.545374,0.222368,1.628564,0.105764,86.234416,0.908460,0.004058,402.545374,0.222368,1.628564,0.105764,86.234416
DeskLamp\D00455_04_flipped.obj,0.908460,0.004058,402.545374,0.222368,1.628564,0.130425,86.234416,0.908460,0.004058,402.545374,0.222368,1.628564,0.130425,86.234416
DeskLamp\D00455_05_scaled.obj,0.391869,0.001150,402.540775,0.222368,1.069603,0.094875,86.234400,0.391869,0.001150,402.540775,0.222368,1.069603,0.094875,86.234400
DeskLamp\D00455_unified.obj,0.391869,0.001150,402.540775,0.222368,1.069603,0.094875,86.234400,0.391869,0.001150,402.540775,0.222368,1.069603,0.094875,86.234400
DeskLamp\D00693_00_original.obj,1.998809,0.022771,136.174144,0.368857,1.907552,2.983176,20.716724,2.045657,0.024479,126.317630,0.377502,1.907552,3.206908,20.742736
DeskLamp\D00693_01_remeshed.obj,1.998808,0.022771,136.173602,0.368857,1.907552,0.568151,21.184338,2.045657,0.024479,126.317144,0.377502,1.907552,0.610761,21.186233
DeskLamp\D00693_02_translated.obj,1.998809,0.023494,127.923985,0.368857,1.907552,103.493046,21.184341,2.045657,0.024479,126.317170,0.377502,1.907552,107.832153,21.186236
DeskLamp\D00693_03_aligned.obj,1.998809,0.023494,127.924524,0.394033,1.907552,0.711123,21.184338,2.045657,0.024479,126.317661,0.403268,1.907552,0.740938,21.186233
DeskLamp\D00693_04_flipped.obj,1.998809,0.023494,127.924524,0.394033,1.907552,1.633975,21.184338,2.045657,0.024479,126.317661,0.403268,1.907552,1.702482,21.186233
DeskLamp\D00693_05_scaled.obj,0.566600,0.003546,127.924140,0.394032,1.015615,1.080911,21.184339,0.579880,0.003694,126.317345,0.403268,1.015615,1.126229,21.186234
DeskLamp\D00693_unified.obj,0.566600,0.003546,127.924140,0.394032,1.015615,1.080911,21.184339,0.579880,0.003694,126.317345,0.403268,1.015615,1.126229,21.186234
DeskLamp\D00715_00_original.obj,3.389620,0.045204,168.515636,0.380880,1.938763,0.433224,24.934545,3.389620,0.045204,168.515636,0.380880,1.938763,0.433224,24.934545
DeskLamp\D00715_01_remeshed.obj,3.389620,0.045204,168.515501,0.380880,1.938763,0.708573,26.518647,3.389620,0.045204,168.515501,0.380880,1.938763,0.708573,26.518647
DeskLamp\D00715_02_translated.obj,3.389620,0.045204,168.515423,0.380880,1.938763,1.179409,26.518642,3.389620,0.045204,168.515423,0.380880,1.938763,1.179409,26.518642
DeskLamp\D00715_03_aligned.obj,3.389620,0.045204,168.515797,0.356770,1.938762,0.768382,26.518642,3.389620,0.045204,168.515797,0.356770,1.938762,0.768382,26.518642
DeskLamp\D00715_04_flipped.obj,3.389620,0.045204,168.515797,0.356770,1.938762,1.902406,26.518642,3.389620,0.045204,168.515797,0.356770,1.938762,1.902406,26.518642
DeskLamp\D00715_05_scaled.obj,1.029287,0.007564,168.515939,0.356770,1.068360,0.482470,26.518642,1.029287,0.007564,168.515939,0.356770,1.068360,0.482470,26.518642
DeskLamp\D00715_unified.obj,1.029287,0.007564,168.515939,0.356770,1.068360,0.482470,26.518642,1.029287,0.007564,168.515939,0.356770,1.068360,0.482470,26.518642
DeskLamp\m603_00_original.obj,1.328359,0.026545,29.413128,0.375335,0.957012,0.461353,7.970627,1.328359,0.013945,106.582050,0.375335,0.957012,0.242360,7.970627
DeskLamp\m603_01_remeshed.obj,1.327723,0.026457,29.564839,0.375155,0.957012,0.651860,10.151378,1.328360,0.031966,20.281820,0.375335,0.957012,0.787591,10.152856
DeskLamp\m603_02_translated.obj,1.327723,0.026443,29.597700,0.375155,0.957012,15.522598,10.151381,1.328359,0.024211,35.356648,0.375335,0.957012,14.212483,10.152859
DeskLamp\m603_03_aligned.obj,1.327723,0.026443,29.597614,0.374396,0.957012,0.765168,10.151377,1.328359,0.024211,35.356475,0.374576,0.957012,0.700589,10.152856
DeskLamp\m603_04_flipped.obj,1.327723,0.026443,29.597614,0.374396,0.957012,0.851139,10.151377,1.328359,0.024211,35.356475,0.374576,0.957012,0.779304,10.152856
DeskLamp\m603_05_scaled.obj,1.687756,0.037897,29.597680,0.374397,1.078993,1.241872,10.151378,1.688565,0.034699,35.356492,0.374576,1.078993,1.137059,10.152857
DeskLamp\m603_unified.obj,1.687756,0.037897,29.597680,0.374397,1.078993,1.241872,10.151378,1.688565,0.034699,35.356492,0.374576,1.078993,1.137059,10.152857
DeskPhone\D00318_00_original.obj,3.732425,0.192299,12.432737,0.448652,1.642738,93.986427,6.200819,3.732425,0.192299,12.432737,0.448652,1.642738,93.986427,6.200819
DeskPhone\D00318_01_remeshed.obj,3.732425,0.192299,12.432735,0.448652,1.642738,60.257147,7.067453,3.732425,0.192299,12.432735,0.448652,1.642738,60.257147,7.067453
DeskPhone\D00318_02_translated.obj,3.732425,0.192299,12.432736,0.448652,1.642738,11.273621,7.067453,3.732425,0.192299,12.432736,0.448652,1.642738,11.273621,7.067453
DeskPhone\D00318_03_aligned.obj,3.732424,0.192299,12.432727,0.491563,1.642738,1.567328,7.067453,3.732424,0.192299,12.432727,0.491563,1.642738,1.567328,7.067453
DeskPhone\D00318_04_flipped.obj,3.732424,0.192299,12.432727,0.491563,1.642738,2.107468,7.067453,3.732424,0.192299,12.432727,0.491563,1.642738,2.107468,7.067453
DeskPhone\D00318_05_scaled.obj,1.517986,0.049876,12.432710,0.491563,1.047626,1.855864,7.067453,1.517986,0.049876,12.432710,0.491563,1.047626,1.855864,7.067453
DeskPhone\D00318_unified.obj,1.517986,0.049876,12.432710,0.491563,1.047626,1.855864,7.067453,1.517986,0.049876,12.432710,0.491563,1.047626,1.855864,7.067453
DeskPhone\D00680_00_original.obj,8.305263,0.621607,13.109181,1.259330,1.933719,31.885097,22.039643,8.544680,0.607585,14.942416,1.295633,1.933719,31.165834,21.784465
DeskPhone\D00680_01_remeshed.obj,8.298183,0.621529,13.078989,1.258257,1.933719,97.548916,23.236952,8.543715,0.609985,14.820070,1.295487,1.933719,95.737038,23.216241
DeskPhone\D00680_02_translated.obj,8.298183,0.620107,13.139046,1.258257,1.933719,19.291423,23.236957,8.543714,0.609984,14.820074,1.295487,1.933719,18.976520,23.216245
DeskPhone\D00680_03_aligned.obj,8.298181,0.620106,13.139048,1.229799,1.933720,8.218184,23.236954,8.543713,0.609984,14.820075,1.266187,1.933720,8.084035,23.216243
DeskPhone\D00680_04_flipped.obj,8.298181,0.620106,13.139048,1.229799,1.933720,53.948444,23.236954,8.543713,0.609984,14.820075,1.266187,1.933720,53.067817,23.216243
DeskPhone\D00680_05_scaled.obj,3.536716,0.172541,13.139040,1.229799,1.262414,59.018637,23.236958,3.641363,0.169725,14.820071,1.266187,1.262414,58.055244,23.216247
DeskPhone\D00680_unified.obj,3.536716,0.172541,13.139040,1.229799,1.262414,59.018637,23.236958,3.641363,0.169725,14.820071,1.266187,1.262414,58.055244,23.216247
Door\D01143_00_original.obj,1.063632,0.004553,513.322814,0.913728,1.087991,0.769569,226.442139,1.063632,0.004553,513.322814,0.913728,1.087991,0.769569,226.442139
Door\D01143_01_remeshed.obj,1.063632,0.004553,513.322795,0.913728,1.087991,0.769569,241.001794,1.063632,0.004553,513.322795,0.913728,1.087991,0.769569,241.001794
Door\D01143_02_translated.obj,1.063631,0.004553,513.321792,0.913729,1.087991,2.268749,241.003512,1.063631,0.004553,513.321792,0.913729,1.087991,2.268749,241.003512
Door\D01143_03_aligned.obj,1.063633,0.004553,513.306061,0.906494,1.087992,1.634261,241.003407,1.063633,0.004553,513.306061,0.906494,1.087992,1.634261,241.003407
Door\D01143_04_flipped.obj,1.063633,0.004553,513.306061,0.906494,1.087992,1.582133,241.003407,1.063633,0.004553,513.306061,0.906494,1.087992,1.582133,241.003407
Door\D01143_05_scaled.obj,1.173399,0.005275,513.300639,0.906496,1.142754,2.094859,241.003086,1.173399,0.005275,513.300639,0.906496,1.142754,2.094859,241.003086
Door\D01143_unified.obj,1.173399,0.005275,513.300639,0.906496,1.142754,2.094859,241.003086,1.173399,0.005275,513.300639,0.906496,1.142754,2.094859,241.003086
Door\D01167_00_original.obj,1.748344,0.016026,183.991807,1.279648,1.118887,0.721260,281.510798,1.735605,0.040824,27.737943,1.270324,1.118887,1.837342,281.510798
Door\D01167_01_remeshed.obj,1.531130,0.012166,214.442041,1.120665,1.118887,0.546487,414.588743,1.870920,0.011440,442.460596,1.369364,1.118887,0.513881,414.800515
Door\D01167_02_translated.obj,1.531130,0.010385,294.314936,1.120665,1.118887,2.711124,414.588684,1.870920,0.012857,350.289605,1.369364,1.118887,3.356654,414.800458
Door\D01167_03_aligned.obj,1.531133,0.010384,294.317413,1.081279,1.118887,6.999638,414.587132,1.870924,0.012857,350.288419,1.321238,1.118887,8.666333,414.798903
Door\D01167_04_flipped.obj,1.531133,0.010384,294.317413,1.081279,1.118887,6.999638,414.587132,1.870924,0.012857,350.288419,1.321238,1.118887,8.666333,414.798903
Door\D01167_05_scaled.obj,1.616667,0.011267,294.318464,1.081279,1.149715,3.743957,414.586958,1.975440,0.013949,350.291205,1.321238,1.149715,4.635427,414.798729
Door\D01167_unified.obj,1.616667,0.011267,294.318464,1.081279,1.149715,3.743957,414.586958,1.975440,0.013949,350.291205,1.321238,1.149715,4.635427,414.798729
Door\m1710_00_original.obj,1.187806,0.003888,980.321263,0.938170,1.082749,2.156481,18.757206,1.146734,0.004880,559.790918,0.905730,1.082749,2.707028,18.757206
Door\m1710_01_remeshed.obj,1.146734,0.003888,882.100455,0.905730,1.082749,0.715568,16.259334,1.187806,0.003888,980.315358,0.938170,1.082749,0.715569,16.268057
Door\m1710_02_translated.obj,1.146734,0.003888,882.102348,0.905730,1.082749,1.484701,16.259346,1.187806,0.003888,980.319014,0.938170,1.082749,1.484701,16.268068
Door\m1710_03_aligned.obj,1.146735,0.003888,882.087524,0.836405,1.082750,0.633711,16.259335,1.187807,0.003888,980.302731,0.866362,1.082750,0.633711,16.268058
Door\m1710_04_flipped.obj,1.146735,0.003888,882.087524,0.836405,1.082750,0.727961,16.259335,1.187807,0.003888,980.302731,0.866362,1.082750,0.727961,16.268058
Door\m1710_05_scaled.obj,1.220382,0.004268,882.105213,0.836403,1.116978,11.996969,16.259338,1.264092,0.004268,980.322506,0.866361,1.116978,11.996968,16.268061
Door\m1710_unified.obj,1.220382,0.004268,882.105213,0.836403,1.116978,11.996969,16.259338,1.264092,0.004268,980.322506,0.866361,1.116978,11.996968,16.268061
Door\m1711_00_original.obj,0.891397,0.008070,96.168681,1.175515,0.995068,0.565332,284.793979,0.878658,0.012126,40.789644,1.158716,0.995068,0.849511,284.793979
Door\m1711_01_remeshed.obj,0.789496,0.006588,100.251114,1.041135,0.995068,1.697370,426.168562,0.965978,0.002989,892.184177,1.273867,0.995068,0.770051,426.340843
Door\m1711_02_translated.obj,0.789494,0.005313,154.116874,1.041132,0.995068,6.222981,426.170872,0.965975,0.005856,232.417383,1.273863,0.995068,6.858275,426.343153
Door\m1711_03_aligned.obj,0.789495,0.005313,154.113975,0.908437,0.995068,2.661333,426.167520,0.965977,0.005856,232.410992,1.111506,0.995068,2.933039,426.339799
Door\m1711_04_flipped.obj,0.789495,0.005313,154.113975,0.908437,0.995068,2.661333,426.167520,0.965977,0.005856,232.410992,1.111506,0.995068,2.933039,426.339799
Door\m1711_05_scaled.obj,0.838864,0.005820,154.113905,0.908437,1.025708,13.451427,426.167491,1.026382,0.006414,232.410634,1.111507,1.025708,14.824732,426.339771
Door\m1711_unified.obj,0.838864,0.005820,154.113905,0.908437,1.025708,13.451427,426.167491,1.026382,0.006414,232.410634,1.111507,1.025708,14.824732,426.339771
Door\m1731_00_original.obj,2.348130,0.014831,520.477341,1.095023,1.315475,0.354481,189.691896,2.348130,0.014831,520.477341,1.095023,1.315475,0.354481,189.691896
Door\m1731_01_remeshed.obj,2.348130,0.014830,520.482021,1.095023,1.315475,0.356126,195.631851,2.348130,0.014830,520.482021,1.095023,1.315475,0.356126,195.631851
Door\m1731_02_translated.obj,2.348130,0.014831,520.474378,1.095023,1.315475,0.745567,195.632527,2.348130,0.014831,520.474378,1.095023,1.315475,0.745567,195.632527
Door\m1731_03_aligned.obj,2.348132,0.014831,520.475829,0.855040,1.315475,0.857347,195.631758,2.348132,0.014831,520.475829,0.855040,1.315475,0.857347,195.631758
Door\m1731_04_flipped.obj,2.348132,0.014831,520.475829,0.855040,1.315475,1.246527,195.631758,2.348132,0.014831,520.475829,0.855040,1.315475,1.246527,195.631758
Door\m1731_05_scaled.obj,2.029715,0.011919,520.478240,0.855040,1.223036,2.559544,195.631848,2.029715,0.011919,520.478240,0.855040,1.223036,2.559544,195.631848
Door\m1731_unified.obj,2.029715,0.011919,520.478240,0.855040,1.223036,2.559544,195.631848,2.029715,0.011919,520.478240,0.855040,1.223036,2.559544,195.631848
Drum\D00115_00_original.obj,8.826364,1.131232,4.751055,1.493877,1.220656,30.943185,4.081639,2.942121,0.377077,1.583685,0.497959,1.220656,10.314395,4.081639
Drum\D00115_01_remeshed.obj,2.942121,0.377077,1.583685,0.497959,1.220656,6.746306,3.819888,2.942121,0.377077,1.583685,0.497959,1.220656,6.746306,3.819888
Drum\D00115_02_translated.obj,2.942121,0.377077,1.583685,0.497959,1.220656,164.336165,3.819888,2.942121,0.377077,1.583685,0.497959,1.220656,164.336165,3.819888
Drum\D00115_03_aligned.obj,2.942120,0.377077,1.583684,0.782175,1.220656,8.190981,3.819888,2.942120,0.377077,1.583684,0.782175,1.220656,8.190981,3.819888
Drum\D00115_04_flipped.obj,2.942120,0.377077,1.583684,0.782175,1.220656,8.190981,3.819888,2.942120,0.377077,1.583684,0.782175,1.220656,8.190981,3.819888
Drum\D00115_05_scaled.obj,2.942115,0.377076,1.583685,0.782175,1.220655,27.989731,3.819889,2.942115,0.377076,1.583685,0.782175,1.220655,27.989731,3.819889
Drum\D00115_unified.obj,2.942115,0.377076,1.583685,0.782175,1.220655,27.989731,3.819889,2.942115,0.377076,1.583685,0.782175,1.220655,27.989731,3.819889
Drum\D00193_00_original.obj,16.736601,2.210959,8.479848,3.730282,1.329117,55.386133,2.912392,5.578867,0.194202,40.707680,1.243427,1.329117,4.864912,2.912392
Drum\D00193_01_remeshed.obj,5.480159,0.732784,2.710040,1.221427,1.329117,8.354969,2.941900,10.350741,0.265208,139.408688,2.306991,1.329117,3.023814,2.938887
Drum\D00193_02_translated.obj,5.480161,0.439876,7.520854,1.221428,1.329117,12.464542,2.941900,10.350742,0.381338,67.428183,2.306991,1.329117,10.805787,2.938887
Drum\D00193_03_aligned.obj,5.480162,0.439876,7.520843,1.218579,1.329117,17.359622,2.941900,10.350742,0.382759,66.928625,2.301609,1.329117,15.105486,2.939150
Drum\D00193_04_flipped.obj,5.480162,0.439876,7.520843,1.218579,1.329117,17.359622,2.941900,10.350742,0.382759,66.928625,2.301609,1.329117,15.105486,2.939150
Drum\D00193_05_scaled.obj,4.472558,0.324320,7.520847,1.218580,1.200728,24.796726,2.941900,8.447615,0.282208,66.928574,2.301612,1.200728,21.576904,2.939150
Drum\D00193_unified.obj,4.472558,0.324320,7.520847,1.218580,1.200728,24.796726,2.941900,8.447615,0.282208,66.928574,2.301612,1.200728,21.576904,2.939150
Fish\D00293_00_original.obj,2.502326,0.110967,11.251006,0.368344,1.793352,3.055885,20.040322,3.696555,0.107122,38.920626,0.544136,1.793352,2.950005,20.014756
Fish\D00293_01_remeshed.obj,2.502294,0.110967,11.250596,0.368340,1.793352,3.217538,24.783262,3.696789,0.107149,38.908789,0.544170,1.793352,3.106827,24.761334
Fish\D00293_02_translated.obj,2.502294,0.111424,11.158401,0.368340,1.793352,3.463281,24.783261,3.696789,0.107149,38.908802,0.544170,1.793352,3.330384,24.761332
Fish\D00293_03_aligned.obj,2.502294,0.111424,11.158396,0.370313,1.793352,40.796088,24.783264,3.696788,0.107149,38.908761,0.547085,1.793352,39.230609,24.761335
Fish\D00293_04_flipped.obj,2.502294,0.111424,11.158396,0.370313,1.793352,1.282793,24.783264,3.696788,0.107149,38.908761,0.547085,1.793352,1.233568,24.761335
Fish\D00293_05_scaled.obj,0.787006,0.019654,11.158400,0.370313,1.005740,1.262082,24.783260,1.162692,0.018899,38.908800,0.547085,1.005740,1.213652,24.761332
Fish\D00293_unified.obj,0.787006,0.019654,11.158400,0.370313,1.005740,1.262082,24.783260,1.162692,0.018899,38.908800,0.547085,1.005740,1.213652,24.761332
Fish\D00763_00_original.obj,3.304393,0.145778,15.012002,0.381989,1.832595,2.500295,14.531537,5.038331,0.138054,59.334643,0.582432,1.832595,2.367822,14.487118
Fish\D00763_01_remeshed.obj,3.304366,0.145778,15.011672,0.381985,1.832595,3.287002,20.694857,5.036793,0.138307,59.063942,0.582254,1.832595,3.118546,20.642637
Fish\D00763_02_translated.obj,3.304367,0.146500,14.864080,0.381986,1.832595,3.868909,20.694855,5.036794,0.138307,59.063964,0.582254,1.832595,3.652542,20.642635
Fish\D00763_03_aligned.obj,3.304366,0.146500,14.864071,0.387300,1.832594,1.230461,20.694858,5.036795,0.138307,59.063981,0.590355,1.832594,1.161648,20.642638
Fish\D00763_04_flipped.obj,3.304366,0.146500,14.864071,0.387300,1.832594,1.230461,20.694858,5.036795,0.138307,59.063981,0.590355,1.832594,1.161648,20.642638
Fish\D00763_05_scaled.obj,0.984585,0.023828,14.864083,0.387300,1.000343,1.599415,20.694857,1.500787,0.022495,59.063935,0.590355,1.000343,1.509969,20.642637
Fish\D00763_unified.obj,0.984585,0.023828,14.864083,0.387300,1.000343,1.599415,20.694857,1.500787,0.022495,59.063935,0.590355,1.000343,1.509969,20.642637
FloorLamp\D00388_00_original.obj,6.295287,0.101296,214.985085,0.561897,1.497867,3.236495,1.482030,6.471186,0.029204,2809.389639,0.577597,1.497867,0.932171,1.453723
FloorLamp\D00388_01_remeshed.obj,6.295287,0.101296,214.985114,0.561897,1.497867,7.546983,1.622391,6.474078,0.056970,739.251901,0.577855,1.497867,3.585232,1.601639
FloorLamp\D00388_02_translated.obj,6.295288,0.101496,214.141402,0.561897,1.497867,5.000174,1.622391,6.474079,0.056819,743.182402,0.577855,1.497867,2.510134,1.601639
FloorLamp\D00388_03_aligned.obj,6.295289,0.101496,214.141134,0.564314,1.497867,33.055134,1.622391,6.474079,0.056819,743.181283,0.580341,1.497867,75.643256,1.601639
FloorLamp\D00388_04_flipped.obj,6.295289,0.101496,214.141134,0.564314,1.497867,33.055134,1.622391,6.474079,0.056819,743.181283,0.580341,1.497867,75.643256,1.601639
FloorLamp\D00388_05_scaled.obj,2.935424,0.032317,214.141409,0.564314,1.022824,1.030091,1.622391,3.018792,0.018092,743.172501,0.580340,1.022824,0.599600,1.601639
FloorLamp\D00388_unified.obj,2.935424,0.032317,214.141409,0.564314,1.022824,1.030091,1.622391,3.018792,0.018092,743.172501,0.580340,1.022824,0.599600,1.601639
FloorLamp\D00740_00_original.obj,3.912923,0.034213,452.561691,0.450720,1.625628,0.620770,13.728531,3.912923,0.034213,452.561691,0.450720,1.625628,0.620770,13.728531
FloorLamp\D00740_01_remeshed.obj,3.912924,0.034213,452.561357,0.450720,1.625628,1.968245,22.243718,3.912924,0.034213,452.561357,0.450720,1.625628,1.968245,22.243718
FloorLamp\D00740_02_translated.obj,3.912923,0.034213,452.561580,0.450720,1.625628,0.460387,22.243729,3.912923,0.034213,452.561580,0.450720,1.625628,0.460387,22.243729
FloorLamp\D00740_03_aligned.obj,3.912923,0.034213,452.561451,0.452389,1.625628,1.370116,22.243729,3.912923,0.034213,452.561451,0.452389,1.625628,1.370116,22.243729
FloorLamp\D00740_04_flipped.obj,3.912923,0.034213,452.561451,0.452389,1.625628,0.367684,22.243729,3.912923,0.034213,452.561451,0.452389,1.625628,0.367684,22.243729
FloorLamp\D00740_05_scaled.obj,1.592591,0.008884,452.556903,0.452388,1.037105,0.778761,22.243728,1.592591,0.008884,452.556903,0.452388,1.037105,0.778761,22.243728
FloorLamp\D00740_unified.obj,1.592591,0.008884,452.556903,0.452388,1.037105,0.778761,22.243728,1.592591,0.008884,452.556903,0.452388,1.037105,0.778761,22.243728
FloorLamp\D00875_00_original.obj,5.396519,0.205718,32.835554,0.746262,1.689825,5.765778,6.243356,5.437260,0.215818,30.515023,0.751896,1.689825,6.048851,6.247924
FloorLamp\D00875_01_remeshed.obj,5.396264,0.205716,32.831477,0.746227,1.689825,5.765728,7.871794,5.436996,0.215816,30.511023,0.751859,1.689825,6.048806,7.882150
FloorLamp\D00875_02_translated.obj,5.396265,0.205411,32.929207,0.746227,1.689825,5.832739,7.871794,5.436996,0.215816,30.511025,0.751859,1.689825,6.128207,7.882150
FloorLamp\D00875_03_aligned.obj,5.396264,0.205411,32.929174,0.743511,1.689825,5.824957,7.871795,5.436996,0.215816,30.510994,0.749123,1.689825,6.120031,7.882151
FloorLamp\D00875_04_flipped.obj,5.396264,0.205411,32.929174,0.743511,1.689825,4.027817,7.871795,5.436996,0.215816,30.510994,0.749123,1.689825,4.231854,7.882151
FloorLamp\D00875_05_scaled.obj,1.923666,0.043720,32.929242,0.743511,1.008928,5.622726,7.871794,1.938187,0.045934,30.511038,0.749123,1.008928,5.907558,7.882150
FloorLamp\D00875_unified.obj,1.923666,0.043720,32.929242,0.743511,1.008928,5.622726,7.871794,1.938187,0.045934,30.511038,0.749123,1.008928,5.907558,7.882150
Glasses\D00630_00_original.obj,0.857160,0.006962,114.869199,0.214707,1.348337,0.503729,8.783855,0.970523,0.005459,271.240034,0.243103,1.348337,0.394946,8.776757
Glasses\D00630_01_remeshed.obj,0.857160,0.006962,114.869473,0.214707,1.348337,0.136125,7.499316,0.970523,0.005459,271.240036,0.243103,1.348337,0.106728,7.497138
Glasses\D00630_02_translated.obj,0.857160,0.006175,146.034700,0.214707,1.348337,0.118175,7.499315,0.970523,0.005459,271.239509,0.243103,1.348337,0.104470,7.497136
Glasses\D00630_03_aligned.obj,0.857160,0.006175,146.035088,0.207680,1.348338,0.112066,7.499316,0.970523,0.005459,271.240097,0.235147,1.348338,0.099070,7.497137
Glasses\D00630_04_flipped.obj,0.857160,0.006175,146.035088,0.207680,1.348338,0.112066,7.499316,0.970523,0.005459,271.240097,0.235147,1.348338,0.099070,7.497137
Glasses\D00630_05_scaled.obj,0.756411,0.005119,146.035155,0.207680,1.266620,0.087574,7.499315,0.856450,0.004525,271.240615,0.235147,1.266620,0.077418,7.497136
Glasses\D00630_unified.obj,0.756411,0.005119,146.035155,0.207680,1.266620,0.087574,7.499315,0.856450,0.004525,271.240615,0.235147,1.266620,0.077418,7.497136
Glasses\D00883_00_original.obj,0.323492,0.013230,1.710063,0.066926,1.363532,0.344753,39.908654,0.441945,0.001870,218.314151,0.091432,1.363532,0.048723,39.923591
Glasses\D00883_01_remeshed.obj,0.323492,0.013230,1.710063,0.066926,1.363532,0.370429,33.398563,0.442003,0.001883,215.343476,0.091444,1.363532,0.052721,33.403431
Glasses\D00883_02_translated.obj,0.323492,0.011815,2.144226,0.066926,1.363532,0.361915,33.398560,0.442003,0.001883,215.342654,0.091444,1.363532,0.057679,33.403428
Glasses\D00883_03_aligned.obj,0.323492,0.011815,2.144223,0.094033,1.363531,2.799445,33.398566,0.442003,0.001883,215.343979,0.128482,1.363531,0.446153,33.403434
Glasses\D00883_04_flipped.obj,0.323492,0.011815,2.144223,0.094033,1.363531,2.180289,33.398566,0.442003,0.001883,215.343979,0.128482,1.363531,0.347477,33.403434
Glasses\D00883_05_scaled.obj,0.253001,0.008172,2.144226,0.094033,1.205854,2.188564,33.398559,0.345687,0.001302,215.343754,0.128481,1.205854,0.348796,33.403427
Glasses\D00883_unified.obj,0.253001,0.008172,2.144226,0.094033,1.205854,2.188564,33.398559,0.345687,0.001302,215.343754,0.128481,1.205854,0.348796,33.403427
Guitar\D00335_00_original.obj,2.161864,0.000282,1122709.698184,0.899676,1.518274,0.389849,116.682934,2.163416,0.000274,1191953.415285,0.900322,1.518274,0.378764,116.695532
Guitar\D00335_01_remeshed.obj,2.160411,0.000282,1119346.160996,0.899116,1.518222,0.157748,110.645891,2.161991,0.000274,1191155.409229,0.899773,1.518222,0.153087,110.826633
Guitar\D00335_02_translated.obj,2.160411,0.000274,1185645.416794,0.899115,1.518222,0.088104,110.645844,2.161991,0.000274,1191318.791872,0.899773,1.518222,0.087991,110.826585
Guitar\D00335_03_aligned.obj,2.160411,0.000274,1185396.275546,0.932132,1.518222,0.057637,110.645868,2.161991,0.000274,1191074.747782,0.932813,1.518222,0.057562,110.826609
Guitar\D00335_04_flipped.obj,2.160411,0.000274,1185396.275546,0.932132,1.518222,0.057637,110.645868,2.161991,0.000274,1191074.747782,0.932813,1.518222,0.057562,110.826609
Guitar\D00335_05_scaled.obj,0.937997,0.000078,1185508.970118,0.932132,1.000386,0.043757,110.645860,0.938683,0.000078,1191137.047103,0.932814,1.000386,0.043701,110.826602
